,exp,Q2,x,cs_h2(nb//),%stat_u,%sys_u,*%norm,*Elab,*E',*y,*value,obs,target,lepton beam,current,units,*epsilon,sin2 theta/2,theta
253,e00116,6.3819,0.7365,0.036,2.5,1.66666666666667,1.75,5.5,0.881037784600419,0.839811311890833,0.0305827709117513,sig_r,p,e,nc,1,0.18997667518913972,0.3292553040366229,70.03235812536892
254,e00116,6.448,0.7456,0.0276,2.89855072463768,1.44927536231884,1.75,5.5,0.890155293428626,0.838153583012977,0.0236075400285122,sig_r,p,e,nc,1,0.19166626030577105,0.3292581769210246,70.03270838919549
255,e00116,6.5142,0.7548,0.023,3.47826086956522,1.73913043478261,1.75,5.5,0.899591865790286,0.836437842583584,0.019795809674877,sig_r,p,e,nc,1,0.193447366063802,0.3291492634161136,70.01942904346258
256,e00116,6.5803,0.764,0.017,4.11764705882353,1.76470588235294,1.75,5.5,0.908870940733877,0.834750738048386,0.0147275033885618,sig_r,p,e,nc,1,0.19517523186323277,0.32909462944544193,70.01276734172836
257,e00116,6.6464,0.7732,0.0187,3.74331550802139,1.60427807486631,1.75,5.5,0.917929199615697,0.833103781888055,0.0162951050933416,sig_r,p,e,nc,1,0.1968288511001786,0.32912025353978586,70.0158918078401
258,e00116,6.7126,0.7824,0.0184,3.80434782608696,1.6304347826087,1.75,5.5,0.926706301969556,0.831507945096445,0.0161305967219568,sig_r,p,e,nc,1,0.19838829374569195,0.3292501423263285,70.03172880453243
259,e00116,6.7787,0.7917,0.0191,3.66492146596859,1.57068062827225,1.75,5.5,0.935923290492807,0.829832129001308,0.0168382698104308,sig_r,p,e,nc,1,0.20007955063673583,0.3292179288651812,70.02780125066107
260,e00116,6.8448,0.8011,0.0189,3.7037037037037,1.58730158730159,1.75,5.5,0.945494853957472,0.828091844735005,0.0167685014343385,sig_r,p,e,nc,1,0.2018738244000215,0.3290628938116538,70.0088975810139
261,e00116,6.911,0.8104,,,,1.75,5.5,0.954217770265862,0.826505859951661,,sig_r,p,e,nc,1,0.20339984559251828,0.32920825143388355,70.02662133248259
262,e00116,6.9771,0.8198,,,,1.75,5.5,0.963361233771199,0.8248434120416,,sig_r,p,e,nc,1,0.20505098633973015,0.3292024818659362,70.02591787527808
263,e00116,7.0432,0.8293,,,,1.75,5.5,0.972843359300378,0.823119389218113,,sig_r,p,e,nc,1,0.20679969892829886,0.3290822222147743,70.01125444758148
264,e00116,7.1094,0.8388,,,,1.75,5.5,0.982047152343737,0.821445972301138,,sig_r,p,e,nc,1,0.20845564634840655,0.32906214806825757,70.00880664585873
