,x,Q2,y,sigma_d measured (b/GeV2),Elab,*W2,*nu,*E',*epsilon,obs,target,curent,lepton beam,units,%dE,%dE1_c,%dE2_c,%dE3_c,%dE4_c,%dEp,%dEp1_c,%dEp2_c,%dEp3_c,%dEp4_c,%dAC_c,%dRC_c,%dRE_c,R,F2d,dFstat,dFsyst,%*norm_c,*epsilon.1,value,%*dST_u
237,0.0345,9.01,0.511,2.583e-08,280,253.029264289855,139.210778406106,140.789221593894,0.789186197520475,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.0,0.5,-0.1,0.0,0.0,0.0,-0.1,1.3,0.9,1.3,0.108,0.408,0.0059,0.0089,2.5,0.789186197520475,0.399615559118626,1.44607843137255
238,0.0348,11.44,0.641,1.52e-08,280,318.175476183908,175.232213317648,104.767786682352,0.635922337643576,sig_r,d,mu,nc,1,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.6,1.5,1.4,0.108,0.4227,0.0046,0.0113,2.5,0.635922337643576,0.407698112313997,1.08824225218831
239,0.0369,14.09,0.735,9.379e-09,280,368.632662428184,203.540947989437,76.4590520105628,0.49509743371922,sig_r,d,mu,nc,1,0.5,0.0,0.0,0.0,1.2,0.1,0.0,0.0,0.0,0.1,1.8,2.2,1.7,0.108,0.4346,0.0076,0.0145,2.5,0.49509743371922,0.413209497734429,1.74873446847676
240,0.0469,5.53,0.232,5.708e-08,280,113.260291761194,62.8520510454126,217.147948954587,0.966101065167424,sig_r,d,mu,nc,1,1.2,0.0,0.0,0.0,1.0,-0.6,0.0,0.0,0.0,-0.6,1.5,0.3,2.1,0.117,0.3696,0.0089,0.0107,2.5,0.966101065167424,0.36828750063864,2.40800865800866
241,0.0493,6.93,0.276,3.474e-08,280,134.517795318458,74.9296115770034,205.070388422997,0.949964976821858,sig_r,d,mu,nc,1,1.0,0.0,0.0,0.0,0.9,-0.4,0.0,0.0,0.0,-0.4,1.4,0.2,2.0,0.117,0.3858,0.0057,0.0105,2.5,0.949964976821858,0.383777848531314,1.47744945567652
242,0.0491,8.99,0.36,1.948e-08,280,174.985567014257,97.5989994745504,182.40100052545,0.907981418447293,sig_r,d,mu,nc,1,0.9,0.0,0.0,0.0,0.7,-0.3,0.0,0.0,0.0,-0.3,1.1,0.3,1.5,0.117,0.3888,0.0058,0.0083,2.5,0.907981418447293,0.385052188505917,1.4917695473251
243,0.0487,11.57,0.468,1.135e-08,280,226.886846053388,126.640192992211,153.359807007789,0.829185601802868,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.0,0.6,-0.1,0.0,0.0,0.0,-0.1,1.2,0.7,1.0,0.117,0.4067,0.0045,0.0078,2.5,0.829185601802868,0.399422587638261,1.10646668305877
244,0.0494,14.87,0.59,6.312e-09,280,287.021989748988,160.454235473874,119.545764526126,0.701856524121242,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,1.3,1.3,0.117,0.4133,0.0038,0.0103,2.5,0.701856524121242,0.400391586804951,0.919428986208565
245,0.0529,18.9,0.69,3.549e-09,280,339.257726797732,190.446632621392,89.5533673786079,0.565469669733887,sig_r,d,mu,nc,1,0.5,0.0,0.0,0.0,1.2,0.1,0.0,0.0,0.0,0.1,1.9,2.0,1.6,0.117,0.4244,0.0055,0.0137,2.5,0.565469669733887,0.405081103470789,1.29594721960415
246,0.0663,7.32,0.217,2.352e-08,280,103.967083819005,58.8524732510685,221.147526748931,0.970751147702862,sig_r,d,mu,nc,1,1.2,0.0,0.0,0.0,1.1,-0.6,0.0,0.0,0.0,-0.6,1.4,0.3,1.9,0.113,0.3749,0.0113,0.0103,2.5,0.970751147702862,0.373786534598253,3.01413710322753
247,0.0698,8.93,0.25,1.454e-08,280,119.886806750716,68.1966752402539,211.803324759746,0.959928562603714,sig_r,d,mu,nc,1,1.1,0.0,0.0,0.0,0.9,-0.4,0.0,0.0,0.0,-0.4,1.3,0.3,1.9,0.113,0.3738,0.0085,0.0096,2.5,0.959928562603714,0.372279047471795,2.27394328517924
248,0.0696,11.45,0.322,8.538e-09,280,153.941338252874,87.6926941646448,192.307305835355,0.928871692832826,sig_r,d,mu,nc,1,0.9,0.0,0.0,0.0,0.7,-0.3,0.0,0.0,0.0,-0.3,0.9,0.3,1.1,0.113,0.3832,0.0064,0.0068,2.5,0.928871692832826,0.38043237123974,1.67014613778706
249,0.0694,15.01,0.423,4.747e-09,280,202.15226474928,115.289136859957,164.710863140043,0.865628558534493,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.0,0.6,-0.1,0.0,0.0,0.0,-0.1,1.1,0.6,0.9,0.113,0.3964,0.0049,0.007,2.5,0.865628558534493,0.390991450499907,1.23612512613522
250,0.0699,19.64,0.547,2.475e-09,280,262.212662311874,149.77229121102,130.22770878898,0.751554799893339,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,1.2,1.2,0.113,0.392,0.0042,0.0091,2.5,0.751554799893339,0.382110787463373,1.07142857142857
251,0.0716,25.55,0.689,1.42e-09,280,332.173419418994,190.215125489869,89.7848745101309,0.566912348016442,sig_r,d,mu,nc,1,0.5,0.0,0.0,0.0,1.2,0.1,0.0,0.0,0.0,0.1,1.9,2.2,1.5,0.113,0.4238,0.009,0.0141,2.5,0.566912348016442,0.405162266930476,2.12364322793771
252,0.0863,9.34,0.213,1e-08,280,99.7669587161066,57.6903596567732,222.309640343227,0.971910997744014,sig_r,d,mu,nc,1,1.2,0.0,0.0,0.0,1.0,-0.6,0.0,0.0,0.0,-0.6,1.3,0.3,1.9,0.096,0.339,0.0147,0.009,2.5,0.971910997744014,0.338165760336999,4.33628318584071
253,0.0896,11.48,0.25,6.718e-09,280,117.524844,68.296908315565,211.703091684435,0.959908164303215,sig_r,d,mu,nc,1,1.0,0.0,0.0,0.0,0.9,-0.4,0.0,0.0,0.0,-0.4,1.0,0.2,1.2,0.096,0.3689,0.0077,0.0071,2.5,0.959908164303215,0.367604322609674,2.08728652751423
254,0.0897,14.95,0.326,3.694e-09,280,152.596510666667,88.8415067519545,191.158493248045,0.926795388821221,sig_r,d,mu,nc,1,0.9,0.0,0.0,0.0,0.7,-0.2,0.0,0.0,0.0,-0.2,0.8,0.3,0.8,0.096,0.3668,0.0063,0.0056,2.5,0.926795388821221,0.364447659421364,1.7175572519084
255,0.0895,19.88,0.433,1.954e-09,280,203.122749027933,118.402401400817,161.597598599183,0.85794466632592,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.0,0.6,-0.1,0.0,0.0,0.0,-0.1,1.2,0.7,0.9,0.096,0.3742,0.0047,0.0066,2.5,0.85794466632592,0.369543151356369,1.25601282736505
256,0.0903,26.06,0.558,1.062e-09,280,263.41342096567,153.834529299398,126.165470700602,0.739281869897259,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,1.6,1.3,1.2,0.096,0.3865,0.0058,0.0094,2.5,0.739281869897259,0.377672120727301,1.5006468305304
257,0.1094,11.8,0.212,4.982e-09,280,96.9409043290677,57.495234716987,222.504765283013,0.972181385222807,sig_r,d,mu,nc,1,1.1,0.0,0.0,0.0,1.0,-0.5,0.0,0.0,0.0,-0.5,1.0,0.3,1.1,0.043,0.3427,0.0102,0.007,2.5,0.972181385222807,0.342306857988808,2.97636416690983
258,0.1097,14.9,0.264,3.208e-09,280,121.804821210574,72.4013737796238,207.598626220376,0.954672163825025,sig_r,d,mu,nc,1,1.0,0.0,0.0,0.0,0.8,-0.3,0.0,0.0,0.0,-0.3,1.0,0.2,0.8,0.043,0.3688,0.0078,0.0062,2.5,0.954672163825025,0.368110686353544,2.11496746203905
259,0.1097,19.86,0.353,1.639e-09,280,162.059041812215,96.502770688814,183.497229311186,0.911990429219145,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.0,0.7,-0.2,0.0,0.0,0.0,-0.2,1.0,0.4,0.8,0.043,0.3599,0.0054,0.0054,2.5,0.911990429219145,0.35859389568776,1.50041678243957
260,0.11,26.36,0.464,8.46e-10,280,214.156207636364,127.737933708083,152.262066291917,0.832513992088053,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.3,0.7,1.0,0.043,0.358,0.0055,0.0067,2.5,0.832513992088053,0.355527560065662,1.53631284916201
261,0.1106,34.48,0.601,4.834e-10,280,278.153912716094,166.180207204741,113.819792795259,0.688084977116719,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.0,1.3,0.1,0.0,0.0,0.0,0.1,1.7,1.4,1.3,0.043,0.3849,0.011,0.0099,2.5,0.688084977116719,0.379949327943091,2.85788516497792
262,0.139,11.77,0.167,3.463e-09,280,73.7861029928058,45.1365986102376,234.863401389762,0.983447625513046,sig_r,d,mu,nc,1,1.3,0.0,0.0,0.0,1.1,-0.6,0.0,0.0,0.0,-0.6,1.2,0.3,1.1,0.113,0.2929,0.0151,0.0064,2.5,0.983447625513046,0.292407561001042,5.15534312051895
263,0.1372,15.03,0.215,2.354e-09,280,95.3979489562682,58.3945122368167,221.605487763183,0.971282490693697,sig_r,d,mu,nc,1,1.1,0.0,0.0,0.0,0.9,-0.4,0.0,0.0,0.0,-0.4,1.2,0.3,0.8,0.101,0.3332,0.0065,0.0063,2.5,0.971282490693697,0.332321940000138,1.95078031212485
264,0.1388,19.88,0.28,1.243e-09,280,124.227509706052,76.3473697793453,203.652630220655,0.948204027634862,sig_r,d,mu,nc,1,0.9,0.0,0.0,0.0,0.7,-0.2,0.0,0.0,0.0,-0.2,1.4,0.2,0.6,0.089,0.3291,0.0043,0.0058,2.5,0.948204027634862,0.327706527017878,1.30659374050441
265,0.1393,26.62,0.373,6.462e-10,280,165.358192887294,101.864791517747,178.135208482253,0.899900478075138,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.0,0.6,-0.1,0.0,0.0,0.0,-0.1,1.4,0.4,0.8,0.08,0.3328,0.0041,0.0059,2.5,0.899900478075138,0.330331753075584,1.23197115384615
266,0.14,35.22,0.489,3.446e-10,280,217.231272571429,134.099908620164,145.900091379836,0.810067731318651,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.4,0.8,1.0,0.073,0.3419,0.0067,0.0071,2.5,0.810067731318651,0.337480908939689,1.95963732085405
267,0.179,15.07,0.165,1.705e-09,280,69.9997881340782,44.8773689414063,235.122631058594,0.983846769340726,sig_r,d,mu,nc,1,1.2,0.0,0.0,0.0,1.0,-0.5,0.0,0.0,0.0,-0.5,1.3,0.3,0.5,0.085,0.3063,0.0084,0.0058,2.5,0.983846769340726,0.305912204959184,2.74240940254652
268,0.1795,19.99,0.218,8.991e-10,280,92.2547465069638,59.3629544280191,220.637045571981,0.97035402823257,sig_r,d,mu,nc,1,1.0,0.0,0.0,0.0,0.8,-0.3,0.0,0.0,0.0,-0.3,1.5,0.2,0.6,0.075,0.2978,0.005,0.0057,2.5,0.97035402823257,0.297183816141157,1.67897918065816
269,0.1791,26.74,0.291,4.814e-10,280,123.44190988498,79.5853229664075,200.414677033593,0.943426167250671,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.0,0.7,-0.1,0.0,0.0,0.0,-0.1,1.7,0.2,0.6,0.066,0.3028,0.0045,0.0061,2.5,0.943426167250671,0.30173905854301,1.48612945838837
270,0.1799,35.13,0.378,2.574e-10,280,161.024996862702,104.091232869244,175.908767130756,0.896668404872978,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.9,0.4,0.8,0.06,0.3017,0.0053,0.0067,2.5,0.896668404872978,0.299934897291277,1.75671196552867
271,0.1807,45.74,0.488,1.473e-10,280,208.266573385722,134.928960226931,145.071039773069,0.810899345898867,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.0,1.2,0.1,0.0,0.0,0.0,0.1,2.1,0.8,1.0,0.055,0.3201,0.0099,0.0081,2.5,0.810899345898867,0.316943423008681,3.09278350515464
272,0.224,15.14,0.133,1.192e-09,280,53.3291297142857,36.028403898873,243.971596101127,0.98979206548288,sig_r,d,mu,nc,1,1.2,0.0,0.0,0.0,1.0,-0.4,0.0,0.0,0.0,-0.4,1.0,0.3,0.5,0.074,0.2661,0.0083,0.0045,2.5,0.98979206548288,0.265912692678561,3.11912814731304
273,0.2242,19.97,0.175,6.788e-10,280,69.9821009134701,47.4798810839393,232.520118916061,0.981627442490468,sig_r,d,mu,nc,1,1.0,0.0,0.0,0.0,0.8,-0.2,0.0,0.0,0.0,-0.2,1.3,0.3,0.5,0.064,0.2729,0.0051,0.0047,2.5,0.981627442490468,0.272598229067479,1.8688164162697
274,0.2241,26.76,0.233,3.529e-10,280,93.5308212423025,63.651906845577,216.348093154423,0.965607986281316,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.0,0.7,-0.1,0.0,0.0,0.0,-0.1,1.7,0.2,0.6,0.056,0.2674,0.0043,0.0052,2.5,0.965607986281316,0.266912104462044,1.60807778608826
275,0.2239,35.3,0.306,1.864e-10,280,123.23951349531,84.0403355518712,195.959664448129,0.9365080483233,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,2.0,0.3,0.6,0.05,0.2609,0.0047,0.0058,2.5,0.9365080483233,0.260110919470179,1.80145649674205
276,0.2249,46.57,0.401,9.883e-11,280,161.379652803913,110.378362901873,169.621637098127,0.88124844212917,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.1,2.4,0.5,0.8,0.045,0.2614,0.0075,0.0071,2.5,0.88124844212917,0.260062814726561,2.86916602907422
277,0.2646,16.06,0.119,9.405e-10,280,45.5152332668178,32.353619012163,247.646380987837,0.991912321816144,sig_r,d,mu,nc,1,0.9,0.0,0.0,0.0,0.8,-0.1,0.0,0.0,0.0,-0.1,0.8,0.0,0.1,0.065,0.2782,0.0232,0.0033,2.5,0.991912321816144,0.278062549891123,8.33932422717469
278,0.274,19.99,0.143,4.845e-10,280,53.8460483795621,38.889234743903,241.110765256097,0.988063959910641,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.6,0.056,0.2346,0.0055,0.0031,2.5,0.988063959910641,0.234451384057362,2.34441602728048
279,0.2739,26.76,0.191,2.54e-10,280,71.8197344709748,52.0788328736539,227.921167126346,0.977746176220617,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.1,1.2,0.2,0.5,0.049,0.2292,0.0045,0.0035,2.5,0.977746176220617,0.228961601166437,1.96335078534031
280,0.2745,35.42,0.251,1.398e-10,280,94.4944523788707,68.7817741891635,211.218225810837,0.959357101773879,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.2,1.8,0.2,0.6,0.043,0.2328,0.0048,0.0046,2.5,0.959357101773879,0.232409742919734,2.06185567010309
281,0.2744,46.98,0.332,7.511e-11,280,125.109756536443,91.2632796036477,188.736720396352,0.923386501703244,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.0,0.5,0.3,0.0,0.0,0.0,0.3,2.4,0.4,0.7,0.038,0.2354,0.0071,0.006,2.5,0.923386501703244,0.234739495047548,3.0161427357689
282,0.2769,59.79,0.413,3.105e-11,280,157.016171193933,115.099321531947,164.900678468053,0.872611184371509,sig_r,d,mu,nc,1,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,2.9,0.6,1.3,0.035,0.1698,0.0183,0.0057,2.5,0.872611184371509,0.169068291616794,10.7773851590106
283,0.3289,20.73,0.124,3.185e-10,280,43.1781200717543,33.5971620851569,246.402837914843,0.991151150978191,sig_r,d,mu,nc,1,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.8,1.2,0.2,0.5,0.05,0.1981,0.0058,0.0031,2.5,0.991151150978191,0.198016423703971,2.92781423523473
284,0.344,26.73,0.153,1.567e-10,280,51.853332372093,41.4197699211583,238.580230078842,0.986172433785108,sig_r,d,mu,nc,1,0.1,0.0,0.0,0.0,0.2,0.7,0.0,0.0,0.0,0.7,1.4,0.2,0.5,0.042,0.1739,0.0032,0.0029,2.5,0.986172433785108,0.173802970304634,1.84013801035078
285,0.3447,35.48,0.202,8.717e-11,280,68.3299281311285,54.8667825858894,225.133217414111,0.97479793035132,sig_r,d,mu,nc,1,0.2,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.7,1.5,0.1,0.5,0.037,0.1778,0.0032,0.0031,2.5,0.97479793035132,0.177639989150752,1.79977502812148
286,0.3455,46.61,0.262,4.561e-11,280,89.1757774298118,71.9114783741001,208.0885216259,0.95518372302951,sig_r,d,mu,nc,1,0.3,0.0,0.0,0.0,0.3,0.6,0.0,0.0,0.0,0.6,1.6,0.2,0.5,0.032,0.1694,0.0039,0.0032,2.5,0.95518372302951,0.169164465381356,2.30224321133412
287,0.3491,61.17,0.338,2.314e-11,280,114.931843427098,93.4019186711611,186.598081328839,0.92004622411711,sig_r,d,mu,nc,1,0.3,0.0,0.0,0.0,-2.7,0.6,0.0,0.0,0.0,0.6,2.6,0.4,1.2,0.029,0.1592,0.0106,0.0047,2.5,0.92004622411711,0.158841110247965,6.65829145728643
288,0.4334,27.7,0.125,8.355e-11,280,37.0930881162898,34.0688934521801,245.93110654782,0.990951239482268,sig_r,d,mu,nc,1,-2.7,0.0,0.0,0.0,-1.9,3.8,0.0,0.0,0.0,3.8,2.8,0.2,0.5,0.037,0.1246,0.0035,0.0068,2.5,0.990951239482268,0.124559718529462,2.80898876404494
289,0.4657,35.56,0.15,3.69e-11,280,41.6780144960275,40.7026495181383,239.297350481862,0.986676023372415,sig_r,d,mu,nc,1,-1.9,0.0,0.0,0.0,-1.3,3.1,0.0,0.0,0.0,3.1,3.3,0.1,0.5,0.031,0.0999,0.0021,0.005,2.5,0.986676023372415,0.0998599211741523,2.1021021021021
290,0.4702,46.58,0.194,1.972e-11,280,53.3640719880902,52.8060916780864,227.193908321914,0.976829282694378,sig_r,d,mu,nc,1,-1.3,0.0,0.0,0.0,-0.8,2.5,0.0,0.0,0.0,2.5,3.6,0.1,0.5,0.027,0.096,0.0024,0.0044,2.5,0.976829282694378,0.0959414570503979,2.5
291,0.4772,62.24,0.254,8.989e-12,280,69.0673377133277,69.5242503802387,210.475749619761,0.958051682965406,sig_r,d,mu,nc,1,-0.8,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,2.1,3.7,0.2,1.1,0.023,0.0835,0.0054,0.0037,2.5,0.958051682965406,0.0834211849771816,6.46706586826347
