,X,Q2,w2,value,obs,target,lepton beam,current,stat_u,syst_u,*norm_c,%cor1_c,%cor2_c,%cor3_c,%cor4_c,%cor5_c,*Elab,*nu,*E',*sin2(theta/2),*epsilon
255,0.65,32.5,18.379844,0.03722,F2,p,mu,NC,0.0012,0,0.0011166000000000001,2.8,5.3,5.2,0.0,0.5,200,26.652452025586353,173.34754797441366,0.00023435578105781058,0.9995099693489385
256,0.65,37.5,21.072151692307692,0.03408,F2,p,mu,NC,0.0013,0,0.0010224,2.4,4.6,4.9,0.0,0.5,200,30.75282926029195,169.24717073970805,0.0002769617937784669,0.9994242845320194
257,0.65,43.0,24.033690153846145,0.03539,F2,p,mu,NC,0.0008,0,0.0010616999999999998,1.9,4.1,4.1,0.0,0.1,200,35.263244218468095,164.7367557815319,0.00032627812624452405,0.9993251138371679
258,0.65,49.5,27.533690153846145,0.03513,F2,p,mu,NC,0.0008,0,0.0010539,1.6,3.6,3.6,0.0,0.1,200,40.59373462358537,159.40626537641464,0.0003881591470315876,0.9992006906878457
259,0.65,57.0,31.572151692307692,0.03329,F2,p,mu,NC,0.0009,0,0.0009987,1.3,3.2,2.7,0.0,0.1,200,46.74430047564376,153.25569952435623,0.0004649093000856164,0.9990463920630537
260,0.65,65.5,36.149074769230765,0.0325,F2,p,mu,NC,0.0009,0,0.000975,1.1,2.8,1.9,0.0,0.1,200,53.714941774643265,146.28505822535675,0.0005596948929252158,0.9988558680291977
261,0.65,75.0,41.26445938461539,0.03215,F2,p,mu,NC,0.001,0,0.0009644999999999999,0.8,2.5,1.2,0.0,0.1,200,61.5056585205839,138.4943414794161,0.0006769229630506869,0.9986202839653538
262,0.65,86.0,47.1875363076923,0.03362,F2,p,mu,NC,0.0013,0,0.0010086,0.6,2.2,0.9,0.0,0.0,200,70.52648843693619,129.47351156306382,0.0008302856599949327,0.9983121673151618
263,0.65,99.0,54.1875363076923,0.03084,F2,p,mu,NC,0.0013,0,0.0009251999999999999,0.5,2.0,1.0,0.0,0.0,200,81.18746924717074,118.81253075282926,0.0010415568056322475,0.9978878649325181
264,0.65,115.5,63.072151692307685,0.02844,F2,p,mu,NC,0.0013,0,0.0008531999999999999,0.3,1.7,0.7,0.0,0.0,200,94.7187141216992,105.2812858783008,0.0013713263358778626,0.9972259407592073
265,0.65,137.5,74.91830553846151,0.02787,F2,p,mu,NC,0.0013,0,0.0008360999999999999,0.1,1.5,0.4,0.0,0.0,200,112.76037395440382,87.23962604559618,0.0019701482891520965,0.9960250932582047
266,0.75,43.0,15.213177333333334,0.01252,F2,p,mu,NC,0.0004,0,0.00037559999999999997,4.8,9.0,11.0,0.0,0.0,200,30.561478322672354,169.43852167732766,0.0003172242030201342,0.9993365724702189
267,0.75,49.5,17.379844,0.01189,F2,p,mu,NC,0.0004,0,0.0003567,4.1,7.9,9.9,0.0,0.0,200,35.18123667377399,164.81876332622602,0.00037541235446313066,0.9992194640872416
268,0.75,57.0,19.879844,0.01076,F2,p,mu,NC,0.0005,0,0.0003228,3.4,7.0,9.2,0.0,0.0,200,40.51172707889126,159.48827292110875,0.00044674131016042773,0.9990759276133869
269,0.75,65.5,22.713177333333334,0.01068,F2,p,mu,NC,0.0005,0,0.0003204,2.8,6.1,8.4,0.0,0.0,200,46.552949538024166,153.44705046197583,0.000533571676702177,0.9989012253943531
270,0.75,75.0,25.879844000000006,0.01117,F2,p,mu,NC,0.0006,0,0.00033509999999999996,2.4,5.4,7.8,0.0,0.0,200,53.30490405117271,146.6950959488273,0.0006390806686046512,0.9986889832611352
271,0.75,86.0,29.546510666666677,0.01,F2,p,mu,NC,0.0006,0,0.0003,1.8,4.8,6.6,0.0,0.0,200,61.12295664534471,138.87704335465529,0.0007740660184237462,0.9984175125861678
272,0.75,99.0,33.879844000000006,0.00906,F2,p,mu,NC,0.0006,0,0.0002718,1.5,4.2,5.9,0.0,0.0,200,70.36247334754798,129.63752665245204,0.0009545847039473684,0.9980545853052873
273,0.75,115.5,39.379844000000006,0.00814,F2,p,mu,NC,0.0006,0,0.00024419999999999997,1.1,3.7,4.8,0.0,0.0,200,82.08955223880598,117.91044776119402,0.0012244462025316457,0.9975122845164454
274,0.75,137.5,46.713177333333334,0.00904,F2,p,mu,NC,0.0007,0,0.0002712,0.7,3.2,3.7,0.0,0.0,200,97.72565742714998,102.27434257285002,0.0016805290132036138,0.9965964358069547
275,0.1,32.5,293.379844,0.40558,F2,p,mu,NC,0.0057,0,0.0121674,-0.3,-0.1,0.8,0.5,0.5,280,173.24093816631128,106.75906183368872,0.0002718069702416616,0.9994559455862277
276,0.1,37.5,338.379844,0.40695,F2,p,mu,NC,0.0065,0,0.012208499999999999,-0.2,0.0,0.4,0.5,0.5,280,199.89339019189765,80.10660980810235,0.00041796978972584507,0.9991636261262022
277,0.14,37.5,231.23698685714282,0.37701,F2,p,mu,NC,0.0066,0,0.0113103,-0.3,-0.1,0.5,0.0,0.5,280,142.7809929942126,137.2190070057874,0.00024400513884880904,0.9995112117522793
278,0.14,43.0,265.0227011428571,0.37628,F2,p,mu,NC,0.0065,0,0.0112884,-0.3,-0.1,0.4,0.0,0.5,280,163.72220530003045,116.27779469996955,0.0003301821920678996,0.9993387952905354
279,0.14,49.5,304.95127257142855,0.3642,F2,p,mu,NC,0.0067,0,0.010926,-0.3,0.0,0.4,0.0,0.5,280,188.47091075236065,91.52908924763935,0.00048286756630836305,0.9990333871326813
280,0.14,57.0,351.0227011428571,0.38075,F2,p,mu,NC,0.0083,0,0.011422499999999999,-0.2,0.0,0.4,0.0,0.5,280,217.02710935120317,62.972890648796835,0.0008081708909741704,0.9983830121328955
281,0.18,37.5,171.71317733333333,0.34807,F2,p,mu,NC,0.007,0,0.0104421,-0.4,-0.2,-0.2,0.0,0.5,280,111.05188343994315,168.94811656005686,0.0001981800302890076,0.9996025139640449
282,0.18,43.0,196.76873288888888,0.36142,F2,p,mu,NC,0.007,0,0.0108426,-0.3,-0.1,-0.1,0.0,0.5,280,127.3394930111348,152.6605069888652,0.00025149174400198644,0.999495810167986
283,0.18,49.5,226.379844,0.3402,F2,p,mu,NC,0.0071,0,0.010206,-0.3,-0.1,0.2,0.0,0.5,280,146.58848614072497,133.41151385927503,0.000331278967556337,0.999336136739183
284,0.18,57.0,260.5465106666667,0.34527,F2,p,mu,NC,0.0048,0,0.0103581,-0.3,0.0,0.2,0.0,0.2,280,168.7988628287136,111.2011371712864,0.00045766489837658194,0.9990832603357245
285,0.18,65.5,299.2687328888889,0.34112,F2,p,mu,NC,0.0051,0,0.010233599999999999,-0.2,0.0,0.3,0.0,0.2,280,193.9706230751007,86.02937692489931,0.0006797927050918404,0.9986389761472755
286,0.225,37.5,130.04651066666665,0.3128,F2,p,mu,NC,0.0066,0,0.009384,-0.4,-0.2,-0.4,0.0,0.5,280,88.84150675195453,191.1584932480455,0.00017515383328375967,0.9996480901905592
287,0.225,43.0,148.9909551111111,0.30989,F2,p,mu,NC,0.0063,0,0.0092967,-0.3,-0.1,0.4,0.0,0.5,280,101.87159440890784,178.12840559109216,0.0002155347262861095,0.9995672384802007
288,0.225,49.5,171.379844,0.31821,F2,p,mu,NC,0.0066,0,0.009546299999999999,-0.3,-0.1,0.1,0.0,0.5,280,117.27078891257996,162.72921108742003,0.00027159492924528305,0.9994550040883404
289,0.225,57.0,197.2131773333333,0.31194,F2,p,mu,NC,0.0044,0,0.009358199999999999,-0.3,0.0,0.1,0.0,0.2,280,135.03909026297086,144.96090973702914,0.0003510798686016866,0.9992958942215919
290,0.225,65.5,226.49095511111108,0.31557,F2,p,mu,NC,0.0047,0,0.0094671,-0.3,0.0,-0.2,0.0,0.2,280,155.17649846008055,124.82350153991945,0.00046851868546917704,0.9990608561672819
291,0.225,75.0,259.2131773333333,0.30609,F2,p,mu,NC,0.005,0,0.009182699999999999,-0.3,0.0,0.0,0.0,0.2,280,177.68301350390905,102.31698649609095,0.0006544786746318424,0.9986887953521194
292,0.225,86.0,297.1020662222222,0.30722,F2,p,mu,NC,0.0054,0,0.0092166,-0.2,0.1,0.3,0.0,0.1,280,203.74318881781568,76.25681118218432,0.001006935814589288,0.9979839945804317
293,0.275,37.5,99.74348036363634,0.27435,F2,p,mu,NC,0.0071,0,0.0082305,-0.3,-0.1,-0.3,0.0,0.5,280,72.68850552432642,207.31149447567358,0.0001615064468172638,0.9996747478279648
294,0.275,43.0,114.24348036363634,0.27909,F2,p,mu,NC,0.0066,0,0.0083727,-0.3,0.0,0.0,0.0,0.5,280,83.34948633456095,196.65051366543906,0.00019523395300240508,0.9996071928923898
295,0.275,49.5,131.37984399999996,0.2672,F2,p,mu,NC,0.0066,0,0.008015999999999999,-0.3,0.0,-0.3,0.0,0.5,280,95.94882729211088,184.05117270788912,0.00024013119786839667,0.9995172724821519
296,0.275,57.0,151.15257127272724,0.2758,F2,p,mu,NC,0.0046,0,0.008274,-0.3,0.0,-0.5,0.0,0.2,280,110.48652839697615,169.51347160302385,0.00030022898275625483,0.9993969210402245
297,0.275,65.5,173.56166218181818,0.26187,F2,p,mu,NC,0.0047,0,0.0078561,-0.3,0.0,0.4,0.0,0.2,280,126.96258964915681,153.03741035084317,0.00038214278928969505,0.9992329043444822
298,0.275,75.0,198.60711672727268,0.27649,F2,p,mu,NC,0.0052,0,0.0082947,-0.3,0.1,0.4,0.0,0.2,280,145.37701104865283,134.62298895134717,0.0004974208806081898,0.9990021277251065
299,0.275,86.0,227.60711672727268,0.26182,F2,p,mu,NC,0.0051,0,0.0078546,-0.2,0.1,0.0,0.0,0.2,280,166.6989726691219,113.3010273308781,0.0006777141928419899,0.9986413033418329
300,0.275,99.0,261.87984399999993,0.26097,F2,p,mu,NC,0.0064,0,0.007829099999999999,-0.2,0.1,-0.2,0.0,0.0,280,191.89765458422175,88.10234541577825,0.0010032974346563409,0.9979900380090738
301,0.275,115.5,305.37984399999993,0.26278,F2,p,mu,NC,0.007,0,0.0078834,-0.2,0.1,-0.2,0.0,0.0,280,223.88059701492537,56.11940298507463,0.001837599734042553,0.9963231193480265
302,0.35,43.0,80.73698685714285,0.20778,F2,p,mu,NC,0.0047,0,0.006233399999999999,-0.2,0.2,-0.5,0.0,0.5,280,65.48888212001219,214.5111178799878,0.00017897840224923324,0.9996385202686819
303,0.35,49.5,92.80841542857144,0.21507,F2,p,mu,NC,0.0048,0,0.0064521,-0.2,0.2,-0.3,0.0,0.5,280,75.38836430094427,204.61163569905574,0.0002160015407747045,0.9995643301033273
304,0.35,57.0,106.73698685714285,0.21277,F2,p,mu,NC,0.0033,0,0.006383099999999999,-0.2,0.2,-0.5,0.0,0.2,280,86.81084374048127,193.1891562595187,0.00026343537146821395,0.9994692861563775
305,0.35,65.5,122.52270114285717,0.20136,F2,p,mu,NC,0.0033,0,0.0060408,-0.2,0.2,-0.4,0.0,0.2,280,99.75632043862322,180.24367956137678,0.0003244615456112482,0.9993470203274534
306,0.35,75.0,140.16555828571433,0.20997,F2,p,mu,NC,0.0036,0,0.006299099999999999,-0.2,0.2,-0.3,0.0,0.2,280,114.22479439537011,165.7752056046299,0.0004039463288255182,0.9991877951806177
307,0.35,86.0,160.5941297142857,0.20664,F2,p,mu,NC,0.0036,0,0.006199199999999999,-0.2,0.2,-0.5,0.0,0.2,280,130.97776424002438,149.02223575997562,0.0005152634698716378,0.9989648456869951
308,0.35,99.0,184.73698685714288,0.20421,F2,p,mu,NC,0.0038,0,0.0061262999999999995,-0.2,0.2,-0.4,0.0,0.2,280,150.77672860188855,129.22327139811145,0.0006840320337544788,0.9986269257168057
309,0.35,115.5,215.379844,0.20511,F2,p,mu,NC,0.0044,0,0.0061533,-0.2,0.2,-0.2,0.0,0.0,280,175.90618336886996,104.09381663113004,0.0009906928512904548,0.998013201436668
310,0.35,137.5,256.2369868571429,0.20266,F2,p,mu,NC,0.0048,0,0.0060798,-0.2,0.2,-0.2,0.0,0.0,280,209.41212305817854,70.58787694182146,0.0017392201389488228,0.9965167493966649
311,0.45,43.0,53.435399555555556,0.12933,F2,p,mu,NC,0.0044,0,0.0038799,0.3,1.1,-1.1,0.0,0.5,280,50.93579720445392,229.06420279554607,0.00016760740733079597,0.9996592883988807
312,0.45,49.5,61.379844,0.13784,F2,p,mu,NC,0.0045,0,0.0041351999999999995,0.2,1.0,-1.1,0.0,0.5,280,58.63539445628998,221.36460554371,0.00019965445000963208,0.9995950252543688
313,0.45,57.0,70.54651066666665,0.13221,F2,p,mu,NC,0.003,0,0.0039663,0.1,0.9,-0.6,0.0,0.2,280,67.51954513148543,212.48045486851458,0.00023951782847203638,0.9995150939859843
314,0.45,65.5,80.93539955555555,0.1288,F2,p,mu,NC,0.0031,0,0.003864,0.1,0.8,-0.4,0.0,0.2,280,77.58824923004028,202.41175076995972,0.0002889266193028863,0.9994160318169392
315,0.45,75.0,92.54651066666666,0.13342,F2,p,mu,NC,0.0033,0,0.0040026,0.0,0.7,-0.2,0.0,0.2,280,88.84150675195453,191.1584932480455,0.00035030766656751934,0.9992929795807743
316,0.45,86.0,105.99095511111112,0.12682,F2,p,mu,NC,0.0032,0,0.0038045999999999996,0.0,0.6,-0.4,0.0,0.2,280,101.87159440890784,178.12840559109216,0.000431069452572219,0.9991310973987662
317,0.45,99.0,121.879844,0.13172,F2,p,mu,NC,0.0034,0,0.0039515999999999996,-0.1,0.6,-0.2,0.0,0.2,280,117.27078891257996,162.72921108742003,0.0005431898584905661,0.998906402319374
318,0.45,115.5,142.04651066666668,0.12014,F2,p,mu,NC,0.0033,0,0.0036041999999999997,-0.1,0.5,-0.4,0.0,0.1,280,136.81592039800995,143.18407960199005,0.0007202267199444058,0.9985517144469206
319,0.45,137.5,168.93539955555553,0.11853,F2,p,mu,NC,0.0039,0,0.0035559,-0.1,0.5,-0.1,0.0,0.0,280,162.87609571191663,117.12390428808337,0.0010481878817913347,0.9978949878715938
320,0.45,175.0,214.76873288888885,0.11937,F2,p,mu,NC,0.0037,0,0.0035811,-0.2,0.4,-0.2,0.0,0.0,280,207.29684908789386,72.70315091210614,0.0021491503193430657,0.9956935255160355
321,0.55,43.0,36.06166218181817,0.07505,F2,p,mu,NC,0.0035,0,0.0022515,1.2,2.7,-0.5,0.0,0.5,280,41.674743167280475,238.32525683271953,0.00016109437016071312,0.9996698901937475
322,0.55,49.5,41.379843999999984,0.07682,F2,p,mu,NC,0.0035,0,0.0023046,1.0,2.4,-0.6,0.0,0.5,280,47.97441364605544,232.02558635394456,0.00019048083991913251,0.9996109221636368
323,0.55,57.0,47.516207636363625,0.07395,F2,p,mu,NC,0.0022,0,0.0022185,0.8,2.1,-0.4,0.0,0.2,280,55.24326419848808,224.75673580151192,0.00022643529218987167,0.9995387793128657
324,0.55,65.5,54.470753090909085,0.06999,F2,p,mu,NC,0.0023,0,0.0020997,0.6,1.8,-0.4,0.0,0.2,280,63.481294824578406,216.5187051754216,0.0002701020348785161,0.9994511687250738
325,0.55,75.0,62.24348036363635,0.0727,F2,p,mu,NC,0.0026,0,0.0021809999999999998,0.5,1.6,-0.1,0.0,0.2,280,72.68850552432642,207.31149447567358,0.0003230128936345276,0.9993450215679781
326,0.55,86.0,71.24348036363635,0.06756,F2,p,mu,NC,0.0025,0,0.0020267999999999996,0.4,1.5,0.0,0.0,0.2,280,83.34948633456095,196.65051366543906,0.00039046790600481016,0.9992097130487034
327,0.55,99.0,81.87984399999998,0.06957,F2,p,mu,NC,0.0026,0,0.0020871,0.3,1.3,0.1,0.0,0.2,280,95.94882729211088,184.05117270788912,0.00048026239573679334,0.9990296221213498
328,0.55,115.5,95.37984399999998,0.06786,F2,p,mu,NC,0.0026,0,0.0020358,0.2,1.2,-0.1,0.0,0.1,280,111.94029850746269,168.05970149253733,0.0006136212255772646,0.998762219078338
329,0.55,137.5,113.37984399999996,0.07058,F2,p,mu,NC,0.0032,0,0.0021174,0.1,1.0,-0.2,0.0,0.5,280,133.26226012793177,146.73773987206823,0.0008366481400755594,0.9983151794405893
330,0.55,175.0,144.06166218181812,0.06013,F2,p,mu,NC,0.0027,0,0.0018039,-0.1,0.9,-0.4,0.0,0.0,280,169.60651289009496,110.39348710990504,0.0014153914700098327,0.9971560702616886
331,0.55,230.0,189.06166218181812,0.06133,F2,p,mu,NC,0.0037,0,0.0018399,-0.1,0.7,-0.4,0.0,0.0,280,222.91141694126767,57.088583058732326,0.0035971665761238615,0.9927985108883627
332,0.65,49.5,27.533690153846145,0.03372,F2,p,mu,NC,0.0021,0,0.0010115999999999999,2.7,5.1,3.2,0.0,0.5,280,40.59373462358537,239.40626537641464,0.0001846084875930011,0.9996197664838732
333,0.65,57.0,31.572151692307692,0.0336,F2,p,mu,NC,0.0014,0,0.001008,2.2,4.5,2.5,0.0,0.2,280,46.74430047564376,233.25569952435623,0.0002181848385554368,0.9995523496867402
334,0.65,65.5,36.149074769230765,0.03078,F2,p,mu,NC,0.0014,0,0.0009233999999999999,1.8,3.9,1.6,0.0,0.2,280,53.714941774643265,226.28505822535675,0.0002584445624284244,0.9994715195946148
335,0.65,75.0,41.26445938461539,0.03237,F2,p,mu,NC,0.0016,0,0.0009711,1.5,3.5,1.2,0.0,0.2,280,61.5056585205839,218.4943414794161,0.00030648064046360796,0.999375085378677
336,0.65,86.0,47.1875363076923,0.03092,F2,p,mu,NC,0.0016,0,0.0009276,1.2,3.1,0.9,0.0,0.1,280,70.52648843693619,209.47351156306382,0.00036656526981740736,0.9992544763975306
337,0.65,99.0,54.1875363076923,0.03184,F2,p,mu,NC,0.0017,0,0.0009552,1.0,2.7,0.7,0.0,0.1,280,81.18746924717074,198.81253075282928,0.0004446040539202745,0.9990978495267905
338,0.65,115.5,63.072151692307685,0.02902,F2,p,mu,NC,0.0017,0,0.0008706,0.7,2.4,0.7,0.0,0.1,280,94.7187141216992,185.28128587830082,0.0005565861630933201,0.9988731401393302
339,0.65,137.5,74.91830553846151,0.03164,F2,p,mu,NC,0.0022,0,0.0009492,0.5,2.1,0.6,0.0,0.0,280,112.76037395440382,167.2396260455962,0.0007340835425534001,0.998517068174916
340,0.65,175.0,95.11061323076922,0.02729,F2,p,mu,NC,0.0019,0,0.0008186999999999999,0.2,1.7,0.8,0.0,0.0,280,143.51320321469575,136.48679678530425,0.0011447993775235532,0.9976936322268405
341,0.65,230.0,124.7259978461538,0.02975,F2,p,mu,NC,0.0025,0,0.0008925,0.0,1.4,0.7,0.0,0.0,280,188.61735279645728,91.38264720354272,0.0022472225213583173,0.9954867720020234
342,0.75,57.0,19.879844,0.01165,F2,p,mu,NC,0.0008,0,0.0003495,5.4,9.8,12.4,0.0,0.0,280,40.51172707889126,239.48827292110875,0.00021250667735042735,0.9995603255644815
343,0.75,65.5,22.713177333333334,0.01225,F2,p,mu,NC,0.0009,0,0.0003675,4.6,8.6,10.9,0.0,0.0,280,46.552949538024166,233.44705046197583,0.00025051566400779394,0.9994839627668205
344,0.75,75.0,25.879844000000006,0.01111,F2,p,mu,NC,0.0009,0,0.00033329999999999997,3.8,7.6,9.2,0.0,0.0,280,53.30490405117271,226.6950959488273,0.0002953936230248307,0.9993938072539913
345,0.75,86.0,29.546510666666677,0.00985,F2,p,mu,NC,0.0009,0,0.00029549999999999997,3.2,6.7,7.7,0.0,0.0,280,61.12295664534471,218.87704335465529,0.0003508166645018834,0.9992824789580532
346,0.75,99.0,33.879844000000006,0.0101,F2,p,mu,NC,0.001,0,0.000303,2.7,5.9,5.4,0.0,0.0,280,70.36247334754798,209.63752665245204,0.0004216461554109032,0.9991402218532818
347,0.75,115.5,39.379844000000006,0.00833,F2,p,mu,NC,0.0009,0,0.0002499,2.1,5.1,5.0,0.0,0.0,280,82.08955223880598,197.910447761194,0.000521069004524887,0.9989405708942062
348,0.75,137.5,46.713177333333334,0.00926,F2,p,mu,NC,0.0011,0,0.0002778,1.6,4.4,4.1,0.0,0.0,280,97.72565742714998,182.27434257285,0.000673533397020978,0.9986344850859542
349,0.75,175.0,59.213177333333334,0.00833,F2,p,mu,NC,0.001,0,0.0002499,1.0,3.5,3.6,0.0,0.0,280,124.37810945273633,155.62189054726366,0.0010040361253196932,0.9979712948508722
350,0.75,230.0,77.54651066666668,0.00799,F2,p,mu,NC,0.0013,0,0.0002397,0.5,2.8,2.0,0.0,0.0,280,163.46837242359632,116.53162757640368,0.0017622438399609664,0.9964515373590936
