,exp,I,J,x,Q2,Elab,theta,*y,obs,target,curent,lepton beam,units,value,%ptp,%syst,%stat_u,%dFSR_u,%dFSY_c,%dFSE_c,%dFRC_c,%1dFN1_c,%2dFN1_c,%3dFN1_c,%4dFN1_c,%5dFN1_c,%6dFN1_c,%7dFN1_c,%8dFN1_c,%1dFN2_c,%2dFN2_c,%3dFN2_c,%4dFN2_c,%5dFN2_c,%6dFN2_c,%7dFN2_c,%8dFN2_c,%dFSZ_c,%*norm_c
0,slac,1,1,0.275,0.905,10.027,5.988,0.175133696174541,F2,d,e,NC,1,0.26169,2.3,1.1,0.5,2.3,0.7,-0.3,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.7
1,slac,2,1,0.223,0.869,10.027,5.988,0.207946057431687,F2,d,e,NC,1,0.27658,2.3,1.1,0.4,2.2,0.7,-0.3,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.7
2,slac,3,1,0.176,0.824,10.027,5.988,0.248961509003118,F2,d,e,NC,1,0.28495,2.2,1.1,0.4,2.2,0.6,-0.4,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.1,1.7
3,slac,4,1,0.153,0.794,10.027,5.988,0.276305143384073,F2,d,e,NC,1,0.28688,2.3,1.1,1.0,2.1,0.6,-0.5,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.1,1.7
4,slac,5,1,0.119,0.737,10.027,5.988,0.328258048707886,F2,d,e,NC,1,0.28484,2.5,1.3,1.5,2.0,0.8,-0.6,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.2,1.7
5,slac,6,1,0.09,0.666,10.027,5.988,0.392971316742812,F2,d,e,NC,1,0.27439,2.5,1.3,1.5,2.0,0.8,-0.7,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.4,1.7
6,slac,7,1,0.067,0.586,10.027,5.988,0.465887675092024,F2,d,e,NC,1,0.25588,2.4,1.5,1.4,1.9,0.7,-0.9,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.8,1.7
7,slac,8,1,0.417,1.685,13.549,5.988,0.158871335911813,F2,d,e,NC,1,0.19828,2.0,0.9,0.5,1.9,0.4,0.3,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.7
8,slac,9,1,0.365,1.647,13.549,5.988,0.177840409641991,F2,d,e,NC,1,0.22649,2.0,0.9,0.5,2.0,0.4,0.3,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.7
9,slac,10,1,0.314,1.601,13.549,5.988,0.200802972578524,F2,d,e,NC,1,0.24937,2.1,0.9,0.4,2.0,0.5,0.2,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.7
10,slac,11,1,0.271,1.552,13.549,5.988,0.225263093967438,F2,d,e,NC,1,0.26875,2.1,0.9,0.4,2.1,0.5,0.2,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.7
11,slac,12,1,0.209,1.455,13.549,5.988,0.273684150594473,F2,d,e,NC,1,0.29341,2.6,0.9,1.5,2.1,0.5,0.0,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.1,1.7
12,slac,13,1,0.168,1.363,13.549,5.988,0.319609276467538,F2,d,e,NC,1,0.30559,2.6,0.8,1.6,2.0,0.5,-0.1,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.1,1.7
13,slac,14,1,0.132,1.256,13.549,5.988,0.373022194602515,F2,d,e,NC,1,0.30726,2.6,0.9,1.6,2.0,0.5,-0.2,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.2,1.7
14,slac,15,1,0.104,1.141,13.549,5.988,0.430428601943845,F2,d,e,NC,1,0.30117,2.5,1.0,1.6,2.0,0.5,-0.4,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.4,1.7
15,slac,16,1,0.081,1.019,13.549,5.988,0.491329312340734,F2,d,e,NC,1,0.30495,2.5,1.4,1.6,1.9,0.7,-0.6,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.8,1.7
16,slac,17,1,0.503,2.377,16.075,5.988,0.15704530857593,F2,d,e,NC,1,0.14116,2.0,1.2,0.7,1.8,0.6,0.8,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.7
17,slac,18,1,0.45,2.334,16.075,5.988,0.172294383767867,F2,d,e,NC,1,0.16714,2.0,1.1,0.7,1.8,0.5,0.7,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.7
18,slac,19,1,0.397,2.282,16.075,5.988,0.190735125860443,F2,d,e,NC,1,0.19747,2.0,1.0,0.6,1.9,0.4,0.7,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.7
19,slac,20,1,0.348,2.222,16.075,5.988,0.21201290519803,F2,d,e,NC,1,0.22336,2.0,1.0,0.6,1.9,0.4,0.6,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.7
20,slac,21,1,0.283,2.119,16.075,5.988,0.248539759727554,F2,d,e,NC,1,0.25459,2.3,1.0,1.2,2.0,0.5,0.5,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.1,1.7
21,slac,22,1,0.226,1.995,16.075,5.988,0.292513837025234,F2,d,e,NC,1,0.29103,2.4,0.9,1.3,2.0,0.5,0.3,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.1,1.7
22,slac,23,1,0.185,1.872,16.075,5.988,0.336133284667287,F2,d,e,NC,1,0.30606,2.5,0.9,1.5,2.0,0.5,0.2,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.2,1.7
23,slac,24,1,0.15,1.738,16.075,5.988,0.383653658521231,F2,d,e,NC,1,0.3139,2.5,0.8,1.5,2.0,0.5,0.0,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.2,1.7
24,slac,25,1,0.122,1.594,16.075,5.988,0.43472032893144,F2,d,e,NC,1,0.31621,2.5,0.8,1.6,2.0,0.4,-0.1,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.3,1.7
25,slac,26,1,0.098,1.44,16.075,5.988,0.489333295897913,F2,d,e,NC,1,0.32056,2.5,1.0,1.6,1.9,0.4,-0.3,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.5,1.7
26,slac,27,1,0.077,1.275,16.075,5.988,0.547847189076277,F2,d,e,NC,1,0.31897,2.5,1.3,1.6,1.9,0.4,-0.5,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.9,1.7
27,slac,28,1,0.063,1.136,16.075,5.988,0.597140711208354,F2,d,e,NC,1,0.30884,2.5,1.7,1.6,1.9,0.7,-0.6,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,1.3,1.7
28,slac,29,1,0.597,3.501,19.544,5.988,0.160071696128673,F2,d,e,NC,1,0.08659,2.6,2.0,1.0,2.4,1.4,1.3,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.7
29,slac,30,1,0.542,3.445,19.544,5.988,0.173506710415104,F2,d,e,NC,1,0.10926,2.2,1.7,0.9,2.0,0.9,1.3,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.7
30,slac,31,1,0.49,3.383,19.544,5.988,0.188381190517938,F2,d,e,NC,1,0.13666,2.0,1.6,0.8,1.8,0.7,1.2,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.7
31,slac,32,1,0.442,3.314,19.544,5.988,0.204935047406576,F2,d,e,NC,1,0.16153,2.0,1.4,0.8,1.8,0.5,1.2,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.7
32,slac,33,1,0.372,3.191,19.544,5.988,0.234444096642844,F2,d,e,NC,1,0.20132,2.3,1.3,1.4,1.9,0.4,1.1,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.1,1.7
33,slac,34,1,0.309,3.047,19.544,5.988,0.268991276236523,F2,d,e,NC,1,0.2434,2.5,1.2,1.5,2.0,0.4,0.9,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.1,1.7
34,slac,35,1,0.239,2.819,19.544,5.988,0.323690977259848,F2,d,e,NC,1,0.28035,2.3,1.1,1.1,2.0,0.5,0.7,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.2,1.7
35,slac,36,1,0.183,2.569,19.544,5.988,0.383668719609986,F2,d,e,NC,1,0.30387,2.5,1.0,1.5,2.0,0.5,0.5,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.3,1.7
36,slac,37,1,0.152,2.382,19.544,5.988,0.428532070887889,F2,d,e,NC,1,0.3234,2.5,0.9,1.6,1.9,0.4,0.3,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.4,1.7
37,slac,38,1,0.126,2.188,19.544,5.988,0.475074798951596,F2,d,e,NC,1,0.32423,2.4,0.9,1.5,1.9,0.4,0.1,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.4,1.7
38,slac,39,1,0.107,2.017,19.544,5.988,0.51609957471909,F2,d,e,NC,1,0.32854,2.5,0.9,1.6,1.9,0.4,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.5,1.7
39,slac,40,1,0.09,1.845,19.544,5.988,0.557364261455985,F2,d,e,NC,1,0.32732,2.5,1.0,1.6,1.9,0.4,-0.2,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.6,1.7
40,slac,41,1,0.075,1.658,19.544,5.988,0.602227612733887,F2,d,e,NC,1,0.33283,2.5,1.3,1.6,1.9,0.4,-0.4,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.7
41,slac,42,1,0.322,1.105,7.019,10.0,0.26182422922374,F2,d,e,NC,1,0.24564,2.2,1.3,1.0,2.0,0.8,-0.9,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.1,1.7
42,slac,43,1,0.269,1.052,7.019,10.0,0.297229944926131,F2,d,e,NC,1,0.26365,2.2,1.4,0.9,2.0,0.8,-0.9,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.1,1.7
43,slac,44,1,0.24,1.016,7.019,10.0,0.321279110308887,F2,d,e,NC,1,0.27708,2.6,1.4,1.6,2.0,0.8,-1.0,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.1,1.7
44,slac,45,1,0.177,0.912,7.019,10.0,0.390754476970182,F2,d,e,NC,1,0.29002,2.5,1.5,1.6,2.0,0.8,-1.1,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.2,1.7
45,slac,46,1,0.127,0.791,7.019,10.0,0.471586393951112,F2,d,e,NC,1,0.29122,2.5,1.5,1.6,1.9,0.4,-1.2,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.5,1.7
46,slac,47,1,0.089,0.657,7.019,10.0,0.561102731764704,F2,d,e,NC,1,0.27477,2.4,1.8,1.6,1.8,0.4,-1.3,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.7
47,slac,48,1,0.453,1.87,9.022,10.0,0.243891789554484,F2,d,e,NC,1,0.16718,2.8,1.1,2.1,1.8,0.7,-0.6,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.1,1.7
48,slac,49,1,0.347,1.741,9.022,10.0,0.296051125996982,F2,d,e,NC,1,0.22877,2.6,1.2,1.8,1.9,0.7,-0.7,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.1,1.7
49,slac,50,1,0.214,1.469,9.022,10.0,0.406030502061785,F2,d,e,NC,1,0.28851,2.7,1.3,1.9,1.9,0.7,-0.9,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.2,1.7
50,slac,51,1,0.12,1.115,9.022,10.0,0.549165425322593,F2,d,e,NC,1,0.29981,2.9,1.6,2.2,1.9,0.7,-1.1,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.7,1.7
51,slac,52,1,0.539,2.762,10.998,10.0,0.248473608227847,F2,d,e,NC,1,0.11804,2.0,0.9,0.9,1.8,0.6,-0.3,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.1,1.7
52,slac,53,1,0.489,2.693,10.998,10.0,0.267248163272118,F2,d,e,NC,1,0.14083,2.0,0.9,1.0,1.8,0.5,-0.3,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.1,1.7
53,slac,54,1,0.44,2.616,10.998,10.0,0.288199478321523,F2,d,e,NC,1,0.16938,2.0,0.9,0.9,1.8,0.4,-0.4,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.1,1.7
54,slac,55,1,0.374,2.489,10.998,10.0,0.322755543403009,F2,d,e,NC,1,0.2088,2.4,0.9,1.5,1.8,0.4,-0.4,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.1,1.7
55,slac,56,1,0.297,2.297,10.998,10.0,0.3749977835262,F2,d,e,NC,1,0.25065,2.5,1.1,1.6,1.9,0.7,-0.6,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.2,1.7
56,slac,57,1,0.237,2.098,10.998,10.0,0.429144688653882,F2,d,e,NC,1,0.28499,2.5,1.2,1.7,1.9,0.7,-0.7,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.3,1.7
57,slac,58,1,0.187,1.88,10.998,10.0,0.488461398793755,F2,d,e,NC,1,0.30281,2.5,1.3,1.6,1.9,0.7,-0.8,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.4,1.7
58,slac,59,1,0.144,1.644,10.998,10.0,0.552675818945177,F2,d,e,NC,1,0.30853,2.6,1.4,1.8,1.9,0.7,-1.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.5,1.7
59,slac,60,1,0.108,1.388,10.998,10.0,0.622332139109432,F2,d,e,NC,1,0.3181,2.6,1.7,1.8,1.8,0.7,-1.1,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.9,1.7
60,slac,61,1,0.077,1.114,10.998,10.0,0.696886169285236,F2,d,e,NC,1,0.30769,2.6,2.5,1.9,1.8,0.8,-1.3,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,1.9,1.7
61,slac,62,1,0.639,4.149,13.545,10.0,0.255725038230368,F2,d,e,NC,1,0.06569,2.5,1.3,1.4,2.0,1.2,0.1,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.1,1.7
62,slac,63,1,0.58,4.044,13.545,10.0,0.274560630176816,F2,d,e,NC,1,0.08822,2.7,1.1,2.0,1.8,0.8,0.0,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.1,1.7
63,slac,64,1,0.553,3.991,13.545,10.0,0.284068119445022,F2,d,e,NC,1,0.0986,6.0,1.0,5.7,1.8,0.7,0.0,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.1,1.7
64,slac,65,1,0.471,3.804,13.545,10.0,0.317613411768696,F2,d,e,NC,1,0.14484,2.4,0.8,1.6,1.8,0.5,-0.1,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.1,1.7
65,slac,66,1,0.398,3.594,13.545,10.0,0.355284595661591,F2,d,e,NC,1,0.1862,2.4,0.8,1.6,1.8,0.4,-0.2,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.2,1.7
66,slac,67,1,0.332,3.357,13.545,10.0,0.397799217483573,F2,d,e,NC,1,0.2248,2.4,0.8,1.6,1.9,0.4,-0.3,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.2,1.7
67,slac,68,1,0.273,3.092,13.545,10.0,0.445336663824608,F2,d,e,NC,1,0.26331,2.5,0.9,1.6,1.9,0.4,-0.4,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.3,1.7
68,slac,69,1,0.224,2.819,13.545,10.0,0.494309202885372,F2,d,e,NC,1,0.28982,2.5,1.2,1.7,1.9,0.7,-0.6,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.5,1.7
69,slac,70,1,0.179,2.509,13.545,10.0,0.549919045774884,F2,d,e,NC,1,0.3044,2.6,1.4,1.8,1.9,0.7,-0.7,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.7,1.7
70,slac,71,1,0.142,2.189,13.545,10.0,0.607322754564058,F2,d,e,NC,1,0.32172,2.6,1.5,1.8,1.8,0.7,-0.9,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.8,1.7
71,slac,72,1,0.108,1.834,13.545,10.0,0.671004994002047,F2,d,e,NC,1,0.32934,2.5,1.6,1.7,1.8,0.7,-1.0,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.9,1.7
72,slac,73,1,0.084,1.542,13.545,10.0,0.723385878272169,F2,d,e,NC,1,0.31463,2.6,2.2,1.9,1.8,0.8,-1.2,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,1.6,1.7
73,slac,74,1,0.692,5.18,15.204,10.0,0.262499989412531,F2,d,e,NC,1,0.04257,3.7,1.8,2.7,2.5,1.6,0.3,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.1,1.7
74,slac,75,1,0.601,4.981,15.204,10.0,0.290832518776798,F2,d,e,NC,1,0.07687,3.0,1.2,2.3,1.9,1.0,0.2,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.1,1.7
75,slac,76,1,0.532,4.8,15.204,10.0,0.316602306791534,F2,d,e,NC,1,0.10404,2.5,1.0,1.8,1.8,0.7,0.1,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.2,1.7
76,slac,77,1,0.454,4.553,15.204,10.0,0.351768813087887,F2,d,e,NC,1,0.15011,2.5,0.8,1.8,1.8,0.5,0.0,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.2,1.7
77,slac,78,1,0.387,4.294,15.204,10.0,0.38864381361726,F2,d,e,NC,1,0.18893,2.6,0.8,1.8,1.8,0.4,-0.1,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.2,1.7
78,slac,79,1,0.328,4.014,15.204,10.0,0.428508679054421,F2,d,e,NC,1,0.23263,2.6,0.8,1.8,1.8,0.4,-0.2,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.3,1.7
79,slac,80,1,0.274,3.699,15.204,10.0,0.473356652671226,F2,d,e,NC,1,0.25541,2.7,0.9,1.9,1.9,0.4,-0.3,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.4,1.7
80,slac,81,1,0.227,3.373,15.204,10.0,0.519770746001634,F2,d,e,NC,1,0.29471,2.7,1.0,1.9,1.9,0.4,-0.5,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.6,1.7
81,slac,82,1,0.185,3.013,15.204,10.0,0.57102557299227,F2,d,e,NC,1,0.3106,2.7,1.4,2.0,1.8,0.7,-0.6,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.8,1.7
82,slac,83,1,0.147,2.631,15.204,10.0,0.62541263941011,F2,d,e,NC,1,0.32128,2.7,1.7,2.0,1.8,0.7,-0.8,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,1.1,1.7
83,slac,84,1,0.12,2.305,15.204,10.0,0.671826732740518,F2,d,e,NC,1,0.32609,2.8,1.8,2.1,1.8,0.7,-0.9,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,1.2,1.7
84,slac,85,1,0.096,1.968,15.204,10.0,0.719806945784529,F2,d,e,NC,1,0.32755,2.8,2.0,2.2,1.8,1.0,-1.1,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,1.2,1.7
85,slac,86,1,0.746,6.879,17.706,10.0,0.277841740599395,F2,d,e,NC,1,0.02488,6.0,2.4,5.1,3.2,2.2,0.6,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.1,1.7
86,slac,87,1,0.69,6.729,17.706,10.0,0.29358875890294,F2,d,e,NC,1,0.03601,4.3,1.8,3.5,2.4,1.6,0.6,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.2,1.7
87,slac,88,1,0.662,6.647,17.706,10.0,0.302197128908879,F2,d,e,NC,1,0.03998,20.7,1.6,20.6,2.2,1.3,0.5,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.2,1.7
88,slac,89,1,0.599,6.441,17.706,10.0,0.323823034045748,F2,d,e,NC,1,0.06929,3.0,1.3,2.3,1.9,1.0,0.5,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.2,1.7
89,slac,90,1,0.528,6.174,17.706,10.0,0.351852726626059,F2,d,e,NC,1,0.09901,2.8,1.0,2.1,1.8,0.7,0.4,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.2,1.7
90,slac,91,1,0.465,5.894,17.706,10.0,0.381247160792678,F2,d,e,NC,1,0.13584,2.6,0.9,1.9,1.8,0.5,0.3,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.3,1.7
91,slac,92,1,0.404,5.569,17.706,10.0,0.41536570045036,F2,d,e,NC,1,0.17504,2.6,0.8,1.9,1.8,0.4,0.1,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.3,1.7
92,slac,93,1,0.347,5.215,17.706,10.0,0.452528663646728,F2,d,e,NC,1,0.21421,2.6,0.8,1.8,1.8,0.4,0.0,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.4,1.7
93,slac,94,1,0.297,4.845,17.706,10.0,0.491371308795474,F2,d,e,NC,1,0.24817,2.6,0.9,1.8,1.8,0.4,-0.1,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.5,1.7
94,slac,95,1,0.251,4.446,17.706,10.0,0.533258377482906,F2,d,e,NC,1,0.27297,2.7,1.0,2.0,1.8,0.4,-0.3,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0.0,0.0,0.0,0,0.6,1.7
