,exp,Elab,E',theta,Q2,W2,epsilon,flux,x,sigma,dsigma,*y,*value,*%stat_u,*%syst_u,*%norm_c,obs,target,lepton beam,current,units
455,e94110,3.118,2.351,12.45,0.345,1.975,0.939,0.00773,0.24,978.8,20.01,0.245991019884541,0.185203394917468,1.2725274335030659,1.6,1.9,sig_r,p,e,NC,1
456,e94110,3.118,2.327,12.45,0.341,2.025,0.937,0.00783,0.23,1009.0,21.03,0.253688261706222,0.195787518148606,1.3356885786710264,1.6,1.9,sig_r,p,e,NC,1
457,e94110,3.118,2.302,12.45,0.338,2.075,0.934,0.00779,0.22,1043.0,22.34,0.261706221937139,0.208972701117673,1.4239833663980428,1.6,1.9,sig_r,p,e,NC,1
458,e94110,3.118,2.277,12.45,0.334,2.125,0.931,0.00777,0.212,1150.0,24.32,0.269724182168056,0.236213718616649,1.3828613386893094,1.6,1.9,sig_r,p,e,NC,1
459,e94110,3.118,2.252,12.45,0.33,2.175,0.928,0.00775,0.203,1359.0,28.27,0.277742142398974,0.285910685171316,1.3293822412155822,1.6,1.9,sig_r,p,e,NC,1
460,e94110,3.118,2.228,12.45,0.327,2.225,0.925,0.00772,0.195,1478.0,28.68,0.285439384220654,0.319514576653751,1.0979004174764664,1.6,1.9,sig_r,p,e,NC,1
461,e94110,3.118,2.203,12.45,0.323,2.275,0.921,0.00761,0.188,1432.0,26.84,0.293457344451572,0.316430659980735,0.9762206577268481,1.6,1.9,sig_r,p,e,NC,1
462,e94110,3.118,2.178,12.45,0.319,2.325,0.918,0.0076,0.181,1340.0,24.82,0.301475304682489,0.302388481767493,0.9331605404975732,1.6,1.9,sig_r,p,e,NC,1
463,e94110,3.118,2.154,12.45,0.316,2.375,0.914,0.00749,0.174,1201.0,22.26,0.309172546504169,0.277808727825161,0.9355731500948331,1.6,1.9,sig_r,p,e,NC,1
464,e94110,3.118,2.129,12.45,0.312,2.425,0.91,0.0074,0.168,1087.0,20.35,0.317190506735087,0.256330901286058,0.9720352083111701,1.6,1.9,sig_r,p,e,NC,1
465,e94110,3.118,2.104,12.45,0.309,2.475,0.907,0.00738,0.162,1023.0,19.48,0.325208466966004,0.247337098183853,1.0324680612251167,1.6,1.9,sig_r,p,e,NC,1
466,e94110,3.118,2.079,12.45,0.305,2.525,0.903,0.0073,0.156,995.5,19.0,0.333226427196921,0.244995267769735,1.0405338201071634,1.6,1.9,sig_r,p,e,NC,1
467,e94110,3.118,2.055,12.45,0.301,2.575,0.898,0.00717,0.151,1010.0,19.34,0.340923669018602,0.252351985325678,1.0519772859598595,1.6,1.9,sig_r,p,e,NC,1
468,e94110,3.118,2.03,12.45,0.298,2.625,0.894,0.00708,0.146,966.2,19.0,0.348941629249519,0.24698565475856,1.1432369707091428,1.6,1.9,sig_r,p,e,NC,1
469,e94110,3.118,2.005,12.45,0.294,2.675,0.89,0.00703,0.141,1027.0,19.85,0.356959589480436,0.266610594846761,1.0843293048719105,1.6,1.9,sig_r,p,e,NC,1
470,e94110,3.118,1.981,12.45,0.29,2.725,0.885,0.00692,0.136,1032.0,20.23,0.364656831302117,0.271429929954203,1.132547411592485,1.6,1.9,sig_r,p,e,NC,1
471,e94110,3.118,1.956,12.45,0.287,2.775,0.88,0.0068,0.131,1072.0,20.76,0.372674791533034,0.287944092476331,1.0910052160171821,1.6,1.9,sig_r,p,e,NC,1
472,e94110,3.118,1.931,12.45,0.283,2.825,0.875,0.00671,0.127,1099.0,20.79,0.380692751763951,0.299136608117125,1.0092589333101325,1.6,1.9,sig_r,p,e,NC,1
473,e94110,3.118,1.906,12.45,0.28,2.875,0.87,0.0066,0.123,1008.0,19.19,0.388710711994869,0.279843668906243,1.031668361697981,1.6,1.9,sig_r,p,e,NC,1
474,e94110,3.118,1.882,12.45,0.276,2.925,0.865,0.00653,0.119,930.7,17.71,0.396407953816549,0.261082601830916,1.0300047097329634,1.6,1.9,sig_r,p,e,NC,1
475,e94110,3.118,1.857,12.45,0.272,2.975,0.86,0.00645,0.115,924.1,17.23,0.404425914047466,0.2621876948398,0.9572998479313188,1.6,1.9,sig_r,p,e,NC,1
476,e94110,3.118,1.82,12.45,0.267,3.05,0.852,0.00631,0.11,808.7,14.86,0.416292495189224,0.234630579475896,0.9035865950932322,1.6,1.9,sig_r,p,e,NC,1
477,e94110,3.118,1.77,12.45,0.26,3.15,0.84,0.0061,0.103,797.0,14.12,0.432328415651058,0.237456141053091,0.7607373208056913,1.6,1.9,sig_r,p,e,NC,1
478,e94110,3.118,1.721,12.45,0.252,3.25,0.828,0.00594,0.096,722.9,13.03,0.448043617703656,0.218615544250397,0.8299821441014139,1.6,1.9,sig_r,p,e,NC,1
479,e94110,3.118,1.672,12.45,0.245,3.35,0.815,0.00576,0.09,691.3,12.57,0.463758819756254,0.213366588127219,0.8638653480724419,1.6,1.9,sig_r,p,e,NC,1
480,e94110,3.118,1.622,12.45,0.238,3.45,0.801,0.00556,0.085,675.7,12.18,0.479794740218088,0.212693158102512,0.8302270878763716,1.6,1.9,sig_r,p,e,NC,1
481,e94110,3.118,1.573,12.45,0.231,3.55,0.787,0.00539,0.08,639.6,11.33,0.495509942270686,0.204595000687598,0.7602154505911165,1.6,1.9,sig_r,p,e,NC,1
482,e94110,3.118,1.523,12.45,0.223,3.65,0.772,0.00524,0.075,611.8,10.93,0.511545862732521,0.196997627451669,0.7947924041982517,1.6,1.9,sig_r,p,e,NC,1
483,e94110,3.118,1.474,12.45,0.216,3.75,0.757,0.00509,0.07,588.6,10.6,0.527261064785119,0.191767206450685,0.8265477654814939,1.6,1.9,sig_r,p,e,NC,1
484,e94110,3.118,1.424,12.45,0.209,3.85,0.74,0.00492,0.066,556.5,10.15,0.543296985246953,0.183305374995077,0.8755620570733743,1.6,1.9,sig_r,p,e,NC,1
485,e94110,3.118,2.602,15.95,0.625,1.225,0.947,0.00171,0.644,72.32,9.756,0.165490699166132,0.025054263326549,13.394823395896923,1.6,1.9,sig_r,p,e,NC,1
486,e94110,3.118,2.578,15.95,0.619,1.275,0.945,0.00189,0.611,136.0,9.391,0.173187940987813,0.0491829248503024,6.7172208467475025,1.6,1.9,sig_r,p,e,NC,1
487,e94110,3.118,2.555,15.95,0.613,1.325,0.944,0.00209,0.58,298.2,16.77,0.180564464400257,0.112073585960826,5.391333712275125,1.6,1.9,sig_r,p,e,NC,1
488,e94110,3.118,2.531,15.95,0.608,1.375,0.942,0.00224,0.551,511.6,18.92,0.188261706221937,0.200605302014325,3.3341709558006944,1.6,1.9,sig_r,p,e,NC,1
489,e94110,3.118,2.507,15.95,0.602,1.425,0.94,0.00239,0.525,669.5,19.06,0.195958948043618,0.2724896965408,2.354749124015229,1.6,1.9,sig_r,p,e,NC,1
490,e94110,3.118,2.484,15.95,0.596,1.475,0.938,0.00253,0.501,765.7,16.31,0.203335471456062,0.322221077795484,1.4061394861814462,1.6,1.9,sig_r,p,e,NC,1
491,e94110,3.118,2.46,15.95,0.591,1.525,0.936,0.00265,0.478,733.6,14.59,0.211032713277742,0.320534599999904,1.1812763977992746,1.6,1.9,sig_r,p,e,NC,1
492,e94110,3.118,2.436,15.95,0.585,1.575,0.934,0.00277,0.457,615.1,12.5,0.218729955099423,0.277693636006172,1.252914897417433,1.6,1.9,sig_r,p,e,NC,1
493,e94110,3.118,2.413,15.95,0.579,1.625,0.932,0.00288,0.438,505.0,10.07,0.226106478511867,0.234744542149861,1.1900726509000006,1.6,1.9,sig_r,p,e,NC,1
494,e94110,3.118,2.389,15.95,0.574,1.675,0.93,0.00299,0.419,435.5,8.835,0.233803720333547,0.209370279080087,1.2472507382846616,1.6,1.9,sig_r,p,e,NC,1
495,e94110,3.118,2.366,15.95,0.568,1.725,0.927,0.00305,0.402,373.7,7.836,0.241180243745991,0.184556050109902,1.3553081631184971,1.6,1.9,sig_r,p,e,NC,1
496,e94110,3.118,2.342,15.95,0.562,1.775,0.925,0.00314,0.386,353.7,7.497,0.248877485567672,0.179599823922907,1.3902064440575392,1.6,1.9,sig_r,p,e,NC,1
497,e94110,3.118,2.318,15.95,0.557,1.825,0.922,0.00318,0.371,328.4,7.132,0.256574727389352,0.171883953369233,1.468489820086168,1.6,1.9,sig_r,p,e,NC,1
498,e94110,3.118,2.295,15.95,0.551,1.875,0.919,0.00323,0.356,333.2,7.213,0.263951250801796,0.1786061069573,1.4581534313472126,1.6,1.9,sig_r,p,e,NC,1
499,e94110,3.118,2.271,15.95,0.545,1.925,0.917,0.00331,0.343,316.5,7.087,0.271648492623477,0.173892164329058,1.5664994165568586,1.6,1.9,sig_r,p,e,NC,1
500,e94110,3.118,2.247,15.95,0.54,1.975,0.914,0.00335,0.33,320.6,7.188,0.279345734445157,0.18106207640245,1.5705957465280203,1.6,1.9,sig_r,p,e,NC,1
501,e94110,3.118,2.224,15.95,0.534,2.025,0.911,0.00338,0.318,344.4,7.635,0.286722257857601,0.198643009170977,1.534483944317094,1.6,1.9,sig_r,p,e,NC,1
502,e94110,3.118,2.2,15.95,0.528,2.075,0.908,0.00342,0.307,361.8,8.15,0.294419499679281,0.213318030571277,1.5856616332036455,1.6,1.9,sig_r,p,e,NC,1
503,e94110,3.118,2.177,15.95,0.523,2.125,0.904,0.00341,0.296,395.5,8.966,0.301796023091725,0.238681850626455,1.6060218541380038,1.6,1.9,sig_r,p,e,NC,1
504,e94110,3.118,2.153,15.95,0.517,2.175,0.901,0.00344,0.285,464.9,10.39,0.309493264913406,0.286381667507095,1.560362086589814,1.6,1.9,sig_r,p,e,NC,1
505,e94110,3.118,2.129,15.95,0.511,2.225,0.897,0.00344,0.275,541.4,11.55,0.317190506735087,0.34013248253167,1.4111045989185387,1.6,1.9,sig_r,p,e,NC,1
506,e94110,3.118,2.106,15.95,0.506,2.275,0.894,0.00346,0.266,525.2,10.58,0.32456703014753,0.336994401341421,1.2239657314913353,1.6,1.9,sig_r,p,e,NC,1
507,e94110,3.118,2.082,15.95,0.5,2.325,0.89,0.00346,0.257,497.5,9.813,0.332264271969211,0.325089806980186,1.1535196446163785,1.6,1.9,sig_r,p,e,NC,1
508,e94110,3.118,2.058,15.95,0.494,2.375,0.886,0.00345,0.248,435.8,8.692,0.339961513790892,0.289815315230675,1.1907988389642064,1.6,1.9,sig_r,p,e,NC,1
509,e94110,3.118,2.035,15.95,0.489,2.425,0.882,0.00344,0.24,415.4,8.256,0.347338037203335,0.281611217606495,1.1790184401232773,1.6,1.9,sig_r,p,e,NC,1
510,e94110,3.118,2.011,15.95,0.483,2.475,0.878,0.00344,0.232,385.0,7.843,0.355035279025016,0.265264558032684,1.2609325994707898,1.6,1.9,sig_r,p,e,NC,1
511,e94110,3.118,1.988,15.95,0.477,2.525,0.874,0.00344,0.225,371.2,7.372,0.36241180243746,0.259306820770962,1.1765040410874097,1.6,1.9,sig_r,p,e,NC,1
512,e94110,3.118,1.964,15.95,0.472,2.575,0.869,0.0034,0.218,376.2,7.483,0.37010904425914,0.267870271732879,1.181746564761276,1.6,1.9,sig_r,p,e,NC,1
513,e94110,3.118,1.94,15.95,0.466,2.625,0.865,0.0034,0.211,373.2,7.589,0.377806286080821,0.269559048411709,1.2550291929761306,1.6,1.9,sig_r,p,e,NC,1
514,e94110,3.118,1.917,15.95,0.46,2.675,0.86,0.00338,0.204,392.3,7.705,0.385182809493265,0.28680455574359,1.1390892388095526,1.6,1.9,sig_r,p,e,NC,1
515,e94110,3.118,1.893,15.95,0.455,2.725,0.856,0.00337,0.198,418.6,8.202,0.392880051314945,0.311408405482204,1.1310185894112406,1.6,1.9,sig_r,p,e,NC,1
516,e94110,3.118,1.869,15.95,0.449,2.775,0.851,0.00334,0.192,423.6,8.347,0.400577293136626,0.319081087265867,1.150145597933134,1.6,1.9,sig_r,p,e,NC,1
517,e94110,3.118,1.846,15.95,0.443,2.825,0.846,0.00332,0.186,441.5,8.43,0.40795381654907,0.336017015294352,1.0420208707313343,1.6,1.9,sig_r,p,e,NC,1
518,e94110,3.118,1.822,15.95,0.438,2.875,0.84,0.00328,0.18,427.6,8.031,0.41565105837075,0.330677559451854,0.9836027162748577,1.6,1.9,sig_r,p,e,NC,1
519,e94110,3.118,1.799,15.95,0.432,2.925,0.835,0.00326,0.174,411.2,7.609,0.423027581783194,0.320971951381696,0.9295804652769697,1.6,1.9,sig_r,p,e,NC,1
520,e94110,3.118,1.775,15.95,0.426,2.975,0.83,0.00324,0.169,384.9,7.134,0.430724823604875,0.303510269400442,0.9355988635411171,1.6,1.9,sig_r,p,e,NC,1
521,e94110,3.118,1.74,15.95,0.418,3.05,0.821,0.00319,0.161,352.3,6.724,0.441949967928159,0.282737400009589,1.040555785971522,1.6,1.9,sig_r,p,e,NC,1
522,e94110,3.118,1.692,15.95,0.406,3.15,0.809,0.00313,0.152,317.5,6.31,0.45734445157152,0.25918618129586,1.1788829541265067,1.6,1.9,sig_r,p,e,NC,1
523,e94110,3.118,1.645,15.95,0.395,3.25,0.797,0.00307,0.143,307.4,6.148,0.472418216805645,0.255620814005433,1.1999999999999997,1.6,1.9,sig_r,p,e,NC,1
524,e94110,3.118,1.598,15.95,0.384,3.35,0.784,0.00301,0.134,303.3,6.091,0.487491982039769,0.256448891923342,1.213688014947149,1.6,1.9,sig_r,p,e,NC,1
525,e94110,3.118,1.551,15.95,0.372,3.45,0.77,0.00294,0.127,301.5,5.947,0.502565747273893,0.257225625458035,1.1535344645013856,1.6,1.9,sig_r,p,e,NC,1
526,e94110,3.118,1.503,15.95,0.361,3.55,0.756,0.00288,0.119,305.6,5.749,0.517960230917255,0.26443967048876,0.9894333959975602,1.6,1.9,sig_r,p,e,NC,1
527,e94110,3.118,1.456,15.95,0.35,3.65,0.741,0.00281,0.112,292.5,5.563,0.533033996151379,0.255789592164616,1.028177433535129,1.6,1.9,sig_r,p,e,NC,1
528,e94110,3.118,1.409,15.95,0.338,3.75,0.725,0.00275,0.105,283.4,5.437,0.548107761385504,0.248513461230497,1.0585853704447616,1.6,1.9,sig_r,p,e,NC,1
529,e94110,3.118,1.362,15.95,0.327,3.85,0.709,0.00269,0.099,267.0,5.222,0.563181526619628,0.235621253126946,1.124799604502805,1.6,1.9,sig_r,p,e,NC,1
530,e94110,3.118,2.467,19.44,0.877,1.225,0.92,0.000766,0.718,23.5,3.116,0.208787684413085,0.0220615308271466,13.16268646875304,1.6,1.9,sig_r,p,e,NC,1
531,e94110,3.118,2.445,19.44,0.869,1.275,0.918,0.000856,0.688,40.97,2.729,0.215843489416293,0.0396653292629725,6.465952409201025,1.6,1.9,sig_r,p,e,NC,1
532,e94110,3.118,2.422,19.44,0.861,1.325,0.916,0.000941,0.66,83.28,4.831,0.223220012828736,0.0832248593894266,5.575893364101727,1.6,1.9,sig_r,p,e,NC,1
533,e94110,3.118,2.4,19.44,0.853,1.375,0.914,0.00102,0.633,147.7,5.657,0.230275817831944,0.151875699037261,3.4798515429041994,1.6,1.9,sig_r,p,e,NC,1
534,e94110,3.118,2.378,19.44,0.845,1.425,0.912,0.0011,0.608,205.5,5.689,0.237331622835151,0.217193467467024,2.25917496310112,1.6,1.9,sig_r,p,e,NC,1
535,e94110,3.118,2.355,19.44,0.837,1.475,0.91,0.00117,0.585,241.1,4.617,0.244708146247595,0.262156539642641,1.0521985291837366,1.6,1.9,sig_r,p,e,NC,1
536,e94110,3.118,2.333,19.44,0.829,1.525,0.907,0.00123,0.563,227.7,4.069,0.251763951250802,0.253974033659619,0.7958458202499571,1.6,1.9,sig_r,p,e,NC,1
537,e94110,3.118,2.31,19.44,0.821,1.575,0.905,0.0013,0.542,199.8,3.589,0.259140474663246,0.228838958039881,0.816504981055101,1.6,1.9,sig_r,p,e,NC,1
538,e94110,3.118,2.288,19.44,0.813,1.625,0.902,0.00135,0.522,165.1,2.933,0.266196279666453,0.193634699045887,0.7719773454948107,1.6,1.9,sig_r,p,e,NC,1
539,e94110,3.118,2.266,19.44,0.806,1.675,0.9,0.00141,0.503,148.2,2.613,0.27325208466966,0.17828870652556,0.7407602593098885,1.6,1.9,sig_r,p,e,NC,1
540,e94110,3.118,2.243,19.44,0.798,1.725,0.897,0.00146,0.486,133.5,2.382,0.280628608082104,0.164481428429,0.7896950234245258,1.6,1.9,sig_r,p,e,NC,1
541,e94110,3.118,2.221,19.44,0.79,1.775,0.894,0.0015,0.469,128.1,2.306,0.287684413085311,0.161232869446942,0.8249618689769179,1.6,1.9,sig_r,p,e,NC,1
542,e94110,3.118,2.198,19.44,0.782,1.825,0.891,0.00154,0.453,125.3,2.269,0.295060936497755,0.16127696593319,0.8480519029572313,1.6,1.9,sig_r,p,e,NC,1
543,e94110,3.118,2.176,19.44,0.774,1.875,0.888,0.00158,0.438,124.2,2.282,0.302116741500962,0.163064805657333,0.9032654404125321,1.6,1.9,sig_r,p,e,NC,1
544,e94110,3.118,2.154,19.44,0.766,1.925,0.885,0.00161,0.423,121.7,2.293,0.309172546504169,0.162887929989307,0.9949816861219725,1.6,1.9,sig_r,p,e,NC,1
545,e94110,3.118,2.131,19.44,0.758,1.975,0.882,0.00165,0.409,118.0,2.308,0.316549069916613,0.161170400130702,1.125020348374818,1.6,1.9,sig_r,p,e,NC,1
546,e94110,3.118,2.109,19.44,0.75,2.025,0.878,0.00167,0.396,126.8,2.481,0.32360487491982,0.17630902685333,1.1262237111451268,1.6,1.9,sig_r,p,e,NC,1
547,e94110,3.118,2.086,19.44,0.742,2.075,0.875,0.0017,0.383,138.9,2.748,0.330981398332264,0.196837109032936,1.1636465944634737,1.6,1.9,sig_r,p,e,NC,1
548,e94110,3.118,2.064,19.44,0.734,2.125,0.871,0.00171,0.371,159.9,3.186,0.338037203335471,0.23039634454034,1.1874500236441083,1.6,1.9,sig_r,p,e,NC,1
549,e94110,3.118,2.042,19.44,0.726,2.175,0.868,0.00174,0.359,188.7,3.756,0.345093008338679,0.276310946371233,1.1840334407097912,1.6,1.9,sig_r,p,e,NC,1
550,e94110,3.118,2.019,19.44,0.718,2.225,0.864,0.00176,0.348,217.1,4.368,0.352469531751122,0.323384847616091,1.2198555723282043,1.6,1.9,sig_r,p,e,NC,1
551,e94110,3.118,1.997,19.44,0.71,2.275,0.86,0.00177,0.337,212.6,3.728,0.35952533675433,0.321457272237163,0.7175371598695588,1.6,1.9,sig_r,p,e,NC,1
552,e94110,3.118,1.974,19.44,0.702,2.325,0.856,0.00178,0.327,196.1,3.411,0.366901860166774,0.301277631106937,0.6823322420104796,1.6,1.9,sig_r,p,e,NC,1
553,e94110,3.118,1.952,19.44,0.694,2.375,0.852,0.00179,0.317,176.1,3.052,0.373957665169981,0.27432397141568,0.6660758700441014,1.6,1.9,sig_r,p,e,NC,1
554,e94110,3.118,1.93,19.44,0.686,2.425,0.848,0.00181,0.308,164.2,2.841,0.381013470173188,0.259192045347013,0.6584956235522634,1.6,1.9,sig_r,p,e,NC,1
555,e94110,3.118,1.907,19.44,0.678,2.475,0.843,0.00181,0.298,155.7,2.74,0.388389993585632,0.249369246782911,0.7327186361231873,1.6,1.9,sig_r,p,e,NC,1
556,e94110,3.118,1.885,19.44,0.67,2.525,0.839,0.00182,0.289,155.5,2.766,0.395445798588839,0.252133549957359,0.7772076001466177,1.6,1.9,sig_r,p,e,NC,1
557,e94110,3.118,1.862,19.44,0.662,2.575,0.834,0.00181,0.281,154.9,2.801,0.402822322001283,0.254514094064861,0.8425060880315424,1.6,1.9,sig_r,p,e,NC,1
558,e94110,3.118,1.84,19.44,0.654,2.625,0.83,0.00182,0.273,156.0,2.873,0.40987812700449,0.259219380479885,0.9119956749410115,1.6,1.9,sig_r,p,e,NC,1
559,e94110,3.118,1.818,19.44,0.646,2.675,0.825,0.00182,0.265,168.0,3.097,0.416933932007697,0.282192454418993,0.9155963525697349,1.6,1.9,sig_r,p,e,NC,1
560,e94110,3.118,1.795,19.44,0.638,2.725,0.82,0.00182,0.257,180.1,3.347,0.424310455420141,0.306145960626059,0.9453545033366747,1.6,1.9,sig_r,p,e,NC,1
561,e94110,3.118,1.773,19.44,0.63,2.775,0.815,0.00182,0.25,187.6,3.474,0.431366260423348,0.322021013694683,0.9323138106897426,1.6,1.9,sig_r,p,e,NC,1
562,e94110,3.118,1.75,19.44,0.622,2.825,0.81,0.00182,0.242,202.9,3.566,0.438742783835792,0.352156757120354,0.7272293672716088,1.6,1.9,sig_r,p,e,NC,1
563,e94110,3.118,1.728,19.44,0.614,2.875,0.804,0.00181,0.235,198.7,3.425,0.445798588838999,0.347951198260519,0.6412142725588498,1.6,1.9,sig_r,p,e,NC,1
564,e94110,3.118,1.706,19.44,0.606,2.925,0.799,0.00181,0.229,186.7,3.203,0.452854393842207,0.329655360693589,0.6190614244583095,1.6,1.9,sig_r,p,e,NC,1
565,e94110,3.118,1.683,19.44,0.598,2.975,0.793,0.0018,0.222,180.5,3.074,0.46023091725465,0.321776820814724,0.5834118575838176,1.6,1.9,sig_r,p,e,NC,1
566,e94110,3.118,1.65,19.44,0.586,3.05,0.785,0.0018,0.213,164.9,2.838,0.470814624759461,0.297214298532243,0.6340261839822854,1.6,1.9,sig_r,p,e,NC,1
567,e94110,3.118,1.605,19.44,0.571,3.15,0.773,0.00178,0.201,152.1,2.655,0.485246953175112,0.279187477799438,0.6978446462572188,1.6,1.9,sig_r,p,e,NC,1
568,e94110,3.118,1.56,19.44,0.555,3.25,0.76,0.00175,0.19,146.9,2.582,0.499679281590763,0.273134022254031,0.7275730873099973,1.6,1.9,sig_r,p,e,NC,1
569,e94110,3.118,1.515,19.44,0.539,3.35,0.747,0.00173,0.179,144.4,2.553,0.514111610006414,0.271500551452226,0.7522257573750004,1.6,1.9,sig_r,p,e,NC,1
570,e94110,3.118,1.47,19.44,0.523,3.45,0.733,0.00171,0.169,146.7,2.579,0.528543938422065,0.278376077096134,0.7284212752818958,1.6,1.9,sig_r,p,e,NC,1
571,e94110,3.118,1.426,19.44,0.507,3.55,0.719,0.00169,0.16,150.2,2.601,0.54265554842848,0.286645778295287,0.6623850780104702,1.6,1.9,sig_r,p,e,NC,1
572,e94110,3.118,1.381,19.44,0.491,3.65,0.704,0.00166,0.151,150.2,2.592,0.557087876844131,0.288201189092929,0.6465580198122659,1.6,1.9,sig_r,p,e,NC,1
573,e94110,3.118,1.336,19.44,0.475,3.75,0.689,0.00164,0.142,148.4,2.562,0.571520205259782,0.285771421503785,0.6484667130729893,1.6,1.9,sig_r,p,e,NC,1
574,e94110,3.118,1.291,19.44,0.459,3.85,0.673,0.00161,0.134,138.5,2.433,0.585952533675433,0.267088595902267,0.7252034585563203,1.6,1.9,sig_r,p,e,NC,1
575,e94110,3.118,2.26,22.95,1.116,1.375,0.88,0.000527,0.693,52.32,2.013,0.27517639512508,0.120818968274595,3.4990112545832655,1.6,1.9,sig_r,p,e,NC,1
576,e94110,3.118,2.239,22.95,1.105,1.425,0.877,0.000567,0.67,72.77,2.029,0.281911481719051,0.171471649527651,2.2834765317012993,1.6,1.9,sig_r,p,e,NC,1
577,e94110,3.118,2.218,22.95,1.095,1.475,0.875,0.000609,0.648,83.69,1.653,0.288646568313021,0.201462811750826,1.1581032755477618,1.6,1.9,sig_r,p,e,NC,1
578,e94110,3.118,2.197,22.95,1.084,1.525,0.872,0.000645,0.627,81.86,1.452,0.295381654906992,0.200808680621672,0.7656531949604498,1.6,1.9,sig_r,p,e,NC,1
579,e94110,3.118,2.176,22.95,1.074,1.575,0.869,0.000679,0.607,71.29,1.274,0.302116741500962,0.17842932770545,0.7959950628741793,1.6,1.9,sig_r,p,e,NC,1
580,e94110,3.118,2.155,22.95,1.064,1.625,0.866,0.000711,0.588,60.24,1.054,0.308851828094933,0.153739208878208,0.7080523226677737,1.6,1.9,sig_r,p,e,NC,1
581,e94110,3.118,2.134,22.95,1.053,1.675,0.863,0.000743,0.57,54.12,0.9508,0.315586914688903,0.14048191464721,0.7255860027418837,1.6,1.9,sig_r,p,e,NC,1
582,e94110,3.118,2.112,22.95,1.043,1.725,0.86,0.000772,0.553,51.2,0.9044,0.32264271969211,0.135582121364007,0.7484591104656694,1.6,1.9,sig_r,p,e,NC,1
583,e94110,3.118,2.091,22.95,1.032,1.775,0.857,0.000801,0.536,50.36,0.8979,0.329377806286081,0.135487254884533,0.7867374900689793,1.6,1.9,sig_r,p,e,NC,1
584,e94110,3.118,2.07,22.95,1.022,1.825,0.854,0.000828,0.52,51.68,0.9219,0.336112892880051,0.141454573763636,0.7887740185993404,1.6,1.9,sig_r,p,e,NC,1
585,e94110,3.118,2.049,22.95,1.012,1.875,0.851,0.000854,0.504,52.03,0.9398,0.342847979474022,0.144825918157156,0.8382096846914446,1.6,1.9,sig_r,p,e,NC,1
586,e94110,3.118,2.028,22.95,1.001,1.925,0.847,0.000874,0.489,51.88,0.9577,0.349583066067992,0.146476777820027,0.9206963892931997,1.6,1.9,sig_r,p,e,NC,1
587,e94110,3.118,2.007,22.95,0.991,1.975,0.844,0.000898,0.475,52.36,0.9888,0.356318152661963,0.150169063275661,1.0031440972048522,1.6,1.9,sig_r,p,e,NC,1
588,e94110,3.118,1.986,22.95,0.98,2.025,0.84,0.000916,0.461,54.43,1.06,0.363053239255933,0.158182297504751,1.110217419907518,1.6,1.9,sig_r,p,e,NC,1
589,e94110,3.118,1.965,22.95,0.97,2.075,0.836,0.000932,0.448,58.7,1.162,0.369788325849904,0.173122972605298,1.1656097943908867,1.6,1.9,sig_r,p,e,NC,1
590,e94110,3.118,1.944,22.95,0.96,2.125,0.833,0.000954,0.435,67.5,1.368,0.376523412443874,0.20195376889217,1.2439364042336643,1.6,1.9,sig_r,p,e,NC,1
591,e94110,3.118,1.923,22.95,0.949,2.175,0.829,0.000969,0.423,80.47,1.628,0.383258499037845,0.24358610815422,1.2381401708343514,1.6,1.9,sig_r,p,e,NC,1
592,e94110,3.118,1.902,22.95,0.939,2.225,0.825,0.000983,0.411,93.5,1.995,0.389993585631815,0.286854053259181,1.4116062947910115,1.6,1.9,sig_r,p,e,NC,1
593,e94110,3.118,1.88,22.95,0.928,2.275,0.821,0.000997,0.4,97.11,1.681,0.397049390635022,0.301606312105419,0.6606461495925392,1.6,1.9,sig_r,p,e,NC,1
594,e94110,3.118,1.859,22.95,0.918,2.325,0.817,0.00101,0.389,87.88,1.527,0.403784477228993,0.276374586457409,0.6776742367086023,1.6,1.9,sig_r,p,e,NC,1
595,e94110,3.118,1.838,22.95,0.907,2.375,0.812,0.00102,0.378,79.28,1.371,0.410519563822963,0.251812638680841,0.656145032237049,1.6,1.9,sig_r,p,e,NC,1
596,e94110,3.118,1.817,22.95,0.897,2.425,0.808,0.00103,0.367,75.87,1.306,0.417254650416934,0.243838711067504,0.6349009076876051,1.6,1.9,sig_r,p,e,NC,1
597,e94110,3.118,1.796,22.95,0.887,2.475,0.803,0.00104,0.357,73.55,1.278,0.423989737010904,0.239059854509689,0.6776659060977777,1.6,1.9,sig_r,p,e,NC,1
598,e94110,3.118,1.775,22.95,0.876,2.525,0.799,0.00105,0.348,72.35,1.279,0.430724823604875,0.237146517095901,0.7517318096102434,1.6,1.9,sig_r,p,e,NC,1
599,e94110,3.118,1.754,22.95,0.866,2.575,0.794,0.00105,0.338,71.08,1.288,0.437459910198845,0.235456506085685,0.8505874415008456,1.6,1.9,sig_r,p,e,NC,1
600,e94110,3.118,1.733,22.95,0.855,2.625,0.789,0.00106,0.329,73.56,1.35,0.444194996792816,0.245543883180832,0.8989400222590702,1.6,1.9,sig_r,p,e,NC,1
601,e94110,3.118,1.712,22.95,0.845,2.675,0.784,0.00106,0.32,76.67,1.44,0.450930083386786,0.258411400342035,0.9836448258249071,1.6,1.9,sig_r,p,e,NC,1
602,e94110,3.118,1.691,22.95,0.835,2.725,0.779,0.00107,0.311,83.45,1.581,0.457665169980757,0.283901573678456,1.014549523134902,1.6,1.9,sig_r,p,e,NC,1
