,exp,Q2,x,value,stat_u,sys_u,obs,target,curent,lepton beam,units,*%norm_c
307,clas6,0.525,1.0225,0.41159,0.018484,0.019524,F2,d,e,nc,1,1
308,clas6,0.525,1.0315,0.38939,0.016694,0.018097,F2,d,e,nc,1,1
309,clas6,0.525,1.0405,0.38211,0.016637,0.017921,F2,d,e,nc,1,1
310,clas6,0.525,1.0495,0.34321,0.014703,0.015982,F2,d,e,nc,1,1
311,clas6,0.525,1.0585,0.31665,0.013064,0.014641,F2,d,e,nc,1,1
312,clas6,0.525,1.0675,0.29809,0.012083,0.013593,F2,d,e,nc,1,1
313,clas6,0.525,1.0765,0.28184,0.01106,0.012827,F2,d,e,nc,1,1
314,clas6,0.525,1.0855,0.24461,0.0092961,0.011035,F2,d,e,nc,1,1
315,clas6,0.525,1.0945,0.22188,0.0082106,0.0099147,F2,d,e,nc,1,1
316,clas6,0.525,1.1035,0.21981,0.0079827,0.0098563,F2,d,e,nc,1,1
317,clas6,0.525,1.1125,0.18604,0.006522,0.0082299,F2,d,e,nc,1,1
318,clas6,0.525,1.1215,0.18862,0.0067196,0.0083988,F2,d,e,nc,1,1
319,clas6,0.525,1.1305,0.16641,0.0056891,0.0074153,F2,d,e,nc,1,1
320,clas6,0.525,1.1395,0.15529,0.0052443,0.0068379,F2,d,e,nc,1,1
321,clas6,0.525,1.1485,0.1399,0.0047784,0.0062026,F2,d,e,nc,1,1
322,clas6,0.525,1.1575,0.12667,0.0042026,0.0055285,F2,d,e,nc,1,1
323,clas6,0.525,1.1665,0.11181,0.0037188,0.0048668,F2,d,e,nc,1,1
324,clas6,0.525,1.1755,0.10993,0.0036861,0.0048099,F2,d,e,nc,1,1
325,clas6,0.525,1.1845,0.099316,0.0033346,0.0043013,F2,d,e,nc,1,1
326,clas6,0.525,1.1935,0.086151,0.0028563,0.0037236,F2,d,e,nc,1,1
327,clas6,0.525,1.2025,0.080217,0.0026955,0.0034984,F2,d,e,nc,1,1
328,clas6,0.525,1.2115,0.076146,0.0026601,0.0032911,F2,d,e,nc,1,1
329,clas6,0.525,1.2205,0.072011,0.0025405,0.0031412,F2,d,e,nc,1,1
330,clas6,0.525,1.2295,0.059962,0.002137,0.0025657,F2,d,e,nc,1,1
331,clas6,0.525,1.2385,0.059801,0.0021216,0.0025707,F2,d,e,nc,1,1
332,clas6,0.525,1.2475,0.055585,0.0020375,0.0023823,F2,d,e,nc,1,1
333,clas6,0.525,1.2565,0.054285,0.0020445,0.0023381,F2,d,e,nc,1,1
334,clas6,0.525,1.2655,0.051571,0.0020074,0.0022114,F2,d,e,nc,1,1
335,clas6,0.525,1.2745,0.041209,0.0015841,0.0017622,F2,d,e,nc,1,1
336,clas6,0.525,1.2835,0.050675,0.0019254,0.0021964,F2,d,e,nc,1,1
337,clas6,0.525,1.2925,0.041527,0.0016617,0.0017819,F2,d,e,nc,1,1
338,clas6,0.525,1.3015,0.045456,0.0019144,0.0020008,F2,d,e,nc,1,1
339,clas6,0.525,1.3105,0.036159,0.0016337,0.001553,F2,d,e,nc,1,1
340,clas6,0.525,1.3195,0.030717,0.0014079,0.0013073,F2,d,e,nc,1,1
341,clas6,0.525,1.3285,0.031358,0.0014563,0.0013379,F2,d,e,nc,1,1
342,clas6,0.525,1.3375,0.028133,0.0013231,0.0011994,F2,d,e,nc,1,1
343,clas6,0.525,1.3465,0.029885,0.0016265,0.001276,F2,d,e,nc,1,1
344,clas6,0.525,1.3555,0.02354,0.001254,0.0010024,F2,d,e,nc,1,1
345,clas6,0.525,1.3645,0.021295,0.001163,0.00089733,F2,d,e,nc,1,1
346,clas6,0.525,1.3735,0.024642,0.001368,0.0010655,F2,d,e,nc,1,1
347,clas6,0.525,1.3825,0.023855,0.0013161,0.0010304,F2,d,e,nc,1,1
348,clas6,0.525,1.3915,0.020984,0.0011367,0.00088446,F2,d,e,nc,1,1
349,clas6,0.525,1.4005,0.021067,0.0011757,0.00091129,F2,d,e,nc,1,1
350,clas6,0.525,1.4095,0.018267,0.0011637,0.00079579,F2,d,e,nc,1,1
351,clas6,0.525,1.4185,0.01792,0.0011741,0.00075435,F2,d,e,nc,1,1
352,clas6,0.525,1.4275,0.015942,0.001106,0.00069622,F2,d,e,nc,1,1
353,clas6,0.525,1.4365,0.015525,0.0010138,0.0006722,F2,d,e,nc,1,1
354,clas6,0.525,1.4455,0.013841,0.0010057,0.00059457,F2,d,e,nc,1,1
355,clas6,0.525,1.4545,0.015613,0.0010275,0.00066714,F2,d,e,nc,1,1
356,clas6,0.525,1.4635,0.012568,0.00087097,0.00053015,F2,d,e,nc,1,1
357,clas6,0.525,1.4725,0.014802,0.0010228,0.00061954,F2,d,e,nc,1,1
358,clas6,0.525,1.4815,0.01425,0.0011385,0.00060919,F2,d,e,nc,1,1
359,clas6,0.525,1.4905,0.013183,0.0010271,0.0005718,F2,d,e,nc,1,1
360,clas6,0.525,1.4995,0.0090027,0.00075647,0.00037815,F2,d,e,nc,1,1
361,clas6,0.525,1.5085,0.010886,0.00079545,0.00046898,F2,d,e,nc,1,1
362,clas6,0.525,1.5175,0.011096,0.00086269,0.00047507,F2,d,e,nc,1,1
363,clas6,0.525,1.5265,0.01073,0.00096611,0.00045231,F2,d,e,nc,1,1
364,clas6,0.525,1.5355,0.012845,0.0011626,0.00056609,F2,d,e,nc,1,1
365,clas6,0.525,1.5445,0.0091897,0.00084556,0.00039386,F2,d,e,nc,1,1
366,clas6,0.525,1.5535,0.0098921,0.00088982,0.00043944,F2,d,e,nc,1,1
367,clas6,0.525,1.5625,0.0094494,0.00098102,0.00040634,F2,d,e,nc,1,1
368,clas6,0.525,1.5715,0.0086195,0.00091657,0.00037404,F2,d,e,nc,1,1
369,clas6,0.525,1.5805,0.007796,0.00075171,0.00032822,F2,d,e,nc,1,1
370,clas6,0.525,1.5895,0.0068663,0.00073758,0.00029523,F2,d,e,nc,1,1
371,clas6,0.525,1.5985,0.006032,0.00081285,0.00026049,F2,d,e,nc,1,1
372,clas6,0.525,1.6075,0.0048866,0.00069328,0.00020621,F2,d,e,nc,1,1
373,clas6,0.525,1.6165,0.0072206,0.00084914,0.00030189,F2,d,e,nc,1,1
374,clas6,0.525,1.6255,0.0066542,0.00083326,0.00027822,F2,d,e,nc,1,1
375,clas6,0.525,1.6345,0.0073889,0.0011097,0.00034826,F2,d,e,nc,1,1
376,clas6,0.525,1.6435,0.0052902,0.00060626,0.00021942,F2,d,e,nc,1,1
377,clas6,0.525,1.6525,0.0044271,0.00063105,0.00018625,F2,d,e,nc,1,1
378,clas6,0.525,1.6615,0.0044731,0.00065913,0.00018727,F2,d,e,nc,1,1
379,clas6,0.525,1.6705,0.0067774,0.0010832,0.00029636,F2,d,e,nc,1,1
380,clas6,0.525,1.6885,0.0056337,0.00077027,0.00024571,F2,d,e,nc,1,1
381,clas6,0.525,1.6975,0.0030659,0.0005082,0.0001282,F2,d,e,nc,1,1
382,clas6,0.525,1.7335,0.0022878,0.00047329,9.609e-05,F2,d,e,nc,1,1
383,clas6,0.525,1.7425,0.0027899,0.00052573,0.00012108,F2,d,e,nc,1,1
384,clas6,0.525,1.7695,0.0035344,0.00058658,0.00015648,F2,d,e,nc,1,1
385,clas6,0.525,1.7785,0.0026296,0.00060358,0.00011499,F2,d,e,nc,1,1
386,clas6,0.575,0.1585,0.27282,0.00072858,0.013439,F2,d,e,nc,1,1
387,clas6,0.575,0.1675,0.2717,0.0008331,0.012644,F2,d,e,nc,1,1
388,clas6,0.575,0.1765,0.27129,0.00087519,0.012552,F2,d,e,nc,1,1
389,clas6,0.575,0.1855,0.27413,0.00092323,0.012699,F2,d,e,nc,1,1
390,clas6,0.575,0.1945,0.27862,0.00099167,0.012959,F2,d,e,nc,1,1
391,clas6,0.575,0.2035,0.27872,0.0010686,0.012927,F2,d,e,nc,1,1
392,clas6,0.575,0.2125,0.28441,0.0011457,0.013186,F2,d,e,nc,1,1
393,clas6,0.575,0.2215,0.28929,0.0012115,0.013404,F2,d,e,nc,1,1
394,clas6,0.575,0.2305,0.28245,0.0012523,0.013063,F2,d,e,nc,1,1
395,clas6,0.575,0.2395,0.26905,0.0012793,0.012436,F2,d,e,nc,1,1
396,clas6,0.575,0.2485,0.25533,0.001317,0.011797,F2,d,e,nc,1,1
397,clas6,0.575,0.2575,0.25145,0.0013748,0.011577,F2,d,e,nc,1,1
398,clas6,0.575,0.2665,0.25246,0.0014759,0.011636,F2,d,e,nc,1,1
399,clas6,0.575,0.2755,0.26005,0.0015762,0.012043,F2,d,e,nc,1,1
400,clas6,0.575,0.2845,0.26101,0.0016367,0.012017,F2,d,e,nc,1,1
401,clas6,0.575,0.2935,0.25572,0.0016531,0.01177,F2,d,e,nc,1,1
402,clas6,0.575,0.3025,0.24317,0.001645,0.011177,F2,d,e,nc,1,1
403,clas6,0.575,0.3115,0.2176,0.0015737,0.0099887,F2,d,e,nc,1,1
404,clas6,0.575,0.3205,0.20326,0.0015481,0.0093407,F2,d,e,nc,1,1
405,clas6,0.575,0.3295,0.18883,0.0015106,0.0086574,F2,d,e,nc,1,1
406,clas6,0.575,0.3385,0.17979,0.0014632,0.0082499,F2,d,e,nc,1,1
407,clas6,0.575,0.3475,0.17867,0.0014365,0.0081999,F2,d,e,nc,1,1
408,clas6,0.575,0.3565,0.18428,0.0014896,0.0085036,F2,d,e,nc,1,1
409,clas6,0.575,0.3655,0.17454,0.0014647,0.0080218,F2,d,e,nc,1,1
410,clas6,0.575,0.3745,0.17514,0.0014846,0.0081065,F2,d,e,nc,1,1
411,clas6,0.575,0.3835,0.18192,0.0015275,0.0083759,F2,d,e,nc,1,1
412,clas6,0.575,0.3925,0.18907,0.0015868,0.008709,F2,d,e,nc,1,1
413,clas6,0.575,0.4015,0.20359,0.0017054,0.0094403,F2,d,e,nc,1,1
414,clas6,0.575,0.4105,0.2143,0.0017825,0.0099488,F2,d,e,nc,1,1
415,clas6,0.575,0.4195,0.21867,0.0018254,0.010114,F2,d,e,nc,1,1
416,clas6,0.575,0.4285,0.22863,0.001877,0.010574,F2,d,e,nc,1,1
417,clas6,0.575,0.4375,0.24867,0.0020678,0.011587,F2,d,e,nc,1,1
418,clas6,0.575,0.4465,0.25987,0.0021674,0.012152,F2,d,e,nc,1,1
419,clas6,0.575,0.4555,0.26912,0.0022647,0.012494,F2,d,e,nc,1,1
420,clas6,0.575,0.4645,0.2731,0.0023285,0.012678,F2,d,e,nc,1,1
421,clas6,0.575,0.4735,0.27411,0.0024136,0.012724,F2,d,e,nc,1,1
422,clas6,0.575,0.4825,0.276,0.002446,0.012795,F2,d,e,nc,1,1
423,clas6,0.575,0.4915,0.26513,0.0024351,0.012288,F2,d,e,nc,1,1
424,clas6,0.575,0.5005,0.26065,0.0024647,0.012086,F2,d,e,nc,1,1
425,clas6,0.575,0.5095,0.24049,0.0023345,0.01116,F2,d,e,nc,1,1
426,clas6,0.575,0.5185,0.22756,0.0022684,0.010436,F2,d,e,nc,1,1
427,clas6,0.575,0.5275,0.20293,0.0021107,0.0093347,F2,d,e,nc,1,1
428,clas6,0.575,0.5365,0.18217,0.0019677,0.0083748,F2,d,e,nc,1,1
429,clas6,0.575,0.5455,0.16459,0.0018509,0.007589,F2,d,e,nc,1,1
430,clas6,0.575,0.5545,0.14332,0.0016777,0.0066084,F2,d,e,nc,1,1
431,clas6,0.575,0.5635,0.12881,0.0015549,0.0059263,F2,d,e,nc,1,1
432,clas6,0.575,0.5725,0.11502,0.0014505,0.0052394,F2,d,e,nc,1,1
433,clas6,0.575,0.5815,0.10423,0.0014116,0.0047997,F2,d,e,nc,1,1
434,clas6,0.575,0.5905,0.089386,0.001264,0.0040688,F2,d,e,nc,1,1
435,clas6,0.575,0.5995,0.083691,0.0012117,0.003813,F2,d,e,nc,1,1
436,clas6,0.575,0.6085,0.078323,0.0012005,0.0035932,F2,d,e,nc,1,1
437,clas6,0.575,0.6175,0.069505,0.0011076,0.003163,F2,d,e,nc,1,1
438,clas6,0.575,0.6265,0.069009,0.001117,0.0031653,F2,d,e,nc,1,1
439,clas6,0.575,0.6355,0.062877,0.0010516,0.0028641,F2,d,e,nc,1,1
440,clas6,0.575,0.6445,0.063978,0.001087,0.0029368,F2,d,e,nc,1,1
441,clas6,0.575,0.6535,0.054494,0.00098081,0.0024795,F2,d,e,nc,1,1
442,clas6,0.575,0.6625,0.058535,0.0010292,0.0027061,F2,d,e,nc,1,1
443,clas6,0.575,0.6715,0.058518,0.0010721,0.0026885,F2,d,e,nc,1,1
444,clas6,0.575,0.6805,0.053802,0.0010029,0.0024257,F2,d,e,nc,1,1
445,clas6,0.575,0.6895,0.057261,0.0010255,0.0025599,F2,d,e,nc,1,1
446,clas6,0.575,0.6985,0.05533,0.001024,0.002491,F2,d,e,nc,1,1
447,clas6,0.575,0.7075,0.056362,0.0010543,0.0025358,F2,d,e,nc,1,1
448,clas6,0.575,0.7165,0.063074,0.0011329,0.0028555,F2,d,e,nc,1,1
449,clas6,0.575,0.7255,0.061253,0.0011323,0.0027832,F2,d,e,nc,1,1
450,clas6,0.575,0.7345,0.062857,0.0011313,0.0028644,F2,d,e,nc,1,1
451,clas6,0.575,0.7435,0.066342,0.0012091,0.0030589,F2,d,e,nc,1,1
452,clas6,0.575,0.7525,0.07101,0.0012822,0.0032765,F2,d,e,nc,1,1
453,clas6,0.575,0.7615,0.075228,0.0013009,0.0034563,F2,d,e,nc,1,1
454,clas6,0.575,0.7705,0.075566,0.0013462,0.0034556,F2,d,e,nc,1,1
455,clas6,0.575,0.7795,0.080257,0.0013991,0.0036677,F2,d,e,nc,1,1
456,clas6,0.575,0.7885,0.09031,0.0015388,0.0041815,F2,d,e,nc,1,1
457,clas6,0.575,0.7975,0.092104,0.0016043,0.0042557,F2,d,e,nc,1,1
458,clas6,0.575,0.8065,0.10005,0.0016786,0.0046164,F2,d,e,nc,1,1
459,clas6,0.575,0.8155,0.11278,0.0018747,0.0052419,F2,d,e,nc,1,1
460,clas6,0.575,0.8245,0.11672,0.001947,0.0053681,F2,d,e,nc,1,1
461,clas6,0.575,0.8335,0.13344,0.0022128,0.006178,F2,d,e,nc,1,1
462,clas6,0.575,0.8425,0.14525,0.0024408,0.0067314,F2,d,e,nc,1,1
463,clas6,0.575,0.8515,0.15331,0.0025938,0.0070964,F2,d,e,nc,1,1
464,clas6,0.575,0.8605,0.16933,0.0029019,0.0078859,F2,d,e,nc,1,1
465,clas6,0.575,0.8695,0.1829,0.0032416,0.0085385,F2,d,e,nc,1,1
466,clas6,0.575,0.8785,0.20472,0.0036904,0.0095781,F2,d,e,nc,1,1
467,clas6,0.575,0.8875,0.22719,0.0042117,0.010623,F2,d,e,nc,1,1
468,clas6,0.575,0.8965,0.23847,0.0046227,0.011257,F2,d,e,nc,1,1
469,clas6,0.575,0.9055,0.25951,0.0051695,0.012219,F2,d,e,nc,1,1
470,clas6,0.575,0.9145,0.28631,0.0059727,0.013577,F2,d,e,nc,1,1
471,clas6,0.575,0.9235,0.302,0.0066546,0.014428,F2,d,e,nc,1,1
472,clas6,0.575,0.9325,0.33047,0.007602,0.015883,F2,d,e,nc,1,1
473,clas6,0.575,0.9415,0.34454,0.0083194,0.016554,F2,d,e,nc,1,1
474,clas6,0.575,0.9505,0.36299,0.0090244,0.01744,F2,d,e,nc,1,1
475,clas6,0.575,0.9595,0.38277,0.010037,0.018571,F2,d,e,nc,1,1
476,clas6,0.575,0.9685,0.38688,0.010358,0.018642,F2,d,e,nc,1,1
477,clas6,0.575,0.9775,0.40352,0.011193,0.019562,F2,d,e,nc,1,1
478,clas6,0.575,0.9865,0.4062,0.011586,0.01973,F2,d,e,nc,1,1
479,clas6,0.575,0.9955,0.39222,0.011247,0.018754,F2,d,e,nc,1,1
480,clas6,0.575,1.0045,0.38899,0.011286,0.018876,F2,d,e,nc,1,1
481,clas6,0.575,1.0135,0.39188,0.011454,0.019024,F2,d,e,nc,1,1
482,clas6,0.575,1.0225,0.36403,0.010482,0.017365,F2,d,e,nc,1,1
483,clas6,0.575,1.0315,0.34259,0.0096193,0.016198,F2,d,e,nc,1,1
484,clas6,0.575,1.0405,0.32795,0.00929,0.015501,F2,d,e,nc,1,1
485,clas6,0.575,1.0495,0.32506,0.0090837,0.01545,F2,d,e,nc,1,1
486,clas6,0.575,1.0585,0.27693,0.0074574,0.012951,F2,d,e,nc,1,1
487,clas6,0.575,1.0675,0.26477,0.0071151,0.01235,F2,d,e,nc,1,1
488,clas6,0.575,1.0765,0.24788,0.0064968,0.011468,F2,d,e,nc,1,1
489,clas6,0.575,1.0855,0.2382,0.0062122,0.011129,F2,d,e,nc,1,1
490,clas6,0.575,1.0945,0.21095,0.005329,0.0096252,F2,d,e,nc,1,1
491,clas6,0.575,1.1035,0.19143,0.0048233,0.0087181,F2,d,e,nc,1,1
492,clas6,0.575,1.1125,0.1712,0.0043115,0.0078325,F2,d,e,nc,1,1
493,clas6,0.575,1.1215,0.14937,0.0036498,0.0067544,F2,d,e,nc,1,1
494,clas6,0.575,1.1305,0.14591,0.0035751,0.0065851,F2,d,e,nc,1,1
495,clas6,0.575,1.1395,0.12856,0.0031426,0.0058042,F2,d,e,nc,1,1
496,clas6,0.575,1.1485,0.11813,0.0028536,0.0052669,F2,d,e,nc,1,1
497,clas6,0.575,1.1575,0.10534,0.0025966,0.0047122,F2,d,e,nc,1,1
498,clas6,0.575,1.1665,0.10199,0.0025529,0.0045916,F2,d,e,nc,1,1
499,clas6,0.575,1.1755,0.098972,0.0024906,0.0044367,F2,d,e,nc,1,1
500,clas6,0.575,1.1845,0.086462,0.0023095,0.0038455,F2,d,e,nc,1,1
501,clas6,0.575,1.1935,0.077885,0.0020641,0.0034487,F2,d,e,nc,1,1
502,clas6,0.575,1.2025,0.067705,0.0018602,0.0029902,F2,d,e,nc,1,1
503,clas6,0.575,1.2115,0.062901,0.0018124,0.0027782,F2,d,e,nc,1,1
504,clas6,0.575,1.2205,0.062023,0.0018124,0.0027735,F2,d,e,nc,1,1
505,clas6,0.575,1.2295,0.057788,0.0017104,0.0025515,F2,d,e,nc,1,1
506,clas6,0.575,1.2385,0.050892,0.0016502,0.0022555,F2,d,e,nc,1,1
507,clas6,0.575,1.2475,0.047547,0.0015337,0.0020899,F2,d,e,nc,1,1
508,clas6,0.575,1.2565,0.050188,0.0016016,0.0022268,F2,d,e,nc,1,1
509,clas6,0.575,1.2655,0.047685,0.0015918,0.0021013,F2,d,e,nc,1,1
510,clas6,0.575,1.2745,0.040155,0.0013594,0.0017689,F2,d,e,nc,1,1
511,clas6,0.575,1.2835,0.037471,0.0013803,0.0016599,F2,d,e,nc,1,1
512,clas6,0.575,1.2925,0.036839,0.0013201,0.0016305,F2,d,e,nc,1,1
513,clas6,0.575,1.3015,0.03515,0.0012649,0.0015476,F2,d,e,nc,1,1
514,clas6,0.575,1.3105,0.031033,0.0012904,0.0013688,F2,d,e,nc,1,1
515,clas6,0.575,1.3195,0.031469,0.0013021,0.0013783,F2,d,e,nc,1,1
516,clas6,0.575,1.3285,0.028152,0.0011999,0.0012391,F2,d,e,nc,1,1
517,clas6,0.575,1.3375,0.023659,0.0010378,0.001037,F2,d,e,nc,1,1
518,clas6,0.575,1.3465,0.023573,0.0010367,0.0010321,F2,d,e,nc,1,1
519,clas6,0.575,1.3555,0.023092,0.0011097,0.0010142,F2,d,e,nc,1,1
520,clas6,0.575,1.3645,0.019582,0.001022,0.00085121,F2,d,e,nc,1,1
521,clas6,0.575,1.3735,0.019739,0.00099255,0.00087283,F2,d,e,nc,1,1
522,clas6,0.575,1.3825,0.018775,0.0010211,0.00082813,F2,d,e,nc,1,1
523,clas6,0.575,1.3915,0.018402,0.00099249,0.00081128,F2,d,e,nc,1,1
524,clas6,0.575,1.4005,0.02012,0.0010571,0.00089982,F2,d,e,nc,1,1
525,clas6,0.575,1.4095,0.017126,0.0010173,0.00075691,F2,d,e,nc,1,1
526,clas6,0.575,1.4185,0.018281,0.00095743,0.00079704,F2,d,e,nc,1,1
527,clas6,0.575,1.4275,0.015502,0.00093884,0.00069357,F2,d,e,nc,1,1
528,clas6,0.575,1.4365,0.013591,0.00084234,0.00059362,F2,d,e,nc,1,1
529,clas6,0.575,1.4455,0.012806,0.00079768,0.00055823,F2,d,e,nc,1,1
530,clas6,0.575,1.4545,0.015248,0.0009509,0.00068303,F2,d,e,nc,1,1
531,clas6,0.575,1.4635,0.013629,0.0009339,0.00060149,F2,d,e,nc,1,1
532,clas6,0.575,1.4725,0.010108,0.00073485,0.00044488,F2,d,e,nc,1,1
533,clas6,0.575,1.4815,0.01136,0.00084239,0.00049707,F2,d,e,nc,1,1
534,clas6,0.575,1.4905,0.012414,0.00088999,0.00054568,F2,d,e,nc,1,1
535,clas6,0.575,1.4995,0.0088426,0.00070193,0.00038459,F2,d,e,nc,1,1
536,clas6,0.575,1.5085,0.0089579,0.00075071,0.00038932,F2,d,e,nc,1,1
537,clas6,0.575,1.5175,0.010148,0.00084359,0.00045401,F2,d,e,nc,1,1
538,clas6,0.575,1.5265,0.0085891,0.00079578,0.00037784,F2,d,e,nc,1,1
539,clas6,0.575,1.5355,0.0092451,0.000713,0.00041707,F2,d,e,nc,1,1
540,clas6,0.575,1.5445,0.0086442,0.00068971,0.00037463,F2,d,e,nc,1,1
541,clas6,0.575,1.5535,0.00666,0.00070849,0.00028798,F2,d,e,nc,1,1
542,clas6,0.575,1.5625,0.0060093,0.00055242,0.00025716,F2,d,e,nc,1,1
543,clas6,0.575,1.5715,0.006991,0.00069412,0.00030639,F2,d,e,nc,1,1
544,clas6,0.575,1.5805,0.006092,0.00057261,0.00026506,F2,d,e,nc,1,1
545,clas6,0.575,1.5895,0.0056054,0.00053539,0.00024132,F2,d,e,nc,1,1
546,clas6,0.575,1.5985,0.0061439,0.00059354,0.00027137,F2,d,e,nc,1,1
547,clas6,0.575,1.6075,0.0046065,0.0005376,0.00019968,F2,d,e,nc,1,1
548,clas6,0.575,1.6165,0.0071013,0.00074425,0.00031672,F2,d,e,nc,1,1
549,clas6,0.575,1.6255,0.0046231,0.00058564,0.00020379,F2,d,e,nc,1,1
550,clas6,0.575,1.6345,0.0062078,0.00084249,0.00027658,F2,d,e,nc,1,1
551,clas6,0.575,1.6435,0.0039124,0.00048887,0.00016777,F2,d,e,nc,1,1
552,clas6,0.575,1.6525,0.0071991,0.00080114,0.00032915,F2,d,e,nc,1,1
553,clas6,0.575,1.6615,0.0052136,0.00064885,0.00022917,F2,d,e,nc,1,1
554,clas6,0.575,1.6705,0.0033192,0.00048512,0.00014244,F2,d,e,nc,1,1
555,clas6,0.575,1.6795,0.0048848,0.000645,0.00021773,F2,d,e,nc,1,1
556,clas6,0.575,1.7065,0.0038047,0.00044566,0.00016535,F2,d,e,nc,1,1
557,clas6,0.575,1.7155,0.0037713,0.00046666,0.0001634,F2,d,e,nc,1,1
558,clas6,0.575,1.7245,0.0036762,0.0005411,0.00016255,F2,d,e,nc,1,1
559,clas6,0.625,0.1675,0.26789,0.00069968,0.014641,F2,d,e,nc,1,1
560,clas6,0.625,0.1765,0.26769,0.00079613,0.012969,F2,d,e,nc,1,1
561,clas6,0.625,0.1855,0.26536,0.00092069,0.012593,F2,d,e,nc,1,1
562,clas6,0.625,0.1945,0.25865,0.00096529,0.012199,F2,d,e,nc,1,1
563,clas6,0.625,0.2035,0.26626,0.0010115,0.012616,F2,d,e,nc,1,1
564,clas6,0.625,0.2125,0.27167,0.0010567,0.012908,F2,d,e,nc,1,1
565,clas6,0.625,0.2215,0.2813,0.0011351,0.013383,F2,d,e,nc,1,1
566,clas6,0.625,0.2305,0.29403,0.0012442,0.014005,F2,d,e,nc,1,1
567,clas6,0.625,0.2395,0.29301,0.0013197,0.013959,F2,d,e,nc,1,1
568,clas6,0.625,0.2485,0.27658,0.0013071,0.013112,F2,d,e,nc,1,1
569,clas6,0.625,0.2575,0.26218,0.0012958,0.012427,F2,d,e,nc,1,1
570,clas6,0.625,0.2665,0.24793,0.0012782,0.011721,F2,d,e,nc,1,1
571,clas6,0.625,0.2755,0.24952,0.0013374,0.011819,F2,d,e,nc,1,1
572,clas6,0.625,0.2845,0.25194,0.0014204,0.011958,F2,d,e,nc,1,1
573,clas6,0.625,0.2935,0.25812,0.0015125,0.012254,F2,d,e,nc,1,1
574,clas6,0.625,0.3025,0.26113,0.001588,0.012403,F2,d,e,nc,1,1
575,clas6,0.625,0.3115,0.24782,0.0016079,0.011703,F2,d,e,nc,1,1
576,clas6,0.625,0.3205,0.23875,0.0016383,0.011258,F2,d,e,nc,1,1
577,clas6,0.625,0.3295,0.21612,0.0016145,0.01019,F2,d,e,nc,1,1
578,clas6,0.625,0.3385,0.20291,0.0016202,0.0095781,F2,d,e,nc,1,1
579,clas6,0.625,0.3475,0.1846,0.001539,0.0087,F2,d,e,nc,1,1
580,clas6,0.625,0.3565,0.17728,0.0015581,0.00837,F2,d,e,nc,1,1
581,clas6,0.625,0.3655,0.17279,0.0015502,0.0081236,F2,d,e,nc,1,1
582,clas6,0.625,0.3745,0.17208,0.0015786,0.0081245,F2,d,e,nc,1,1
583,clas6,0.625,0.3835,0.17263,0.0016289,0.008179,F2,d,e,nc,1,1
584,clas6,0.625,0.3925,0.16743,0.0016108,0.0079042,F2,d,e,nc,1,1
585,clas6,0.625,0.4015,0.16484,0.0016267,0.0077728,F2,d,e,nc,1,1
586,clas6,0.625,0.4105,0.17451,0.0017298,0.0082426,F2,d,e,nc,1,1
587,clas6,0.625,0.4195,0.18733,0.0018363,0.0089013,F2,d,e,nc,1,1
588,clas6,0.625,0.4285,0.2011,0.0019821,0.009569,F2,d,e,nc,1,1
589,clas6,0.625,0.4375,0.20162,0.0019804,0.0095416,F2,d,e,nc,1,1
590,clas6,0.625,0.4465,0.22051,0.0021117,0.010493,F2,d,e,nc,1,1
591,clas6,0.625,0.4555,0.22427,0.0021261,0.010609,F2,d,e,nc,1,1
592,clas6,0.625,0.4645,0.24477,0.0023428,0.011673,F2,d,e,nc,1,1
593,clas6,0.625,0.4735,0.24972,0.0023851,0.011902,F2,d,e,nc,1,1
594,clas6,0.625,0.4825,0.25809,0.0024979,0.0123,F2,d,e,nc,1,1
595,clas6,0.625,0.4915,0.26798,0.0026232,0.012753,F2,d,e,nc,1,1
596,clas6,0.625,0.5005,0.2651,0.0026402,0.01261,F2,d,e,nc,1,1
597,clas6,0.625,0.5095,0.25034,0.0025482,0.011871,F2,d,e,nc,1,1
598,clas6,0.625,0.5185,0.24662,0.0025971,0.01174,F2,d,e,nc,1,1
599,clas6,0.625,0.5275,0.2298,0.0024558,0.010861,F2,d,e,nc,1,1
600,clas6,0.625,0.5365,0.21621,0.0023847,0.010181,F2,d,e,nc,1,1
601,clas6,0.625,0.5455,0.19089,0.002178,0.0089309,F2,d,e,nc,1,1
602,clas6,0.625,0.5545,0.17834,0.0021134,0.0084322,F2,d,e,nc,1,1
603,clas6,0.625,0.5635,0.15719,0.0019394,0.0074574,F2,d,e,nc,1,1
604,clas6,0.625,0.5725,0.13874,0.0018028,0.0065156,F2,d,e,nc,1,1
605,clas6,0.625,0.5815,0.12302,0.0017151,0.0057738,F2,d,e,nc,1,1
606,clas6,0.625,0.5905,0.11136,0.0015861,0.0052007,F2,d,e,nc,1,1
607,clas6,0.625,0.5995,0.10413,0.0015401,0.0049082,F2,d,e,nc,1,1
608,clas6,0.625,0.6085,0.091622,0.0014151,0.0042975,F2,d,e,nc,1,1
609,clas6,0.625,0.6175,0.080849,0.001359,0.0037891,F2,d,e,nc,1,1
610,clas6,0.625,0.6265,0.072422,0.0012543,0.0033711,F2,d,e,nc,1,1
611,clas6,0.625,0.6355,0.070745,0.0012226,0.0033136,F2,d,e,nc,1,1
