,E,theta,E',x,Q2,epsilon,W2,Gamma_v,sigma(ub/nucleon),%stat_u,%syst_u,%rad1_c,%rad2_c,y,value,obs,target,curent,lepton beam,units
394,3.419,41.156,0.634,0.20503,1.0714,0.301,5.035,0.0002027,0.007291,2.96255657660129,1.71444246331093,1.67329584419147,0.684405431353724,0.814565662474408,9.90990183510825,sig_r,d,e,NC,1
395,3.419,41.156,0.64,0.20749,1.0819,0.304,5.013,0.0002024,0.007296,2.9468201754386,1.71326754385965,1.5625,0.683936403508772,0.812810763381106,10.0780425911828,sig_r,d,e,NC,1
396,3.419,41.156,0.647,0.20996,1.0924,0.306,4.991,0.0002021,0.007152,3.00615212527964,1.70581655480984,1.62192393736018,0.609619686800895,0.810763381105587,10.1933500641279,sig_r,d,e,NC,1
397,3.419,41.156,0.653,0.21244,1.1028,0.309,4.969,0.0002017,0.007064,3.02944507361268,1.69875424688562,1.62797281993205,0.617214043035108,0.809008482012284,10.3605929829692,sig_r,d,e,NC,1
398,3.419,41.156,0.659,0.21494,1.1133,0.311,4.946,0.0002014,0.00734,2.94277929155313,1.67574931880109,1.53950953678474,0.509536784741144,0.807253582918982,10.4966475224325,sig_r,d,e,NC,1
399,3.419,41.156,0.665,0.21744,1.1237,0.314,4.925,0.0002011,0.006936,3.08535178777393,1.68685121107266,5.59400230680508,0.53921568627451,0.80549868382568,10.6650175756392,sig_r,d,e,NC,1
400,3.419,52.166,0.572,0.28323,1.513,0.247,4.709,0.0001108,0.002965,1.90893760539629,1.67622259696459,1.91905564924115,0.63743676222597,0.832699619771863,18.1651595481048,sig_r,d,e,NC,1
401,3.419,52.166,0.578,0.28692,1.5294,0.25,4.681,0.0001104,0.003026,1.9035029742234,1.65565102445473,1.87045604758757,0.416391275611368,0.830944720678561,18.5303133148475,sig_r,d,e,NC,1
402,3.419,52.166,0.585,0.29062,1.5457,0.252,4.653,0.0001099,0.002993,1.92449047778149,1.64717674574006,1.90110257266956,0.21015703307718,0.828897338403042,18.7807384146702,sig_r,d,e,NC,1
403,3.419,52.166,0.591,0.29433,1.5621,0.254,4.625,0.0001095,0.002862,1.9601677148847,1.638714185884,1.9916142557652,0.219776380153739,0.82714243930974,19.0740752013902,sig_r,d,e,NC,1
404,3.419,52.166,0.597,0.29807,1.5784,0.257,4.597,0.000109,0.002882,1.92921582234559,1.63428174878557,1.75919500346981,0.218251214434421,0.825387540216438,19.4413548952903,sig_r,d,e,NC,1
405,3.419,52.166,0.603,0.30182,1.5948,0.259,4.569,0.0001085,0.002837,1.94219245682059,1.62848078956644,1.99859005992245,0.221713077194219,0.823632641123135,19.7370154593921,sig_r,d,e,NC,1
406,3.419,52.166,0.609,0.30559,1.6111,0.261,4.541,0.000108,0.002823,1.95182430038966,1.61884520014169,2.01912858660999,0.446333687566419,0.821877742029833,20.0309523961627,sig_r,d,e,NC,1
407,3.419,52.166,0.616,0.30937,1.6275,0.264,4.514,0.0001075,0.002661,1.99549041713641,1.62344983089064,1.95039458850056,0.236753100338219,0.819830359754314,20.3642098474804,sig_r,d,e,NC,1
408,3.419,52.166,0.622,0.31317,1.6439,0.266,4.486,0.000107,0.002716,1.95508100147275,1.60530191458027,1.91458026509573,0.231958762886598,0.818075460661012,20.6626157236539,sig_r,d,e,NC,1
409,3.419,52.166,0.628,0.31699,1.6602,0.268,4.458,0.0001065,0.002642,1.99091597274792,1.60484481453444,1.92278576835731,0.238455715367146,0.81632056156771,20.9591672924073,sig_r,d,e,NC,1
410,3.419,52.166,0.634,0.32082,1.6766,0.271,4.43,0.000106,0.00251,2.05577689243028,1.61354581673307,2.07171314741036,0.250996015936255,0.814565662474408,21.3378593642898,sig_r,d,e,NC,1
411,3.419,52.166,0.64,0.32467,1.6929,0.273,4.402,0.0001055,0.002621,1.98779091949638,1.58336512781381,1.9381915299504,0.0,0.812810763381106,21.6363973247386,sig_r,d,e,NC,1
412,3.419,52.166,0.647,0.32854,1.7093,0.275,4.374,0.000105,0.002422,2.08918249380677,1.59785301403799,1.84145334434352,0.0,0.810763381105587,21.8952763110695,sig_r,d,e,NC,1
413,3.419,52.166,0.653,0.33243,1.7256,0.277,4.346,0.0001045,0.002562,2.01405152224824,1.56908665105386,1.49882903981265,0.0,0.809008482012284,22.1947824338909,sig_r,d,e,NC,1
414,3.419,52.166,0.659,0.33633,1.742,0.28,4.318,0.000104,0.002417,2.09350434422838,1.57633429871742,1.84526272238312,0.261067438973935,0.807253582918982,22.5782695531564,sig_r,d,e,NC,1
415,3.419,52.166,0.665,0.34025,1.7584,0.282,4.29,0.0001035,0.002392,2.11538461538461,1.56772575250836,1.62625418060201,0.263795986622074,0.80549868382568,22.8822084935353,sig_r,d,e,NC,1
416,5.648,10.566,0.417,0.00814,0.0799,0.146,10.619,0.002075,0.2033,9.29660600098377,6.98475159862272,8.46040334481062,38.3669454008854,0.926168555240793,0.0495866547966687,sig_r,d,e,NC,1
417,5.648,10.566,0.422,0.00824,0.0808,0.147,10.603,0.002077,0.2097,9.01287553648069,6.67620410109681,8.05913209346686,36.2422508345255,0.92528328611898,0.0503969060057137,sig_r,d,e,NC,1
418,5.648,10.566,0.426,0.00833,0.0816,0.149,10.601,0.002079,0.2455,7.65784114052953,5.78411405295316,7.20977596741344,30.183299389002,0.92457507082153,0.0515643062209129,sig_r,d,e,NC,1
419,5.648,10.566,0.431,0.00843,0.0825,0.15,10.586,0.00208,0.2044,9.14872798434442,6.60469667318982,8.56164383561644,35.2739726027397,0.923689801699717,0.0523882663235213,sig_r,d,e,NC,1
420,5.648,10.566,0.435,0.00852,0.0834,0.152,10.583,0.002082,0.2372,7.84148397976391,5.77571669477234,6.70320404721754,29.8060708263069,0.922981586402266,0.0537048709368295,sig_r,d,e,NC,1
421,5.648,10.566,0.44,0.00862,0.0842,0.153,10.569,0.002084,0.1955,9.10485933503836,6.59846547314578,7.97953964194373,35.1918158567775,0.922096317280453,0.0544136156579681,sig_r,d,e,NC,1
422,5.648,10.566,0.444,0.00872,0.0851,0.155,10.554,0.002086,0.2212,8.04701627486438,5.87703435804702,6.91681735985533,30.2893309222423,0.921388101983003,0.0557525564605702,sig_r,d,e,NC,1
423,5.648,10.566,0.449,0.00881,0.086,0.156,10.553,0.002088,0.2275,7.73626373626374,5.71428571428571,6.68131868131868,28.8791208791209,0.92050283286119,0.0566043257976799,sig_r,d,e,NC,1
424,5.648,10.566,0.453,0.00891,0.0868,0.158,10.539,0.002089,0.192,8.95833333333333,6.40625,7.8125,33.3333333333333,0.919794617563739,0.0578339585330857,sig_r,d,e,NC,1
425,5.648,10.566,0.458,0.009,0.0877,0.159,10.537,0.002091,0.2306,7.45880312228968,5.46400693842151,7.19861231569818,27.0164787510841,0.918909348441926,0.0586990489316291,sig_r,d,e,NC,1
426,5.648,10.566,0.462,0.0091,0.0886,0.161,10.524,0.002093,0.2534,6.70876085240726,5.01183898973954,5.8405682715075,24.1120757695343,0.918201133144476,0.0600842823227827,sig_r,d,e,NC,1
427,5.648,10.566,0.467,0.0092,0.0894,0.163,10.511,0.002095,0.2059,8.06216610004857,5.77950461389024,8.01359883438563,28.8975230694512,0.917315864022663,0.0612022061978678,sig_r,d,e,NC,1
428,5.648,10.566,0.471,0.00929,0.0903,0.164,10.509,0.002097,0.2387,7.03812316715542,5.11101801424382,6.158357771261,24.4658567239212,0.916607648725212,0.062234166302776,sig_r,d,e,NC,1
429,5.648,10.566,0.474,0.00936,0.0909,0.165,10.498,0.002098,0.2164,6.74676524953789,5.45286506469501,6.79297597042514,26.5711645101664,0.916076487252125,0.0630041811962689,sig_r,d,e,NC,1
430,5.648,10.566,0.476,0.00939,0.0912,0.166,10.496,0.002099,0.218,7.52293577981651,5.41284403669725,6.78899082568807,26.2844036697248,0.915722379603399,0.0635084957997219,sig_r,d,e,NC,1
431,5.648,10.566,0.48,0.00947,0.0918,0.167,10.488,0.0021,0.1754,8.0957810718358,6.32839224629418,8.38084378563284,31.8700114025086,0.915014164305949,0.0641369810949912,sig_r,d,e,NC,1
432,5.648,10.566,0.48,0.00949,0.092,0.167,10.485,0.0021,0.2187,7.49885688157293,5.30406950160037,6.76726108824874,25.4686785550983,0.915014164305949,0.064416561499374,sig_r,d,e,NC,1
433,5.648,10.566,0.485,0.00958,0.0928,0.169,10.478,0.002102,0.1909,7.49083289680461,5.81456259821896,7.85751702462022,28.7061288632792,0.914128895184136,0.0655687500080673,sig_r,d,e,NC,1
434,5.648,10.566,0.485,0.00959,0.0929,0.169,10.473,0.002102,0.2349,6.98169433801618,4.98084291187739,6.38569604086845,23.2865048957003,0.914128895184136,0.0657100424293281,sig_r,d,e,NC,1
435,5.648,10.566,0.49,0.00969,0.0938,0.17,10.469,0.002104,0.2145,6.62004662004662,5.22144522144522,6.94638694638695,24.6620046620047,0.913243626062323,0.0666225927082804,sig_r,d,e,NC,1
436,5.648,10.566,0.495,0.0098,0.0948,0.172,10.459,0.002106,0.1767,7.80984719864177,5.99886813808715,8.48896434634975,29.5415959252971,0.91235835694051,0.06807833368699,sig_r,d,e,NC,1
437,5.648,10.566,0.5,0.00991,0.0958,0.174,10.45,0.002109,0.1922,7.12799167533819,5.51508844953174,7.80437044745057,26.3787721123829,0.911473087818697,0.0695479280496187,sig_r,d,e,NC,1
438,5.648,10.566,0.505,0.01003,0.0968,0.176,10.431,0.002111,0.1781,7.52386299831555,5.78326782706345,8.5906793935991,27.9056709713644,0.910587818696884,0.0710310989383516,sig_r,d,e,NC,1
439,5.648,10.566,0.51,0.01014,0.0978,0.177,10.423,0.002113,0.1934,6.87693898655636,5.37745604963806,7.8076525336091,25.1809720785936,0.909702549575071,0.0721207413721087,sig_r,d,e,NC,1
440,5.648,10.566,0.515,0.01025,0.0987,0.179,10.414,0.002115,0.1873,6.99412706887346,5.39241857981847,8.22210357714896,25.2536038441004,0.908817280453258,0.0734785579918091,sig_r,d,e,NC,1
441,5.648,10.566,0.521,0.01036,0.0997,0.181,10.405,0.002117,0.1977,6.62620131512393,5.10875063227112,7.8907435508346,23.4193222053617,0.907754957507082,0.0748365883352485,sig_r,d,e,NC,1
442,5.648,10.566,0.526,0.01048,0.1007,0.183,10.387,0.002119,0.2111,6.15821885362387,4.83183325438181,7.24774988157271,21.5063950734249,0.906869688385269,0.0763669261545559,sig_r,d,e,NC,1
443,5.648,10.566,0.531,0.01059,0.1017,0.184,10.379,0.002122,0.2013,6.35866865375062,4.9130650769995,7.84898161947342,21.9076005961252,0.905984419263456,0.0774898271694286,sig_r,d,e,NC,1
444,5.648,10.566,0.536,0.0107,0.1027,0.186,10.372,0.002124,0.1844,6.83297180043384,5.18980477223427,8.67678958785249,23.4273318872017,0.905099150141643,0.0790434595947985,sig_r,d,e,NC,1
445,5.648,10.566,0.539,0.01077,0.1032,0.187,10.364,0.002125,0.1813,4.30226144511859,5.20683949255378,8.82515168229454,23.4418091560949,0.904567988668555,0.0797417736453031,sig_r,d,e,NC,1
446,5.648,10.566,0.541,0.01081,0.1036,0.188,10.364,0.002126,0.2101,6.04474059971442,4.65968586387435,7.66301761066159,20.1808662541647,0.90421388101983,0.0804549349250347,sig_r,d,e,NC,1
447,5.648,10.566,0.545,0.0109,0.1044,0.189,10.351,0.002128,0.1774,4.38556933483653,5.23111612175874,9.07553551296505,23.4498308906426,0.90350566572238,0.0814582309114986,sig_r,d,e,NC,1
448,5.648,10.566,0.546,0.01093,0.1046,0.19,10.348,0.002128,0.1921,6.50702758979698,4.91931285788652,8.01665799062988,21.603331598126,0.903328611898017,0.0820334452116857,sig_r,d,e,NC,1
449,5.648,10.566,0.551,0.01103,0.1055,0.191,10.339,0.00213,0.1908,4.07756813417191,4.88993710691824,8.07127882599581,21.3312368972746,0.902443342776204,0.0830325162516385,sig_r,d,e,NC,1
450,5.648,10.566,0.551,0.01104,0.1056,0.191,10.34,0.00213,0.1833,6.76486633933442,5.00272776868522,8.72885979268958,21.9858156028369,0.902443342776204,0.0831898808077776,sig_r,d,e,NC,1
451,5.648,10.566,0.557,0.01116,0.1066,0.193,10.326,0.002133,0.1715,4.44897959183673,5.19533527696793,9.38775510204082,23.0320699708455,0.901381019830028,0.084619286899758,sig_r,d,e,NC,1
452,5.648,10.566,0.562,0.01129,0.1077,0.195,10.314,0.002135,0.1834,4.13304252998909,4.88549618320611,8.83315158124318,21.0468920392585,0.900495750708215,0.0863918172479866,sig_r,d,e,NC,1
453,5.648,10.566,0.568,0.01142,0.1088,0.197,10.301,0.002138,0.1838,4.06420021762786,4.80957562568009,8.43307943416757,20.5114254624592,0.89943342776204,0.0880049594742376,sig_r,d,e,NC,1
454,5.648,10.566,0.574,0.01155,0.1099,0.199,10.29,0.00214,0.1891,3.90798519301957,4.64833421470122,8.35536753040719,19.4606028556319,0.898371104815864,0.089630347754847,sig_r,d,e,NC,1
455,5.648,10.566,0.58,0.01168,0.1111,0.201,10.279,0.002143,0.1806,4.03654485049834,4.7452934662237,8.74861572535991,19.9335548172757,0.897308781869688,0.0914325642552059,sig_r,d,e,NC,1
456,5.648,10.566,0.586,0.01181,0.1122,0.203,10.267,0.002145,0.1657,4.29692214846107,4.99094749547375,9.53530476765238,21.2432106216053,0.896246458923513,0.0930835360135667,sig_r,d,e,NC,1
457,5.648,10.566,0.592,0.01194,0.1133,0.205,10.256,0.002148,0.1777,4.00675295441756,4.68204839617333,8.8351153629713,19.358469330332,0.895184135977337,0.0947465085244079,sig_r,d,e,NC,1
458,5.648,10.566,0.597,0.01207,0.1144,0.207,10.245,0.002151,0.1845,3.82113821138211,4.49322493224932,8.40108401084011,18.1571815718157,0.894298866855524,0.0966055414246724,sig_r,d,e,NC,1
459,5.648,10.566,0.603,0.0122,0.1155,0.209,10.234,0.002153,0.1878,3.73269435569755,4.38764643237487,9.05218317358893,17.4653887113951,0.893236543909348,0.0982939179003675,sig_r,d,e,NC,1
460,5.648,10.566,0.609,0.01234,0.1167,0.211,10.217,0.002156,0.1896,3.68143459915612,4.29852320675105,8.06962025316456,16.8776371308017,0.892174220963173,0.100165506335905,sig_r,d,e,NC,1
461,5.648,10.566,0.613,0.01242,0.1174,0.212,10.215,0.002157,0.1809,4.58817025981205,4.41680486456606,8.45771144278607,17.4682144831399,0.891466005665722,0.101089989037989,sig_r,d,e,NC,1
462,5.648,10.566,0.615,0.01247,0.1178,0.213,10.206,0.002158,0.1918,3.62356621480709,4.21793534932221,7.97705943691345,16.3712200208551,0.891111898016997,0.101878625910467,sig_r,d,e,NC,1
463,5.648,10.566,0.62,0.01257,0.1187,0.215,10.202,0.00216,0.1663,4.93084786530367,4.63018641010223,9.07997594708358,18.5207456404089,0.890226628895184,0.103446685394334,sig_r,d,e,NC,1
464,5.648,10.566,0.621,0.0126,0.1189,0.215,10.196,0.002161,0.1767,3.88228636106395,4.4199207696661,8.54555744199208,17.3740803621958,0.890049575070821,0.103603339516736,sig_r,d,e,NC,1
465,5.648,10.566,0.626,0.01273,0.1199,0.217,10.181,0.002163,0.1734,4.70588235294118,4.42906574394464,8.65051903114187,17.358708189158,0.889164305949008,0.105356885509521,sig_r,d,e,NC,1
466,5.648,10.566,0.627,0.01273,0.12,0.217,10.187,0.002163,0.1844,3.73101952277657,4.24620390455531,8.13449023861171,16.3232104121475,0.888987252124646,0.105339566388337,sig_r,d,e,NC,1
467,5.648,10.566,0.633,0.01288,0.1212,0.219,10.169,0.002166,0.2054,4.04089581304771,3.88510223953262,7.15676728334956,14.2648490749757,0.88792492917847,0.107263698437468,sig_r,d,e,NC,1
468,5.648,10.566,0.639,0.01303,0.1225,0.221,10.157,0.002169,0.1936,4.19421487603306,3.99793388429752,7.54132231404959,14.7727272727273,0.886862606232295,0.109380562718298,sig_r,d,e,NC,1
469,5.648,10.566,0.646,0.01318,0.1237,0.223,10.145,0.002172,0.1945,4.10796915167095,3.93830334190231,7.45501285347044,14.3958868894602,0.885623229461756,0.111135230953396,sig_r,d,e,NC,1
470,5.648,10.566,0.653,0.01334,0.125,0.226,10.126,0.002175,0.1766,4.4167610419026,4.15628539071348,9.4563986409966,15.4586636466591,0.884383852691218,0.113583719956697,sig_r,d,e,NC,1
471,5.648,10.566,0.659,0.01349,0.1263,0.228,10.114,0.002178,0.1755,4.42165242165242,4.13105413105413,8.09116809116809,15.2136752136752,0.883321529745043,0.115750083877276,sig_r,d,e,NC,1
472,5.648,10.566,0.666,0.01364,0.1275,0.23,10.103,0.002181,0.1768,4.32126696832579,4.06108597285068,8.0316742081448,14.762443438914,0.882082152974504,0.117542977470908,sig_r,d,e,NC,1
473,5.648,10.566,0.673,0.0138,0.1288,0.232,10.086,0.002185,0.1893,4.04648705758056,3.82989963021659,7.5013206550449,13.4706814580032,0.880842776203966,0.119531461796078,sig_r,d,e,NC,1
474,5.648,10.566,0.679,0.01395,0.1301,0.235,10.075,0.002188,0.1998,3.80880880880881,3.65365365365365,6.95695695695696,12.4624624624625,0.87978045325779,0.122261458366235,sig_r,d,e,NC,1
475,5.648,10.566,0.686,0.01411,0.1313,0.237,10.058,0.002191,0.1904,3.94432773109244,3.72899159663866,7.35294117647059,12.7626050420168,0.878541076487252,0.124091183199163,sig_r,d,e,NC,1
476,5.648,10.566,0.692,0.01426,0.1326,0.239,10.048,0.002194,0.1753,4.20992584141472,3.90188248716486,7.87221905305191,13.5767256132345,0.877478753541076,0.126334540921843,sig_r,d,e,NC,1
477,5.648,10.566,0.696,0.01434,0.1333,0.24,10.043,0.002195,0.1713,2.79042615294804,3.94045534150613,7.93928779918272,13.7186223000584,0.876770538243626,0.127343490732911,sig_r,d,e,NC,1
478,5.648,10.566,0.699,0.01442,0.1339,0.241,10.031,0.002197,0.1742,4.23076923076923,3.87485648679679,7.74971297359357,13.3180252583238,0.876239376770538,0.128378246438731,sig_r,d,e,NC,1
479,5.648,10.566,0.703,0.01452,0.1347,0.243,10.025,0.002199,0.177,2.70621468926554,3.80790960451977,7.51412429378531,12.9378531073446,0.875531161473088,0.130120209198859,sig_r,d,e,NC,1
480,5.648,10.566,0.706,0.01457,0.1352,0.243,10.022,0.0022,0.1741,4.20448018380241,3.83687535898909,7.52441125789776,13.0959218839747,0.875,0.130434266716067,sig_r,d,e,NC,1
481,5.648,10.566,0.711,0.0147,0.1362,0.245,10.008,0.002203,0.1904,2.52626050420168,3.58718487394958,6.82773109243697,11.7647058823529,0.874114730878187,0.132356561860709,sig_r,d,e,NC,1
482,5.648,10.566,0.712,0.01473,0.1364,0.246,10.006,0.002203,0.1986,3.68580060422961,3.33333333333333,6.49546827794562,10.4733131923464,0.873937677053824,0.133066770579336,sig_r,d,e,NC,1
483,5.648,10.566,0.719,0.01488,0.1376,0.248,9.991,0.002206,0.171,2.74269005847953,3.80701754385965,7.48538011695906,12.7485380116959,0.872698300283286,0.13495445144735,sig_r,d,e,NC,1
484,5.648,10.566,0.726,0.01506,0.1391,0.25,9.975,0.00221,0.1907,2.46460409019402,3.50288411116938,6.65967488201363,11.1693759832197,0.871458923512748,0.13744318572954,sig_r,d,e,NC,1
485,5.648,10.566,0.734,0.01524,0.1405,0.253,9.96,0.002213,0.1841,2.51493753394894,3.54155350353069,6.73546985334058,11.2982074959261,0.870042492917847,0.140078135673706,sig_r,d,e,NC,1
486,5.648,10.566,0.741,0.01542,0.1419,0.255,9.944,0.002217,0.175,2.6,3.62285714285714,7.14285714285714,11.6,0.868803116147309,0.14240095183569,sig_r,d,e,NC,1
487,5.648,10.566,0.749,0.0156,0.1434,0.258,9.929,0.002221,0.1724,2.60440835266821,3.61948955916473,7.13457076566125,11.4849187935035,0.867386685552408,0.145273219029302,sig_r,d,e,NC,1
488,5.648,10.566,0.756,0.01578,0.1448,0.26,9.914,0.002224,0.1725,2.58550724637681,3.5768115942029,7.2463768115942,11.2463768115942,0.86614730878187,0.147627229649832,sig_r,d,e,NC,1
489,5.648,10.566,0.764,0.01596,0.1463,0.263,9.899,0.002228,0.1778,2.49718785151856,3.47581552305962,6.97412823397075,10.6299212598425,0.864730878186969,0.150538284516769,sig_r,d,e,NC,1
490,5.648,10.566,0.771,0.01614,0.1477,0.265,9.884,0.002232,0.1772,2.47178329571106,3.44808126410835,6.99774266365688,10.4401805869074,0.863491501416431,0.15292284355635,sig_r,d,e,NC,1
491,5.648,10.566,0.779,0.01632,0.1491,0.268,9.87,0.002235,0.1661,2.5948223961469,3.55809753160747,7.46538229981939,10.8970499698977,0.86207507082153,0.155662801522917,sig_r,d,e,NC,1
492,5.648,10.566,0.786,0.01651,0.1506,0.27,9.851,0.002239,0.1738,2.50287686996548,3.41772151898734,7.13463751438435,10.1841196777906,0.860835694050992,0.15828593177752,sig_r,d,e,NC,1
493,5.648,10.566,0.791,0.01662,0.1515,0.272,9.845,0.002241,0.1724,3.34106728538283,3.41647331786543,7.19257540603248,10.092807424594,0.859950424929178,0.160144358000998,sig_r,d,e,NC,1
494,5.648,10.566,0.794,0.01669,0.152,0.273,9.837,0.002243,0.1753,2.47005134055904,3.37136337706788,7.07358813462635,9.8687963491158,0.859419263456091,0.161059999230072,sig_r,d,e,NC,1
495,5.648,10.566,0.8,0.01683,0.1532,0.275,9.827,0.002246,0.173,3.32947976878613,3.3757225433526,7.16763005780347,9.82658959537572,0.858356940509915,0.163323100949395,sig_r,d,e,NC,1
496,5.648,10.566,0.801,0.01687,0.1535,0.275,9.825,0.002246,0.1723,2.48984329657574,3.37202553685432,7.19674985490424,9.8084735925711,0.858179886685552,0.163715946624732,sig_r,d,e,NC,1
497,5.648,10.566,0.808,0.01704,0.1548,0.277,9.809,0.00225,0.1764,3.26530612244898,3.29931972789116,7.08616780045351,9.41043083900227,0.856940509915014,0.16595786124685,sig_r,d,e,NC,1
498,5.648,10.566,0.809,0.01706,0.1549,0.278,9.806,0.00225,0.1847,2.34975636166757,3.19978343259339,6.76773145641581,8.98754737412019,0.856763456090652,0.166522925573867,sig_r,d,e,NC,1
499,5.648,10.566,0.817,0.01725,0.1564,0.28,9.792,0.002254,0.1813,3.16050744622173,3.2046332046332,6.89464975179261,8.93546607832322,0.855347025495751,0.168959726367701,sig_r,d,e,NC,1
500,5.648,10.566,0.825,0.01747,0.1581,0.283,9.77,0.002259,0.1786,3.16909294512878,3.2026875699888,6.99888017917133,8.84658454647256,0.85393059490085,0.172450212959334,sig_r,d,e,NC,1
501,5.648,10.566,0.834,0.01768,0.1597,0.286,9.753,0.002263,0.1752,3.19063926940639,3.20776255707763,7.13470319634703,8.78995433789954,0.852337110481586,0.175491865911541,sig_r,d,e,NC,1
502,5.648,10.566,0.842,0.01789,0.1613,0.289,9.737,0.002267,0.1856,3.0010775862069,3.07112068965517,6.62715517241379,8.08189655172414,0.850920679886686,0.178809327736062,sig_r,d,e,NC,1
503,5.648,10.566,0.851,0.0181,0.163,0.291,9.722,0.002272,0.1782,3.08080808080808,3.11447811447811,6.84624017957351,8.24915824915825,0.849327195467422,0.181488074721041,sig_r,d,e,NC,1
504,5.648,10.566,0.859,0.01832,0.1646,0.294,9.702,0.002276,0.1711,3.15604909409702,3.16189362945646,7.13033313851549,8.35768556399766,0.847910764872521,0.184843751730662,sig_r,d,e,NC,1
