,x,Q2,W2,value,%stat_u,%*syst_u,%*norm_c,exp,target,current,lepton beam,units,obs
27,0.372118,1.4,3.242248,0.2209143,1.19630553567605,2.83,1.26,jlcee96,d,e,nc,1,f2
28,0.3746855,1.4,3.216467,0.2183918,1.19042885309796,2.83,1.26,jlcee96,d,e,nc,1,f2
29,0.3772888,1.4,3.190686,0.2127114,1.19803216940888,2.83,1.26,jlcee96,d,e,nc,1,f2
30,0.3799284,1.4,3.164905,0.2186178,1.2051671913266,2.83,1.26,jlcee96,d,e,nc,1,f2
31,0.3826053,1.4,3.139124,0.2180811,1.20254850145198,2.83,1.26,jlcee96,d,e,nc,1,f2
32,0.3853202,1.4,3.113342,0.2165789,1.20583630261304,2.83,1.26,jlcee96,d,e,nc,1,f2
33,0.3880738,1.4,3.087562,0.2080398,1.21748242403617,2.83,1.26,jlcee96,d,e,nc,1,f2
34,0.3908671,1.4,3.06178,0.2193588,1.22691726978813,2.83,1.26,jlcee96,d,e,nc,1,f2
35,0.3937008,1.4,3.035999,0.2152695,1.22580579227434,2.83,1.26,jlcee96,d,e,nc,1,f2
36,0.3965761,1.4,3.010218,0.2219092,1.28982484727988,2.83,1.26,jlcee96,d,e,nc,1,f2
37,0.3994935,1.4,2.984437,0.2151454,0.929982700071673,2.83,1.26,jlcee96,d,e,nc,1,f2
38,0.4024543,1.4,2.958656,0.2172993,0.937521657916063,2.83,1.26,jlcee96,d,e,nc,1,f2
39,0.4054593,1.4,2.932874,0.2173142,1.09294330513146,2.83,1.26,jlcee96,d,e,nc,1,f2
40,0.4085094,1.4,2.907094,0.2062452,1.41171091496917,2.83,1.26,jlcee96,d,e,nc,1,f2
41,0.4116058,1.4,2.881312,0.2089436,1.42664144773996,2.83,1.26,jlcee96,d,e,nc,1,f2
42,0.4147495,1.4,2.855531,0.2017656,1.42615292200454,2.83,1.26,jlcee96,d,e,nc,1,f2
43,0.4179416,1.4,2.82975,0.199448,1.42021930528258,2.83,1.26,jlcee96,d,e,nc,1,f2
44,0.4211832,1.4,2.803969,0.2021376,1.43733427130826,2.83,1.26,jlcee96,d,e,nc,1,f2
45,0.4244755,1.4,2.778188,0.1941094,1.43562650752617,2.83,1.26,jlcee96,d,e,nc,1,f2
46,0.4278196,1.4,2.752407,0.1943646,1.44799413061844,2.83,1.26,jlcee96,d,e,nc,1,f2
47,0.4312169,1.4,2.726626,0.1871738,1.44227023226541,2.83,1.26,jlcee96,d,e,nc,1,f2
48,0.4346686,1.4,2.700845,0.1901502,1.45903186007693,2.83,1.26,jlcee96,d,e,nc,1,f2
49,0.4381759,1.4,2.675064,0.18621,1.4578089254068,2.83,1.26,jlcee96,d,e,nc,1,f2
50,0.4417404,1.4,2.649282,0.1810456,1.46843171002223,2.83,1.26,jlcee96,d,e,nc,1,f2
51,0.4453632,1.4,2.623502,0.1782097,1.45815631809043,2.83,1.26,jlcee96,d,e,nc,1,f2
52,0.4490461,1.4,2.59772,0.1768623,1.48824424425104,2.83,1.26,jlcee96,d,e,nc,1,f2
53,0.4527903,1.4,2.571939,0.1763315,1.48777047776489,2.83,1.26,jlcee96,d,e,nc,1,f2
54,0.4565975,1.4,2.546158,0.1731745,1.47984547378511,2.83,1.26,jlcee96,d,e,nc,1,f2
55,0.4604692,1.4,2.520377,0.1730161,1.49556370765495,2.83,1.26,jlcee96,d,e,nc,1,f2
56,0.4644073,1.4,2.494596,0.1690671,1.50130392015951,2.83,1.26,jlcee96,d,e,nc,1,f2
57,0.4684132,1.4,2.468814,0.1740539,1.52165162630656,2.83,1.26,jlcee96,d,e,nc,1,f2
58,0.4724887,1.4,2.443034,0.1674798,1.52397960828709,2.83,1.26,jlcee96,d,e,nc,1,f2
59,0.4766359,1.4,2.417252,0.1720683,1.6321838479255,2.83,1.26,jlcee96,d,e,nc,1,f2
60,0.4808565,1.4,2.391471,0.1714212,1.11122603271941,2.83,1.26,jlcee96,d,e,nc,1,f2
61,0.4851526,1.4,2.36569,0.1678795,1.12238182744171,2.83,1.26,jlcee96,d,e,nc,1,f2
62,0.4895261,1.4,2.339909,0.1655905,1.13720533484711,2.83,1.26,jlcee96,d,e,nc,1,f2
63,0.4939791,1.4,2.314128,0.1707261,1.50157005870807,2.83,1.26,jlcee96,d,e,nc,1,f2
64,0.498514,1.4,2.288347,0.1660061,1.62649384570808,2.83,1.26,jlcee96,d,e,nc,1,f2
65,0.5031329,1.4,2.262565,0.1590625,1.64521241650295,2.83,1.26,jlcee96,d,e,nc,1,f2
66,0.5078381,1.4,2.236784,0.1575304,1.64363132449356,2.83,1.26,jlcee96,d,e,nc,1,f2
67,0.5126321,1.4,2.211003,0.1503374,1.65146796472468,2.83,1.26,jlcee96,d,e,nc,1,f2
68,0.5175176,1.4,2.185222,0.1494983,1.67177419408783,2.83,1.26,jlcee96,d,e,nc,1,f2
69,0.5224971,1.4,2.159441,0.1415985,1.66358541933707,2.83,1.26,jlcee96,d,e,nc,1,f2
70,0.5275732,1.4,2.13366,0.1351023,1.67842664410599,2.83,1.26,jlcee96,d,e,nc,1,f2
71,0.5327491,1.4,2.107879,0.133984,1.69201546453308,2.83,1.26,jlcee96,d,e,nc,1,f2
72,0.5380273,1.4,2.082098,0.1282265,1.69561206146935,2.83,1.26,jlcee96,d,e,nc,1,f2
73,0.5434115,1.4,2.056317,0.1229068,1.72093570087253,2.83,1.26,jlcee96,d,e,nc,1,f2
74,0.5489042,1.4,2.030536,0.1212197,1.72954148541862,2.83,1.26,jlcee96,d,e,nc,1,f2
75,0.5545093,1.4,2.004755,0.1165652,1.74980611709155,2.83,1.26,jlcee96,d,e,nc,1,f2
76,0.56023,1.4,1.978974,0.111508,1.72877551386448,2.83,1.26,jlcee96,d,e,nc,1,f2
77,0.5660701,1.4,1.953192,0.1113722,1.7573380071508,2.83,1.26,jlcee96,d,e,nc,1,f2
78,0.572033,1.4,1.927411,0.1093724,1.77732773533359,2.83,1.26,jlcee96,d,e,nc,1,f2
79,0.5781232,1.4,1.90163,0.1089376,1.77606997033164,2.83,1.26,jlcee96,d,e,nc,1,f2
80,0.584344,1.4,1.875849,0.1024897,1.78310893680048,2.83,1.26,jlcee96,d,e,nc,1,f2
81,0.5907004,1.4,1.850067,0.1065123,1.78250305363794,2.83,1.26,jlcee96,d,e,nc,1,f2
82,0.5971966,1.4,1.824287,0.09909585,1.79799053138956,2.83,1.26,jlcee96,d,e,nc,1,f2
83,0.6038373,1.4,1.798505,0.1028089,1.83965493259825,2.83,1.26,jlcee96,d,e,nc,1,f2
84,0.6106275,1.4,1.772724,0.09898497,1.82716830646107,2.83,1.26,jlcee96,d,e,nc,1,f2
85,0.6175718,1.4,1.746943,0.1004498,1.40929001351919,2.83,1.26,jlcee96,d,e,nc,1,f2
86,0.6246759,1.4,1.721162,0.0996711,1.17463035925158,2.83,1.26,jlcee96,d,e,nc,1,f2
87,0.6319454,1.4,1.695381,0.09788319,1.18265454977509,2.83,1.26,jlcee96,d,e,nc,1,f2
88,0.6393863,1.4,1.6696,0.1020248,1.1874563831539,2.83,1.26,jlcee96,d,e,nc,1,f2
89,0.6470043,1.4,1.643819,0.09954007,1.20045424922848,2.83,1.26,jlcee96,d,e,nc,1,f2
90,0.654806,1.4,1.618037,0.1082454,1.50952927329937,2.83,1.26,jlcee96,d,e,nc,1,f2
91,0.6627983,1.4,1.592257,0.106014,1.55330050748014,2.83,1.26,jlcee96,d,e,nc,1,f2
92,0.6709881,1.4,1.566475,0.1101844,1.56897165115933,2.83,1.26,jlcee96,d,e,nc,1,f2
93,0.6793828,1.4,1.540694,0.11272,1.55851933995742,2.83,1.26,jlcee96,d,e,nc,1,f2
94,0.68799,1.4,1.514913,0.1148232,1.5756476043169,2.83,1.26,jlcee96,d,e,nc,1,f2
95,0.6968184,1.4,1.489132,0.1185942,1.60692512787303,2.83,1.26,jlcee96,d,e,nc,1,f2
96,0.7058761,1.4,1.463351,0.1123789,1.63021884001356,2.83,1.26,jlcee96,d,e,nc,1,f2
97,0.7151726,1.4,1.43757,0.1100538,1.63216626777085,2.83,1.26,jlcee96,d,e,nc,1,f2
98,0.724717,1.4,1.411789,0.09878621,1.66522938778601,2.83,1.26,jlcee96,d,e,nc,1,f2
99,0.7345196,1.4,1.386007,0.08191568,1.69743082154723,2.83,1.26,jlcee96,d,e,nc,1,f2
100,0.744591,1.4,1.360227,0.0693704,1.74912498702617,2.83,1.26,jlcee96,d,e,nc,1,f2
101,0.7549427,1.4,1.334445,0.05415715,1.7999663940957,2.83,1.26,jlcee96,d,e,nc,1,f2
102,0.7655861,1.4,1.308664,0.04102033,1.85491291757039,2.83,1.26,jlcee96,d,e,nc,1,f2
103,0.7765338,1.4,1.282883,0.02983706,1.92123419666683,2.83,1.26,jlcee96,d,e,nc,1,f2
104,0.7877994,1.4,1.257102,0.01903533,2.01562463062106,2.83,1.26,jlcee96,d,e,nc,1,f2
105,0.7993966,1.4,1.231321,0.0126492,2.14771289883945,2.83,1.26,jlcee96,d,e,nc,1,f2
106,0.8113402,1.4,1.20554,0.007689407,2.28182485333394,2.83,1.26,jlcee96,d,e,nc,1,f2
107,0.8236463,1.4,1.179759,0.004271349,2.47920972975985,2.83,1.26,jlcee96,d,e,nc,1,f2
108,0.3513426,1.7,4.018583,0.2226721,1.77045260721932,2.83,1.26,jlcee96,d,e,nc,1,f2
109,0.3532219,1.7,3.992838,0.2151655,1.78989522019097,2.83,1.26,jlcee96,d,e,nc,1,f2
110,0.3551216,1.7,3.967093,0.2084316,1.81406945971724,2.83,1.26,jlcee96,d,e,nc,1,f2
111,0.3570417,1.7,3.941349,0.2117312,1.81951833267842,2.83,1.26,jlcee96,d,e,nc,1,f2
112,0.3589828,1.7,3.915604,0.2086381,1.81354172607975,2.83,1.26,jlcee96,d,e,nc,1,f2
113,0.360945,1.7,3.889859,0.2132928,1.82348677498725,2.83,1.26,jlcee96,d,e,nc,1,f2
114,0.3629289,1.7,3.864114,0.2080021,1.80430101426861,2.83,1.26,jlcee96,d,e,nc,1,f2
115,0.3649345,1.7,3.83837,0.2028404,1.83751708239581,2.83,1.26,jlcee96,d,e,nc,1,f2
116,0.3669626,1.7,3.812624,0.2093557,1.83850547178797,2.83,1.26,jlcee96,d,e,nc,1,f2
117,0.3690134,1.7,3.78688,0.2051251,1.84351256867151,2.83,1.26,jlcee96,d,e,nc,1,f2
118,0.3710871,1.7,3.761135,0.2116075,1.82134612431034,2.83,1.26,jlcee96,d,e,nc,1,f2
119,0.3731843,1.7,3.73539,0.2053612,1.83322945132771,2.83,1.26,jlcee96,d,e,nc,1,f2
120,0.3753054,1.7,3.709645,0.202097,1.84547469779363,2.83,1.26,jlcee96,d,e,nc,1,f2
121,0.3774506,1.7,3.683901,0.2069076,1.8407666030634,2.83,1.26,jlcee96,d,e,nc,1,f2
122,0.3796205,1.7,3.658156,0.2005333,1.85633857319458,2.83,1.26,jlcee96,d,e,nc,1,f2
123,0.3818156,1.7,3.632411,0.1968114,1.84152899679592,2.83,1.26,jlcee96,d,e,nc,1,f2
124,0.3840362,1.7,3.606666,0.1989356,1.85247587661535,2.83,1.26,jlcee96,d,e,nc,1,f2
125,0.3862827,1.7,3.580922,0.2029198,1.85718988487077,2.83,1.26,jlcee96,d,e,nc,1,f2
126,0.3885558,1.7,3.555177,0.2078759,1.85651198623794,2.83,1.26,jlcee96,d,e,nc,1,f2
127,0.3908556,1.7,3.529432,0.1982602,1.85300226671818,2.83,1.26,jlcee96,d,e,nc,1,f2
128,0.3931829,1.7,3.503687,0.197765,1.87097666422269,2.83,1.26,jlcee96,d,e,nc,1,f2
129,0.3955382,1.7,3.477942,0.1966591,1.87303511507985,2.83,1.26,jlcee96,d,e,nc,1,f2
130,0.3979217,1.7,3.452198,0.199027,1.87380204695845,2.83,1.26,jlcee96,d,e,nc,1,f2
131,0.402776,1.7,3.400708,0.196489,1.34146338980808,2.83,1.26,jlcee96,d,e,nc,1,f2
132,0.405248,1.7,3.374963,0.1884123,1.35650061062892,2.83,1.26,jlcee96,d,e,nc,1,f2
133,0.4077503,1.7,3.349218,0.1874835,1.36158008571421,2.83,1.26,jlcee96,d,e,nc,1,f2
134,0.4102839,1.7,3.323473,0.1858926,1.36398974461598,2.83,1.26,jlcee96,d,e,nc,1,f2
135,0.412849,1.7,3.297728,0.1811523,1.37891431684831,2.83,1.26,jlcee96,d,e,nc,1,f2
136,0.4154464,1.7,3.271983,0.183593,1.37202997935651,2.83,1.26,jlcee96,d,e,nc,1,f2
137,0.4207406,1.7,3.220494,0.1775864,1.93504457548551,2.83,1.26,jlcee96,d,e,nc,1,f2
138,0.4234387,1.7,3.194749,0.178103,1.94478812821794,2.83,1.26,jlcee96,d,e,nc,1,f2
139,0.4261715,1.7,3.169004,0.1844675,1.94891024164148,2.83,1.26,jlcee96,d,e,nc,1,f2
140,0.4289399,1.7,3.14326,0.1759282,1.95938343028576,2.83,1.26,jlcee96,d,e,nc,1,f2
141,0.4317444,1.7,3.117515,0.1794513,1.94275995771555,2.83,1.26,jlcee96,d,e,nc,1,f2
142,0.4345859,1.7,3.09177,0.1805308,1.95902084298081,2.83,1.26,jlcee96,d,e,nc,1,f2
143,0.437465,1.7,3.066025,0.1732109,1.96322286876865,2.83,1.26,jlcee96,d,e,nc,1,f2
144,0.4403825,1.7,3.04028,0.184562,1.95516303464419,2.83,1.26,jlcee96,d,e,nc,1,f2
145,0.4433392,1.7,3.014536,0.1747878,1.97177091307288,2.83,1.26,jlcee96,d,e,nc,1,f2
146,0.4463359,1.7,2.988791,0.179281,1.96586308643972,2.83,1.26,jlcee96,d,e,nc,1,f2
147,0.4493732,1.7,2.963047,0.1765309,1.95766123664469,2.83,1.26,jlcee96,d,e,nc,1,f2
148,0.4524524,1.7,2.937302,0.1783078,1.97131757556316,2.83,1.26,jlcee96,d,e,nc,1,f2
149,0.455574,1.7,2.911556,0.1739849,1.98645859497002,2.83,1.26,jlcee96,d,e,nc,1,f2
150,0.4587389,1.7,2.885812,0.1741378,1.99911621715676,2.83,1.26,jlcee96,d,e,nc,1,f2
151,0.4619481,1.7,2.860067,0.1748777,1.98587927448726,2.83,1.26,jlcee96,d,e,nc,1,f2
152,0.4652025,1.7,2.834322,0.1700147,1.99065727845886,2.83,1.26,jlcee96,d,e,nc,1,f2
153,0.4685031,1.7,2.808578,0.173492,2.01655984137597,2.83,1.26,jlcee96,d,e,nc,1,f2
154,0.4718508,1.7,2.782833,0.165175,2.01041259270471,2.83,1.26,jlcee96,d,e,nc,1,f2
155,0.4752468,1.7,2.757088,0.1692279,2.02137531695424,2.83,1.26,jlcee96,d,e,nc,1,f2
156,0.478692,1.7,2.731344,0.1538406,2.04073567055771,2.83,1.26,jlcee96,d,e,nc,1,f2
157,0.4821877,1.7,2.705598,0.1612789,1.84679583008069,2.83,1.26,jlcee96,d,e,nc,1,f2
158,0.4857347,1.7,2.679853,0.1532587,1.42274598440415,2.83,1.26,jlcee96,d,e,nc,1,f2
159,0.4893341,1.7,2.654109,0.1538513,1.43601516529272,2.83,1.26,jlcee96,d,e,nc,1,f2
160,0.4929875,1.7,2.628364,0.1467848,1.44721183664794,2.83,1.26,jlcee96,d,e,nc,1,f2
161,0.4966957,1.7,2.602619,0.1435323,1.45089084477849,2.83,1.26,jlcee96,d,e,nc,1,f2
162,0.5004601,1.7,2.576874,0.1426681,1.47271464328746,2.83,1.26,jlcee96,d,e,nc,1,f2
163,0.5042821,1.7,2.551129,0.1398473,1.46637439550138,2.83,1.26,jlcee96,d,e,nc,1,f2
164,0.5121037,1.7,2.49964,0.137321,1.97593448926239,2.83,1.26,jlcee96,d,e,nc,1,f2
165,0.5161064,1.7,2.473895,0.1331219,1.98265123920257,2.83,1.26,jlcee96,d,e,nc,1,f2
166,0.5201719,1.7,2.44815,0.1349554,1.99404692216836,2.83,1.26,jlcee96,d,e,nc,1,f2
167,0.5243021,1.7,2.422405,0.1387005,2.00273106441577,2.83,1.26,jlcee96,d,e,nc,1,f2
168,0.5284984,1.7,2.396661,0.1315528,2.0232210944959,2.83,1.26,jlcee96,d,e,nc,1,f2
169,0.5327623,1.7,2.370916,0.1336226,2.0298572247509,2.83,1.26,jlcee96,d,e,nc,1,f2
170,0.5370957,1.7,2.345171,0.130997,2.00601693168546,2.83,1.26,jlcee96,d,e,nc,1,f2
171,0.5415002,1.7,2.319427,0.129648,2.03554239170678,2.83,1.26,jlcee96,d,e,nc,1,f2
172,0.5459774,1.7,2.293682,0.1279379,2.04814445133147,2.83,1.26,jlcee96,d,e,nc,1,f2
173,0.5505294,1.7,2.267937,0.1266062,2.06507975122861,2.83,1.26,jlcee96,d,e,nc,1,f2
174,0.5551578,1.7,2.242192,0.1335882,2.05651397353958,2.83,1.26,jlcee96,d,e,nc,1,f2
175,0.5598647,1.7,2.216447,0.123468,2.08097482748566,2.83,1.26,jlcee96,d,e,nc,1,f2
176,0.5646523,1.7,2.190703,0.118948,2.0808580219928,2.83,1.26,jlcee96,d,e,nc,1,f2
177,0.5695223,1.7,2.164958,0.1163117,2.08669549151117,2.83,1.26,jlcee96,d,e,nc,1,f2
178,0.5744771,1.7,2.139213,0.1133396,2.11532597609309,2.83,1.26,jlcee96,d,e,nc,1,f2
179,0.5795187,1.7,2.113468,0.1098877,2.11838995629174,2.83,1.26,jlcee96,d,e,nc,1,f2
180,0.5846498,1.7,2.087723,0.1039571,2.16354149933001,2.83,1.26,jlcee96,d,e,nc,1,f2
181,0.5898725,1.7,2.061979,0.09901604,2.1624274208502,2.83,1.26,jlcee96,d,e,nc,1,f2
182,0.5951895,1.7,2.036233,0.09823117,2.17098707060091,2.83,1.26,jlcee96,d,e,nc,1,f2
183,0.6006031,1.7,2.010489,0.09694417,2.18600870996162,2.83,1.26,jlcee96,d,e,nc,1,f2
184,0.606116,1.7,1.984744,0.09382305,2.18304243999742,2.83,1.26,jlcee96,d,e,nc,1,f2
185,0.6117311,1.7,1.958999,0.09048191,2.22862116858497,2.83,1.26,jlcee96,d,e,nc,1,f2
186,0.6174512,1.7,1.933254,0.08874714,2.22052451493085,2.83,1.26,jlcee96,d,e,nc,1,f2
187,0.6292183,1.7,1.881765,0.08705749,1.54050731304107,2.83,1.26,jlcee96,d,e,nc,1,f2
188,0.6352718,1.7,1.85602,0.08336841,1.54649225048193,2.83,1.26,jlcee96,d,e,nc,1,f2
189,0.6414428,1.7,1.830275,0.07988181,1.57806889954046,2.83,1.26,jlcee96,d,e,nc,1,f2
190,0.6477349,1.7,1.804531,0.07868028,1.59154873368524,2.83,1.26,jlcee96,d,e,nc,1,f2
191,0.6541517,1.7,1.778786,0.07440816,1.58937541258916,2.83,1.26,jlcee96,d,e,nc,1,f2
192,0.6606967,1.7,1.753041,0.07783942,1.60187730073014,2.83,1.26,jlcee96,d,e,nc,1,f2
193,0.6673743,1.7,1.727296,0.07515734,1.5948834804425,2.83,1.26,jlcee96,d,e,nc,1,f2
194,0.6741882,1.7,1.701551,0.07389147,1.82961849317655,2.83,1.26,jlcee96,d,e,nc,1,f2
195,0.6811425,1.7,1.675807,0.07503441,2.16455756765463,2.83,1.26,jlcee96,d,e,nc,1,f2
196,0.6882419,1.7,1.650062,0.07516104,2.15509258520106,2.83,1.26,jlcee96,d,e,nc,1,f2
197,0.6954908,1.7,1.624317,0.07623783,2.17219587703375,2.83,1.26,jlcee96,d,e,nc,1,f2
198,0.702894,1.7,1.598572,0.08250228,2.17247086989596,2.83,1.26,jlcee96,d,e,nc,1,f2
199,0.7104565,1.7,1.572828,0.08498554,2.20097442459035,2.83,1.26,jlcee96,d,e,nc,1,f2
200,0.7181836,1.7,1.547083,0.08957936,2.20733771708126,2.83,1.26,jlcee96,d,e,nc,1,f2
201,0.7260805,1.7,1.521338,0.09561515,2.21899876745474,2.83,1.26,jlcee96,d,e,nc,1,f2
202,0.734153,1.7,1.495593,0.09595929,2.2120786846172,2.83,1.26,jlcee96,d,e,nc,1,f2
203,0.7424071,1.7,1.469849,0.09406421,2.2536105921689,2.83,1.26,jlcee96,d,e,nc,1,f2
204,0.7508489,1.7,1.444104,0.08321071,2.29977367096135,2.83,1.26,jlcee96,d,e,nc,1,f2
205,0.7594848,1.7,1.418359,0.07764572,2.31449202866558,2.83,1.26,jlcee96,d,e,nc,1,f2
206,0.7683222,1.7,1.392614,0.06165075,2.37000847516048,2.83,1.26,jlcee96,d,e,nc,1,f2
207,0.777367,1.7,1.366869,0.04907157,2.453793510173,2.83,1.26,jlcee96,d,e,nc,1,f2
208,0.7866277,1.7,1.341124,0.03832624,2.48482762723398,2.83,1.26,jlcee96,d,e,nc,1,f2
209,0.7961116,1.7,1.315379,0.0278517,2.5632805178858,2.83,1.26,jlcee96,d,e,nc,1,f2
210,0.8058268,1.7,1.289635,0.02072443,2.63517935113294,2.83,1.26,jlcee96,d,e,nc,1,f2
211,0.8157822,1.7,1.26389,0.01381965,2.75094014681993,2.83,1.26,jlcee96,d,e,nc,1,f2
212,0.8259865,1.7,1.238145,0.009979829,2.80310213732119,2.83,1.26,jlcee96,d,e,nc,1,f2
213,0.8364496,1.7,1.2124,0.006635907,2.99771832245389,2.83,1.26,jlcee96,d,e,nc,1,f2
214,0.8471807,1.7,1.186656,0.004088295,3.13504529394283,2.83,1.26,jlcee96,d,e,nc,1,f2
215,0.5093578,2.1,2.902839,0.1427063,1.94052540077067,2.83,1.26,jlcee96,d,e,nc,1,f2
216,0.5157086,2.1,2.852067,0.1314148,1.26330443755193,2.83,1.26,jlcee96,d,e,nc,1,f2
217,0.5222197,2.1,2.801296,0.1290957,1.27448474271413,2.83,1.26,jlcee96,d,e,nc,1,f2
218,0.5288976,2.1,2.750523,0.128505,1.28805182677717,2.83,1.26,jlcee96,d,e,nc,1,f2
219,0.5357482,2.1,2.699751,0.1232039,1.30797239373104,2.83,1.26,jlcee96,d,e,nc,1,f2
220,0.5427788,2.1,2.648979,0.1219716,1.31593666066527,2.83,1.26,jlcee96,d,e,nc,1,f2
221,0.5499963,2.1,2.598207,0.1145897,1.35302998437032,2.83,1.26,jlcee96,d,e,nc,1,f2
222,0.5574084,2.1,2.547435,0.1135777,1.37944596518507,2.83,1.26,jlcee96,d,e,nc,1,f2
223,0.5650229,2.1,2.496664,0.109332,1.42587897413383,2.83,1.26,jlcee96,d,e,nc,1,f2
224,0.5728483,2.1,2.445892,0.1108088,2.29859180859282,2.83,1.26,jlcee96,d,e,nc,1,f2
225,0.6442277,2.1,2.039716,0.08421116,1.60432180247844,2.83,1.26,jlcee96,d,e,nc,1,f2
226,0.6544208,2.1,1.988945,0.07502089,1.54042693974972,2.83,1.26,jlcee96,d,e,nc,1,f2
227,0.6649414,2.1,1.938173,0.07065237,1.59324167044927,2.83,1.26,jlcee96,d,e,nc,1,f2
228,0.675806,2.1,1.887401,0.0679038,1.63944727688288,2.83,1.26,jlcee96,d,e,nc,1,f2
229,0.6870313,2.1,1.836629,0.06712036,1.65544553098345,2.83,1.26,jlcee96,d,e,nc,1,f2
230,0.698636,2.1,1.785857,0.0658842,1.69559469493445,2.83,1.26,jlcee96,d,e,nc,1,f2
231,0.7106395,2.1,1.735085,0.0625889,1.74040285098476,2.83,1.26,jlcee96,d,e,nc,1,f2
232,0.7230625,2.1,1.684313,0.06127265,1.79545849575626,2.83,1.26,jlcee96,d,e,nc,1,f2
233,0.7359276,2.1,1.633541,0.05992579,1.85359425382627,2.83,1.26,jlcee96,d,e,nc,1,f2
234,0.7492588,2.1,1.58277,0.06077659,1.91128689516802,2.83,1.26,jlcee96,d,e,nc,1,f2
235,0.763082,2.1,1.531997,0.06041518,1.40424509204475,2.83,1.26,jlcee96,d,e,nc,1,f2
236,0.7774249,2.1,1.481225,0.05786326,1.325182335043,2.83,1.26,jlcee96,d,e,nc,1,f2
237,0.7923172,2.1,1.430454,0.05277904,1.70050459424802,2.83,1.26,jlcee96,d,e,nc,1,f2
238,0.8077912,2.1,1.379682,0.04557646,1.79056644592406,2.83,1.26,jlcee96,d,e,nc,1,f2
239,0.8238816,2.1,1.32891,0.03764514,1.8952175499945,2.83,1.26,jlcee96,d,e,nc,1,f2
240,0.8406261,2.1,1.278138,0.02392413,2.03663247106582,2.83,1.26,jlcee96,d,e,nc,1,f2
241,0.8580652,2.1,1.227366,0.01038441,2.44313831984677,2.83,1.26,jlcee96,d,e,nc,1,f2
242,0.8762434,2.1,1.176594,0.005153372,3.22412975426575,2.83,1.26,jlcee96,d,e,nc,1,f2
243,0.4131261,2.4,4.289365,0.1846235,1.70562577353371,2.83,1.26,jlcee96,d,e,nc,1,f2
