,exp,x*,q2,elab*,w2,obs,target,lepton beam,current,units,value,f2nstat_u,f2nsys_u,*%norm_c
869,bonus,0.613,2.424,5.262,2.402,F2,n,e,nc,1,0.079,0.008,0.006,3
870,bonus,0.602,2.422,5.262,2.465,F2,n,e,nc,1,0.076,0.008,0.005,3
871,bonus,0.593,2.423,5.262,2.525,F2,n,e,nc,1,0.068,0.007,0.005,3
872,bonus,0.584,2.424,5.262,2.591,F2,n,e,nc,1,0.072,0.007,0.005,3
873,bonus,0.576,2.426,5.262,2.657,F2,n,e,nc,1,0.071,0.008,0.008,3
874,bonus,0.565,2.427,5.262,2.721,F2,n,e,nc,1,0.089,0.008,0.006,3
875,bonus,0.559,2.427,5.262,2.786,F2,n,e,nc,1,0.093,0.009,0.011,3
876,bonus,0.548,2.428,5.262,2.858,F2,n,e,nc,1,0.088,0.008,0.021,3
877,bonus,0.542,2.428,5.262,2.926,F2,n,e,nc,1,0.098,0.009,0.016,3
878,bonus,0.532,2.43,5.262,2.994,F2,n,e,nc,1,0.108,0.009,0.008,3
879,bonus,0.525,2.43,5.262,3.061,F2,n,e,nc,1,0.107,0.008,0.007,3
880,bonus,0.518,2.429,5.262,3.135,F2,n,e,nc,1,0.105,0.008,0.006,3
881,bonus,0.509,2.43,5.262,3.204,F2,n,e,nc,1,0.11,0.009,0.006,3
882,bonus,0.502,2.429,5.262,3.277,F2,n,e,nc,1,0.11,0.009,0.006,3
883,bonus,0.495,2.428,5.262,3.351,F2,n,e,nc,1,0.114,0.009,0.006,3
884,bonus,0.488,2.428,5.262,3.424,F2,n,e,nc,1,0.119,0.009,0.007,3
885,bonus,0.48,2.429,5.262,3.501,F2,n,e,nc,1,0.105,0.009,0.01,3
886,bonus,0.474,2.427,5.262,3.571,F2,n,e,nc,1,0.113,0.009,0.008,3
887,bonus,0.466,2.428,5.262,3.646,F2,n,e,nc,1,0.139,0.01,0.009,3
888,bonus,0.457,2.427,5.262,3.725,F2,n,e,nc,1,0.138,0.01,0.008,3
889,bonus,0.452,2.428,5.262,3.801,F2,n,e,nc,1,0.137,0.01,0.007,3
890,bonus,0.445,2.428,5.262,3.878,F2,n,e,nc,1,0.137,0.01,0.008,3
891,bonus,0.438,2.427,5.262,3.962,F2,n,e,nc,1,0.151,0.01,0.008,3
892,bonus,0.432,2.429,5.262,4.041,F2,n,e,nc,1,0.139,0.01,0.009,3
893,bonus,0.426,2.428,5.262,4.124,F2,n,e,nc,1,0.152,0.01,0.008,3
894,bonus,0.422,2.429,5.262,4.2,F2,n,e,nc,1,0.146,0.01,0.01,3
895,bonus,0.415,2.428,5.262,4.287,F2,n,e,nc,1,0.176,0.011,0.011,3
896,bonus,0.409,2.427,5.262,4.367,F2,n,e,nc,1,0.168,0.011,0.009,3
897,bonus,0.402,2.427,5.262,4.454,F2,n,e,nc,1,0.142,0.01,0.016,3
898,bonus,0.396,2.426,5.262,4.537,F2,n,e,nc,1,0.153,0.01,0.013,3
899,bonus,0.391,2.425,5.262,4.624,F2,n,e,nc,1,0.162,0.01,0.011,3
900,bonus,0.387,2.422,5.262,4.71,F2,n,e,nc,1,0.165,0.011,0.011,3
901,bonus,0.381,2.423,5.262,4.796,F2,n,e,nc,1,0.174,0.011,0.01,3
902,bonus,0.375,2.423,5.262,4.889,F2,n,e,nc,1,0.155,0.011,0.016,3
903,bonus,0.371,2.424,5.262,4.971,F2,n,e,nc,1,0.163,0.011,0.014,3
904,bonus,0.366,2.424,5.262,5.061,F2,n,e,nc,1,0.173,0.011,0.011,3
905,bonus,0.36,2.423,5.262,5.153,F2,n,e,nc,1,0.171,0.012,0.012,3
906,bonus,0.355,2.423,5.262,5.243,F2,n,e,nc,1,0.192,0.012,0.01,3
907,bonus,0.35,2.422,5.262,5.338,F2,n,e,nc,1,0.19,0.012,0.01,3
908,bonus,0.344,2.419,5.262,5.429,F2,n,e,nc,1,0.205,0.013,0.012,3
909,bonus,0.339,2.417,5.262,5.526,F2,n,e,nc,1,0.192,0.014,0.01,3
910,bonus,0.335,2.415,5.262,5.615,F2,n,e,nc,1,0.181,0.014,0.013,3
911,bonus,0.886,2.889,5.262,1.24,F2,n,e,nc,1,0.004,0.001,0.001,3
912,bonus,0.877,2.889,5.262,1.274,F2,n,e,nc,1,0.008,0.002,0.001,3
913,bonus,0.863,2.891,5.262,1.322,F2,n,e,nc,1,0.014,0.004,0.002,3
914,bonus,0.853,2.886,5.262,1.367,F2,n,e,nc,1,0.015,0.004,0.004,3
915,bonus,0.841,2.889,5.262,1.412,F2,n,e,nc,1,0.023,0.005,0.006,3
916,bonus,0.827,2.888,5.262,1.465,F2,n,e,nc,1,0.028,0.005,0.008,3
917,bonus,0.818,2.89,5.262,1.512,F2,n,e,nc,1,0.035,0.006,0.006,3
918,bonus,0.807,2.886,5.262,1.562,F2,n,e,nc,1,0.032,0.006,0.004,3
919,bonus,0.794,2.889,5.262,1.612,F2,n,e,nc,1,0.031,0.005,0.003,3
920,bonus,0.783,2.887,5.262,1.665,F2,n,e,nc,1,0.027,0.005,0.003,3
921,bonus,0.771,2.888,5.262,1.715,F2,n,e,nc,1,0.024,0.005,0.003,3
922,bonus,0.76,2.887,5.262,1.772,F2,n,e,nc,1,0.04,0.006,0.009,3
923,bonus,0.752,2.888,5.262,1.819,F2,n,e,nc,1,0.024,0.005,0.002,3
924,bonus,0.739,2.888,5.262,1.877,F2,n,e,nc,1,0.025,0.005,0.002,3
925,bonus,0.73,2.89,5.262,1.933,F2,n,e,nc,1,0.037,0.006,0.006,3
926,bonus,0.72,2.888,5.262,1.989,F2,n,e,nc,1,0.022,0.005,0.005,3
927,bonus,0.712,2.889,5.262,2.042,F2,n,e,nc,1,0.036,0.006,0.003,3
928,bonus,0.701,2.888,5.262,2.105,F2,n,e,nc,1,0.053,0.007,0.008,3
929,bonus,0.69,2.887,5.262,2.161,F2,n,e,nc,1,0.034,0.006,0.007,3
930,bonus,0.68,2.888,5.262,2.224,F2,n,e,nc,1,0.053,0.007,0.005,3
931,bonus,0.668,2.886,5.262,2.283,F2,n,e,nc,1,0.063,0.007,0.005,3
932,bonus,0.662,2.887,5.262,2.34,F2,n,e,nc,1,0.057,0.007,0.004,3
933,bonus,0.654,2.886,5.262,2.4,F2,n,e,nc,1,0.053,0.007,0.004,3
934,bonus,0.643,2.888,5.262,2.464,F2,n,e,nc,1,0.055,0.007,0.004,3
935,bonus,0.637,2.889,5.262,2.526,F2,n,e,nc,1,0.065,0.008,0.006,3
936,bonus,0.626,2.891,5.262,2.59,F2,n,e,nc,1,0.063,0.007,0.005,3
937,bonus,0.615,2.891,5.262,2.658,F2,n,e,nc,1,0.081,0.008,0.009,3
938,bonus,0.609,2.888,5.262,2.725,F2,n,e,nc,1,0.065,0.008,0.007,3
939,bonus,0.601,2.888,5.262,2.792,F2,n,e,nc,1,0.072,0.008,0.01,3
940,bonus,0.591,2.89,5.262,2.854,F2,n,e,nc,1,0.08,0.008,0.012,3
941,bonus,0.586,2.89,5.262,2.923,F2,n,e,nc,1,0.07,0.008,0.016,3
942,bonus,0.576,2.891,5.262,2.995,F2,n,e,nc,1,0.072,0.008,0.012,3
943,bonus,0.567,2.888,5.262,3.064,F2,n,e,nc,1,0.067,0.008,0.011,3
944,bonus,0.561,2.891,5.262,3.135,F2,n,e,nc,1,0.087,0.008,0.005,3
945,bonus,0.55,2.89,5.262,3.207,F2,n,e,nc,1,0.079,0.008,0.006,3
946,bonus,0.545,2.889,5.262,3.274,F2,n,e,nc,1,0.077,0.008,0.007,3
947,bonus,0.538,2.889,5.262,3.349,F2,n,e,nc,1,0.098,0.009,0.007,3
948,bonus,0.53,2.887,5.262,3.424,F2,n,e,nc,1,0.092,0.009,0.005,3
949,bonus,0.522,2.887,5.262,3.5,F2,n,e,nc,1,0.095,0.009,0.005,3
950,bonus,0.516,2.887,5.262,3.573,F2,n,e,nc,1,0.114,0.01,0.01,3
951,bonus,0.51,2.886,5.262,3.646,F2,n,e,nc,1,0.103,0.009,0.006,3
952,bonus,0.502,2.887,5.262,3.726,F2,n,e,nc,1,0.115,0.01,0.008,3
953,bonus,0.495,2.888,5.262,3.801,F2,n,e,nc,1,0.125,0.01,0.01,3
954,bonus,0.489,2.89,5.262,3.883,F2,n,e,nc,1,0.102,0.01,0.009,3
955,bonus,0.484,2.888,5.262,3.96,F2,n,e,nc,1,0.106,0.01,0.009,3
956,bonus,0.475,2.887,5.262,4.043,F2,n,e,nc,1,0.111,0.01,0.009,3
957,bonus,0.468,2.886,5.262,4.122,F2,n,e,nc,1,0.126,0.011,0.007,3
958,bonus,0.463,2.885,5.262,4.202,F2,n,e,nc,1,0.129,0.011,0.007,3
959,bonus,0.456,2.885,5.262,4.285,F2,n,e,nc,1,0.11,0.011,0.014,3
960,bonus,0.451,2.88,5.262,4.368,F2,n,e,nc,1,0.12,0.011,0.012,3
961,bonus,0.444,2.877,5.262,4.453,F2,n,e,nc,1,0.141,0.012,0.008,3
962,bonus,0.439,2.879,5.262,4.537,F2,n,e,nc,1,0.125,0.012,0.012,3
963,bonus,0.432,2.874,5.262,4.622,F2,n,e,nc,1,0.138,0.013,0.009,3
964,bonus,0.427,2.872,5.262,4.711,F2,n,e,nc,1,0.138,0.013,0.01,3
965,bonus,0.422,2.87,5.262,4.795,F2,n,e,nc,1,0.144,0.014,0.009,3
966,bonus,0.416,2.87,5.262,4.88,F2,n,e,nc,1,0.147,0.014,0.009,3
967,bonus,0.41,2.871,5.262,4.969,F2,n,e,nc,1,0.138,0.014,0.012,3
968,bonus,0.406,2.873,5.262,5.061,F2,n,e,nc,1,0.138,0.015,0.012,3
969,bonus,0.399,2.873,5.262,5.159,F2,n,e,nc,1,0.116,0.015,0.023,3
970,bonus,0.895,3.446,5.262,1.275,F2,n,e,nc,1,0.008,0.003,0.002,3
971,bonus,0.881,3.434,5.262,1.326,F2,n,e,nc,1,0.012,0.004,0.002,3
972,bonus,0.874,3.439,5.262,1.375,F2,n,e,nc,1,0.013,0.004,0.003,3
973,bonus,0.863,3.433,5.262,1.419,F2,n,e,nc,1,0.019,0.005,0.004,3
974,bonus,0.853,3.444,5.262,1.463,F2,n,e,nc,1,0.022,0.005,0.005,3
975,bonus,0.844,3.442,5.262,1.508,F2,n,e,nc,1,0.018,0.005,0.007,3
976,bonus,0.831,3.438,5.262,1.562,F2,n,e,nc,1,0.024,0.005,0.003,3
977,bonus,0.823,3.449,5.262,1.612,F2,n,e,nc,1,0.022,0.005,0.003,3
978,bonus,0.814,3.434,5.262,1.659,F2,n,e,nc,1,0.011,0.004,0.004,3
979,bonus,0.803,3.444,5.262,1.713,F2,n,e,nc,1,0.017,0.004,0.002,3
980,bonus,0.789,3.443,5.262,1.771,F2,n,e,nc,1,0.024,0.005,0.004,3
981,bonus,0.781,3.444,5.262,1.815,F2,n,e,nc,1,0.012,0.004,0.003,3
982,bonus,0.772,3.438,5.262,1.875,F2,n,e,nc,1,0.019,0.005,0.002,3
983,bonus,0.764,3.443,5.262,1.932,F2,n,e,nc,1,0.031,0.006,0.007,3
984,bonus,0.756,3.443,5.262,1.99,F2,n,e,nc,1,0.024,0.005,0.003,3
985,bonus,0.744,3.438,5.262,2.044,F2,n,e,nc,1,0.03,0.006,0.004,3
986,bonus,0.735,3.442,5.262,2.102,F2,n,e,nc,1,0.019,0.005,0.005,3
987,bonus,0.725,3.439,5.262,2.163,F2,n,e,nc,1,0.026,0.006,0.005,3
988,bonus,0.715,3.442,5.262,2.222,F2,n,e,nc,1,0.044,0.007,0.004,3
989,bonus,0.709,3.441,5.262,2.277,F2,n,e,nc,1,0.041,0.007,0.004,3
990,bonus,0.699,3.441,5.262,2.344,F2,n,e,nc,1,0.035,0.007,0.005,3
991,bonus,0.691,3.448,5.262,2.402,F2,n,e,nc,1,0.042,0.007,0.003,3
992,bonus,0.683,3.44,5.262,2.463,F2,n,e,nc,1,0.039,0.007,0.003,3
993,bonus,0.672,3.442,5.262,2.527,F2,n,e,nc,1,0.036,0.007,0.004,3
994,bonus,0.663,3.444,5.262,2.594,F2,n,e,nc,1,0.058,0.008,0.008,3
995,bonus,0.658,3.44,5.262,2.66,F2,n,e,nc,1,0.058,0.008,0.006,3
996,bonus,0.65,3.441,5.262,2.72,F2,n,e,nc,1,0.045,0.007,0.007,3
997,bonus,0.639,3.437,5.262,2.789,F2,n,e,nc,1,0.044,0.008,0.013,3
998,bonus,0.632,3.438,5.262,2.855,F2,n,e,nc,1,0.066,0.009,0.007,3
999,bonus,0.625,3.436,5.262,2.922,F2,n,e,nc,1,0.076,0.009,0.005,3
1000,bonus,0.616,3.433,5.262,2.992,F2,n,e,nc,1,0.062,0.008,0.007,3
1001,bonus,0.608,3.433,5.262,3.063,F2,n,e,nc,1,0.048,0.008,0.01,3
1002,bonus,0.602,3.434,5.262,3.134,F2,n,e,nc,1,0.064,0.009,0.004,3
1003,bonus,0.594,3.43,5.262,3.206,F2,n,e,nc,1,0.058,0.009,0.006,3
1004,bonus,0.587,3.427,5.262,3.272,F2,n,e,nc,1,0.074,0.01,0.006,3
1005,bonus,0.579,3.425,5.262,3.345,F2,n,e,nc,1,0.049,0.008,0.01,3
1006,bonus,0.575,3.424,5.262,3.42,F2,n,e,nc,1,0.08,0.01,0.007,3
1007,bonus,0.566,3.426,5.262,3.495,F2,n,e,nc,1,0.062,0.01,0.007,3
1008,bonus,0.558,3.423,5.262,3.572,F2,n,e,nc,1,0.091,0.011,0.009,3
1009,bonus,0.55,3.42,5.262,3.648,F2,n,e,nc,1,0.094,0.012,0.009,3
1010,bonus,0.544,3.425,5.262,3.722,F2,n,e,nc,1,0.083,0.011,0.005,3
1011,bonus,0.537,3.422,5.262,3.803,F2,n,e,nc,1,0.074,0.011,0.008,3
1012,bonus,0.532,3.422,5.262,3.882,F2,n,e,nc,1,0.121,0.014,0.016,3
1013,bonus,0.525,3.425,5.262,3.962,F2,n,e,nc,1,0.095,0.013,0.005,3
1014,bonus,0.518,3.425,5.262,4.035,F2,n,e,nc,1,0.1,0.013,0.006,3
1015,bonus,0.511,3.421,5.262,4.122,F2,n,e,nc,1,0.092,0.014,0.008,3
1016,bonus,0.505,3.422,5.262,4.204,F2,n,e,nc,1,0.09,0.014,0.01,3
1017,bonus,0.498,3.425,5.262,4.288,F2,n,e,nc,1,0.106,0.015,0.007,3
1018,bonus,0.491,3.422,5.262,4.368,F2,n,e,nc,1,0.102,0.015,0.008,3
1019,bonus,0.483,3.418,5.262,4.455,F2,n,e,nc,1,0.09,0.015,0.015,3
1020,bonus,0.474,3.418,5.262,4.54,F2,n,e,nc,1,0.099,0.019,0.012,3
1021,bonus,0.471,3.411,5.262,4.626,F2,n,e,nc,1,0.087,0.02,0.019,3
1022,bonus,0.463,3.403,5.262,4.718,F2,n,e,nc,1,0.05,0.023,0.038,3
1023,bonus,0.92,4.107,5.262,1.226,F2,n,e,nc,1,0.003,0.001,0.001,3
1024,bonus,0.899,4.099,5.262,1.323,F2,n,e,nc,1,0.003,0.003,0.002,3
1025,bonus,0.891,4.088,5.262,1.376,F2,n,e,nc,1,0.002,0.003,0.005,3
1026,bonus,0.879,4.089,5.262,1.419,F2,n,e,nc,1,0.017,0.005,0.003,3
1027,bonus,0.872,4.095,5.262,1.466,F2,n,e,nc,1,0.013,0.005,0.005,3
1028,bonus,0.863,4.087,5.262,1.514,F2,n,e,nc,1,0.015,0.005,0.004,3
1029,bonus,0.852,4.084,5.262,1.563,F2,n,e,nc,1,0.018,0.005,0.003,3
1030,bonus,0.845,4.092,5.262,1.613,F2,n,e,nc,1,0.01,0.005,0.003,3
1031,bonus,0.837,4.092,5.262,1.661,F2,n,e,nc,1,0.009,0.004,0.002,3
1032,bonus,0.824,4.094,5.262,1.722,F2,n,e,nc,1,0.008,0.004,0.002,3
1033,bonus,0.817,4.088,5.262,1.773,F2,n,e,nc,1,0.021,0.005,0.005,3
1034,bonus,0.812,4.086,5.262,1.823,F2,n,e,nc,1,0.016,0.005,0.003,3
1035,bonus,0.802,4.098,5.262,1.874,F2,n,e,nc,1,0.02,0.006,0.005,3
1036,bonus,0.789,4.092,5.262,1.933,F2,n,e,nc,1,0.023,0.006,0.006,3
1037,bonus,0.785,4.095,5.262,1.987,F2,n,e,nc,1,0.011,0.005,0.002,3
1038,bonus,0.77,4.088,5.262,2.049,F2,n,e,nc,1,0.012,0.006,0.002,3
1039,bonus,0.768,4.08,5.262,2.1,F2,n,e,nc,1,0.023,0.006,0.003,3
1040,bonus,0.759,4.077,5.262,2.158,F2,n,e,nc,1,0.01,0.006,0.007,3
1041,bonus,0.751,4.075,5.262,2.217,F2,n,e,nc,1,0.026,0.008,0.003,3
1042,bonus,0.739,4.078,5.262,2.274,F2,n,e,nc,1,0.024,0.007,0.005,3
1043,bonus,0.734,4.085,5.262,2.338,F2,n,e,nc,1,0.023,0.007,0.004,3
1044,bonus,0.727,4.088,5.262,2.404,F2,n,e,nc,1,0.021,0.007,0.004,3
1045,bonus,0.719,4.088,5.262,2.459,F2,n,e,nc,1,0.034,0.008,0.004,3
1046,bonus,0.708,4.084,5.262,2.53,F2,n,e,nc,1,0.034,0.008,0.003,3
1047,bonus,0.703,4.08,5.262,2.595,F2,n,e,nc,1,0.024,0.008,0.005,3
1048,bonus,0.695,4.085,5.262,2.663,F2,n,e,nc,1,0.025,0.008,0.006,3
1049,bonus,0.688,4.084,5.262,2.721,F2,n,e,nc,1,0.045,0.01,0.004,3
1050,bonus,0.68,4.082,5.262,2.788,F2,n,e,nc,1,0.046,0.01,0.004,3
1051,bonus,0.672,4.084,5.262,2.86,F2,n,e,nc,1,0.037,0.01,0.011,3
1052,bonus,0.664,4.082,5.262,2.922,F2,n,e,nc,1,0.052,0.012,0.005,3
1053,bonus,0.661,4.082,5.262,2.996,F2,n,e,nc,1,0.052,0.012,0.004,3
1054,bonus,0.647,4.078,5.262,3.058,F2,n,e,nc,1,0.062,0.012,0.007,3
1055,bonus,0.641,4.08,5.262,3.133,F2,n,e,nc,1,0.076,0.014,0.014,3
1056,bonus,0.631,4.081,5.262,3.207,F2,n,e,nc,1,0.036,0.01,0.007,3
1057,bonus,0.624,4.084,5.262,3.276,F2,n,e,nc,1,0.044,0.012,0.004,3
1058,bonus,0.62,4.079,5.262,3.34,F2,n,e,nc,1,0.032,0.011,0.01,3
1059,bonus,0.611,4.069,5.262,3.418,F2,n,e,nc,1,0.05,0.014,0.004,3
1060,bonus,0.604,4.067,5.262,3.505,F2,n,e,nc,1,0.037,0.014,0.01,3
1061,bonus,0.595,4.051,5.262,3.554,F2,n,e,nc,1,0.012,0.01,0.023,3
1062,bonus,0.589,4.036,5.262,3.645,F2,n,e,nc,1,0.07,0.022,0.006,3
1063,bonus,0.581,4.028,5.262,3.716,F2,n,e,nc,1,0.058,0.018,0.005,3
1064,bonus,0.571,4.013,5.262,3.796,F2,n,e,nc,1,0.063,0.024,0.005,3
1065,bonus,0.563,3.998,5.262,3.884,F2,n,e,nc,1,0.055,0.027,0.01,3
1066,bonus,0.923,4.868,5.262,1.274,F2,n,e,nc,1,0.004,0.003,0.002,3
1067,bonus,0.905,4.873,5.262,1.367,F2,n,e,nc,1,0.005,0.004,0.002,3
1068,bonus,0.904,4.87,5.262,1.402,F2,n,e,nc,1,0.002,0.003,0.004,3
1069,bonus,0.888,4.856,5.262,1.467,F2,n,e,nc,1,0.005,0.004,0.005,3
1070,bonus,0.887,4.865,5.262,1.519,F2,n,e,nc,1,0.008,0.006,0.003,3
1071,bonus,0.869,4.872,5.262,1.605,F2,n,e,nc,1,0.01,0.006,0.002,3
1072,bonus,0.866,4.865,5.262,1.657,F2,n,e,nc,1,0.003,0.003,0.003,3
1073,bonus,0.856,4.865,5.262,1.714,F2,n,e,nc,1,0.009,0.006,0.002,3
1074,bonus,0.829,4.864,5.262,1.883,F2,n,e,nc,1,0.006,0.007,0.001,3
1075,bonus,0.813,4.864,5.262,1.939,F2,n,e,nc,1,0.016,0.007,0.004,3
1076,bonus,0.807,4.85,5.262,1.986,F2,n,e,nc,1,0.011,0.007,0.001,3
1077,bonus,0.799,4.846,5.262,2.061,F2,n,e,nc,1,0.007,0.008,0.002,3
1078,bonus,0.798,4.839,5.262,2.096,F2,n,e,nc,1,0.013,0.009,0.002,3
1079,bonus,0.773,4.792,5.262,2.28,F2,n,e,nc,1,0.011,0.009,0.006,3
1080,bonus,0.761,4.788,5.262,2.339,F2,n,e,nc,1,0.03,0.017,0.005,3
1081,bonus,0.752,4.776,5.262,2.4,F2,n,e,nc,1,0.023,0.015,0.002,3
1082,bonus,0.739,4.764,5.262,2.523,F2,n,e,nc,1,0.009,0.011,0.007,3
1083,bonus,0.731,4.754,5.262,2.594,F2,n,e,nc,1,0.04,0.019,0.008,3
1084,bonus,0.719,4.742,5.262,2.661,F2,n,e,nc,1,0.025,0.016,0.003,3
1085,bonus,0.718,4.721,5.262,2.722,F2,n,e,nc,1,0.028,0.018,0.003,3
