,exp,target,current,lepton beam,units,obs,x,Q2,w2,value,%stat_u,%*syst_u,%*norm_c
734,jlcee96,p,e,nc,1,f2,0.3670615,0.85,2.345688,0.2832233,1.87633150238699,2.83,1.26
735,jlcee96,p,e,nc,1,f2,0.3711116,0.85,2.320416,0.2989479,1.87718194374337,2.83,1.26
736,jlcee96,p,e,nc,1,f2,0.3752521,0.85,2.295144,0.3385212,1.85593221340347,2.83,1.26
737,jlcee96,p,e,nc,1,f2,0.3794861,0.85,2.269871,0.3501776,1.84556293720672,2.83,1.26
738,jlcee96,p,e,nc,1,f2,0.3838166,0.85,2.244599,0.3623574,1.83000816321124,2.83,1.26
739,jlcee96,p,e,nc,1,f2,0.3882472,0.85,2.219327,0.3497206,1.87309612301935,2.83,1.26
740,jlcee96,p,e,nc,1,f2,0.3927813,0.85,2.194054,0.2992541,1.87795121269851,2.83,1.26
741,jlcee96,p,e,nc,1,f2,0.3974224,0.85,2.168782,0.2671266,1.89978796570615,2.83,1.26
742,jlcee96,p,e,nc,1,f2,0.4021747,0.85,2.14351,0.2373078,1.92063724833318,2.83,1.26
743,jlcee96,p,e,nc,1,f2,0.4070419,0.85,2.118237,0.2113695,1.95095366171562,2.83,1.26
744,jlcee96,p,e,nc,1,f2,0.4120283,0.85,2.092965,0.1946633,1.98611910925172,2.83,1.26
745,jlcee96,p,e,nc,1,f2,0.4171385,0.85,2.067693,0.1825269,1.99422386508509,2.83,1.26
746,jlcee96,p,e,nc,1,f2,0.422377,0.85,2.04242,0.1742621,2.03132694946291,2.83,1.26
747,jlcee96,p,e,nc,1,f2,0.4277487,0.85,2.017148,0.1674183,2.25876502150601,2.83,1.26
748,jlcee96,p,e,nc,1,f2,0.4332588,0.85,1.991876,0.1525136,2.7720013166039,2.83,1.26
749,jlcee96,p,e,nc,1,f2,0.4389128,0.85,1.966603,0.1496271,3.02220386547624,2.83,1.26
750,jlcee96,p,e,nc,1,f2,0.4447162,0.85,1.941331,0.1527689,2.06414590927866,2.83,1.26
751,jlcee96,p,e,nc,1,f2,0.4506752,0.85,1.916059,0.1475637,2.06337330928948,2.83,1.26
752,jlcee96,p,e,nc,1,f2,0.4567961,0.85,1.890787,0.1445945,2.03765357603505,2.83,1.26
753,jlcee96,p,e,nc,1,f2,0.4630855,0.85,1.865514,0.1462415,2.04530519722514,2.83,1.26
754,jlcee96,p,e,nc,1,f2,0.4695505,0.85,1.840242,0.1426911,2.02843134575317,2.83,1.26
755,jlcee96,p,e,nc,1,f2,0.4761987,0.85,1.814969,0.1471419,2.01605049275563,2.83,1.26
756,jlcee96,p,e,nc,1,f2,0.4830377,0.85,1.789697,0.1410574,2.02511885232537,2.83,1.26
757,jlcee96,p,e,nc,1,f2,0.490076,0.85,1.764425,0.1415059,2.00158862633996,2.83,1.26
758,jlcee96,p,e,nc,1,f2,0.4973225,0.85,1.739153,0.1447792,1.97911371246698,2.83,1.26
759,jlcee96,p,e,nc,1,f2,0.5047866,0.85,1.71388,0.1464828,1.95754177282247,2.83,1.26
760,jlcee96,p,e,nc,1,f2,0.512478,0.85,1.688608,0.1633349,1.97393392349094,2.83,1.26
761,jlcee96,p,e,nc,1,f2,0.5204075,0.85,1.663335,0.1637157,1.93842191066587,2.83,1.26
762,jlcee96,p,e,nc,1,f2,0.5285861,0.85,1.638063,0.17227,1.94128867475475,2.83,1.26
763,jlcee96,p,e,nc,1,f2,0.5370261,0.85,1.612791,0.1857779,1.93872737284682,2.83,1.26
764,jlcee96,p,e,nc,1,f2,0.5457398,0.85,1.587519,0.2109869,1.94161106684823,2.83,1.26
765,jlcee96,p,e,nc,1,f2,0.5547411,0.85,1.562246,0.2250331,1.9458826279334,2.83,1.26
766,jlcee96,p,e,nc,1,f2,0.5640441,0.85,1.536974,0.2593551,1.94621119846882,2.83,1.26
767,jlcee96,p,e,nc,1,f2,0.5736648,0.85,1.511702,0.2846009,1.93255432431872,2.83,1.26
768,jlcee96,p,e,nc,1,f2,0.5836192,0.85,1.486429,0.2850917,1.96658899575119,2.83,1.26
769,jlcee96,p,e,nc,1,f2,0.5939251,0.85,1.461157,0.2864547,1.98990625742919,2.83,1.26
770,jlcee96,p,e,nc,1,f2,0.6156689,0.85,1.410612,0.1881387,2.73919826170798,2.83,1.26
771,jlcee96,p,e,nc,1,f2,0.6271489,0.85,1.38534,0.1295379,2.75406811442829,2.83,1.26
772,jlcee96,p,e,nc,1,f2,0.6390652,0.85,1.360068,0.08067377,2.81977896905029,2.83,1.26
773,jlcee96,p,e,nc,1,f2,0.6514432,0.85,1.334795,0.04929158,2.86656463436554,2.83,1.26
774,jlcee96,p,e,nc,1,f2,0.66431,0.85,1.309523,0.02750327,3.03383634018791,2.83,1.26
775,jlcee96,p,e,nc,1,f2,0.6776954,0.85,1.284251,0.01644814,3.0889486592405,2.83,1.26
776,jlcee96,p,e,nc,1,f2,0.6916314,0.85,1.258978,0.007766202,3.24850036092288,2.83,1.26
777,jlcee96,p,e,nc,1,f2,0.7061523,0.85,1.233706,0.003127331,3.5531096644391,2.83,1.26
778,jlcee96,p,e,nc,1,f2,0.7212963,0.85,1.208434,0.001168647,3.78405968611565,2.83,1.26
779,jlcee96,p,e,nc,1,f2,0.7371042,0.85,1.183161,0.0002492616,4.27329761182629,2.83,1.26
