,Elab,x,Q2,y,obs,target,lepton beam,current,units,value,stat_u,sys_u,*norm_c
491,10.4,0.736,12.68,0.8825,sig_r,p,e,NC,1,0.024648,0.0010599,0.00073944,0.000517608
492,10.4,0.681,11.84,0.8903,sig_r,p,e,NC,1,0.039909,0.0015165,0.0011973,0.000838089
493,10.4,0.632,11.08,0.8974,sig_r,p,e,NC,1,0.05777,0.0020797,0.0017909,0.00121317
494,10.4,0.59,10.41,0.9036,sig_r,p,e,NC,1,0.078326,0.0027414,0.0025848,0.001644846
495,10.4,0.545,9.682,0.9102,sig_r,p,e,NC,1,0.10334,0.0041335,0.0039269,0.00217014
496,10.4,0.509,9.094,0.9159,sig_r,p,e,NC,1,0.11968,0.010173,0.0059841,0.00251328
497,6.5,0.758,7.587,0.8203,sig_r,p,e,NC,1,0.026902,0.00056494,0.00080706,0.000564942
498,6.5,0.706,7.15,0.8305,sig_r,p,e,NC,1,0.041873,0.00087933,0.0012562,0.000879333
499,6.5,0.654,6.71,0.8409,sig_r,p,e,NC,1,0.061713,0.0012343,0.0018514,0.001295973
500,6.5,0.609,6.317,0.8502,sig_r,p,e,NC,1,0.082685,0.001571,0.0024806,0.001736385
501,6.5,0.569,5.963,0.8588,sig_r,p,e,NC,1,0.10949,0.0029563,0.0033942,0.00229929
502,6.5,0.522,5.534,0.8688,sig_r,p,e,NC,1,0.12403,0.0065734,0.0042169,0.00260463
503,6.5,0.483,5.173,0.8772,sig_r,p,e,NC,1,0.16046,0.0080231,0.006258,0.00336966
504,6.5,0.444,4.796,0.8863,sig_r,p,e,NC,1,0.20912,0.012756,0.011083,0.00439152
505,6.5,0.413,4.503,0.8932,sig_r,p,e,NC,1,0.2371,0.015411,0.017545,0.0049791
506,6.5,0.39,4.277,0.8988,sig_r,p,e,NC,1,0.18675,0.044074,0.019983,0.00392175
507,19.5,0.708,23.66,0.9128,sig_r,p,e,NC,1,0.024664,0.0017758,0.0008139,0.000517944
508,19.5,0.658,22.12,0.9183,sig_r,p,e,NC,1,0.039685,0.0014287,0.0013096,0.000833385
509,19.5,0.61,20.62,0.9239,sig_r,p,e,NC,1,0.055394,0.002105,0.0019388,0.001163274
510,19.5,0.566,19.25,0.9289,sig_r,p,e,NC,1,0.076489,0.0026771,0.0029066,0.001606269
511,19.5,0.523,17.89,0.9339,sig_r,p,e,NC,1,0.095766,0.0037349,0.0039264,0.002011086
512,19.5,0.476,16.36,0.9394,sig_r,p,e,NC,1,0.1382,0.0059427,0.0066338,0.0029022
513,19.5,0.434,15.01,0.9445,sig_r,p,e,NC,1,0.15827,0.010604,0.0091797,0.00332367
514,16.0,0.729,19.54,0.893,sig_r,p,e,NC,1,0.017569,0.0017042,0.00057978,0.000368949
515,16.0,0.676,18.26,0.8998,sig_r,p,e,NC,1,0.034981,0.0016441,0.0011544,0.000734601
516,16.0,0.621,16.91,0.9073,sig_r,p,e,NC,1,0.052491,0.002887,0.0018372,0.001102311
517,16.0,0.571,15.67,0.9141,sig_r,p,e,NC,1,0.075895,0.0037948,0.002884,0.001593795
518,16.0,0.523,14.46,0.9206,sig_r,p,e,NC,1,0.10396,0.0046782,0.0043663,0.00218316
519,16.0,0.472,13.14,0.9277,sig_r,p,e,NC,1,0.13081,0.0062791,0.0066716,0.00274701
520,16.0,0.432,12.1,0.9338,sig_r,p,e,NC,1,0.15661,0.011276,0.0095533,0.00328881
521,16.0,0.405,11.39,0.9377,sig_r,p,e,NC,1,0.16774,0.015264,0.01191,0.00352254
522,16.0,0.377,10.66,0.9417,sig_r,p,e,NC,1,0.11662,0.049912,0.0099125,0.00244902
523,13.5,0.74,16.39,0.8739,sig_r,p,e,NC,1,0.020607,0.0022874,0.00063883,0.000432747
524,13.5,0.692,15.44,0.8813,sig_r,p,e,NC,1,0.033859,0.0023701,0.0010158,0.000711039
525,13.5,0.645,14.52,0.8883,sig_r,p,e,NC,1,0.049948,0.002847,0.0014984,0.001048908
526,13.5,0.595,13.5,0.8961,sig_r,p,e,NC,1,0.064775,0.0039513,0.0018785,0.001360275
527,13.5,0.548,12.54,0.9035,sig_r,p,e,NC,1,0.096662,0.0056064,0.0028999,0.002029902
528,13.5,0.504,11.62,0.9105,sig_r,p,e,NC,1,0.11961,0.0068177,0.0037079,0.00251181
529,13.5,0.466,10.82,0.9165,sig_r,p,e,NC,1,0.14135,0.0067849,0.0046646,0.00296835
530,13.5,0.429,10.02,0.9229,sig_r,p,e,NC,1,0.16321,0.011099,0.0062021,0.00342741
531,13.5,0.402,9.444,0.9273,sig_r,p,e,NC,1,0.15977,0.018693,0.0073493,0.00335517
532,7.0,0.741,7.619,0.7823,sig_r,p,e,NC,1,0.034462,0.0048591,0.0010339,0.000723702
533,7.0,0.695,7.241,0.793,sig_r,p,e,NC,1,0.041299,0.00318,0.0011977,0.000867279
534,7.0,0.645,6.819,0.8049,sig_r,p,e,NC,1,0.058435,0.0041489,0.0016946,0.001227135
535,7.0,0.587,6.316,0.8193,sig_r,p,e,NC,1,0.090146,0.0051383,0.0026142,0.001893066
536,7.0,0.541,5.906,0.8311,sig_r,p,e,NC,1,0.11381,0.0069422,0.0033004,0.00239001
537,7.0,0.502,5.545,0.8414,sig_r,p,e,NC,1,0.14143,0.0077788,0.0041016,0.00297003
538,7.0,0.462,5.168,0.8521,sig_r,p,e,NC,1,0.16142,0.0072637,0.0046811,0.00338982
539,7.0,0.422,4.784,0.863,sig_r,p,e,NC,1,0.21113,0.0084452,0.0063339,0.00443373
540,7.0,0.381,4.374,0.8747,sig_r,p,e,NC,1,0.23323,0.0088626,0.0074632,0.00489783
541,7.0,0.344,4.003,0.8853,sig_r,p,e,NC,1,0.23815,0.0097641,0.0092878,0.00500115
542,7.0,0.31,3.645,0.8959,sig_r,p,e,NC,1,0.39905,0.14446,0.022347,0.00838005
543,13.5,0.418,1.68,0.1587,sig_r,p,e,NC,1,0.24225,0.003876,0.0021803,0.00508725
544,13.5,0.363,1.64,0.1782,sig_r,p,e,NC,1,0.27618,0.0052473,0.0027618,0.00579978
545,13.5,0.324,1.606,0.1954,sig_r,p,e,NC,1,0.30765,0.006153,0.0030765,0.00646065
546,13.5,0.213,1.457,0.2702,sig_r,p,e,NC,1,0.33332,0.006333,0.0033332,0.00699972
547,13.5,0.134,1.256,0.3708,sig_r,p,e,NC,1,0.33892,0.0067784,0.004406,0.00711732
548,13.5,0.082,1.019,0.4896,sig_r,p,e,NC,1,0.31448,0.0050316,0.0037737,0.00660408
549,13.5,0.063,0.887,0.5558,sig_r,p,e,NC,1,0.29559,0.0053207,0.0035471,0.00620739
550,16.0,0.517,2.375,0.153,sig_r,p,e,NC,1,0.18494,0.0048084,0.0022192,0.00388374
551,16.0,0.447,2.32,0.1728,sig_r,p,e,NC,1,0.21127,0.0052816,0.0023239,0.00443667
552,16.0,0.405,2.279,0.1874,sig_r,p,e,NC,1,0.2473,0.0051933,0.0027203,0.0051933
553,16.0,0.344,2.206,0.2134,sig_r,p,e,NC,1,0.25658,0.0051316,0.0025658,0.00538818
554,16.0,0.281,2.105,0.2496,sig_r,p,e,NC,1,0.31086,0.0049737,0.0031086,0.00652806
555,16.0,0.229,1.993,0.2896,sig_r,p,e,NC,1,0.3283,0.0065661,0.003283,0.0068943
556,16.0,0.187,1.869,0.3335,sig_r,p,e,NC,1,0.33722,0.0057327,0.003035,0.00708162
557,16.0,0.152,1.736,0.381,sig_r,p,e,NC,1,0.33909,0.0057646,0.0030518,0.00712089
558,16.0,0.123,1.592,0.4324,sig_r,p,e,NC,1,0.33686,0.0053898,0.0030318,0.00707406
559,16.0,0.078,1.272,0.5465,sig_r,p,e,NC,1,0.32531,0.0058556,0.0084581,0.00683151
560,19.5,0.598,3.499,0.1599,sig_r,p,e,NC,1,0.11463,0.0025219,0.0020634,0.00240723
561,19.5,0.548,3.45,0.1719,sig_r,p,e,NC,1,0.13812,0.0026244,0.00221,0.00290052
562,19.5,0.493,3.384,0.1874,sig_r,p,e,NC,1,0.17668,0.0033569,0.0024735,0.00371028
563,19.5,0.44,3.31,0.2054,sig_r,p,e,NC,1,0.20821,0.0035396,0.0027067,0.00437241
564,19.5,0.372,3.189,0.2346,sig_r,p,e,NC,1,0.25322,0.0040515,0.0030387,0.00531762
565,19.5,0.313,3.055,0.2667,sig_r,p,e,NC,1,0.28316,0.0045305,0.0033979,0.00594636
566,19.5,0.255,2.877,0.3083,sig_r,p,e,NC,1,0.315,0.0050401,0.0034651,0.006615
567,19.5,0.185,2.576,0.3816,sig_r,p,e,NC,1,0.33218,0.0063115,0.0033218,0.00697578
568,19.5,0.153,2.391,0.4261,sig_r,p,e,NC,1,0.34808,0.0073098,0.0031328,0.00730968
569,19.5,0.127,2.193,0.4735,sig_r,p,e,NC,1,0.33743,0.0067487,0.0030369,0.00708603
570,19.5,0.103,1.983,0.5241,sig_r,p,e,NC,1,0.33178,0.0056402,0.0026542,0.00696738
571,19.5,0.083,1.759,0.5777,sig_r,p,e,NC,1,0.32132,0.0054624,0.0083542,0.00674772
572,19.5,0.066,1.523,0.6345,sig_r,p,e,NC,1,0.33284,0.0089866,0.0086538,0.00698964
573,19.5,0.77,8.193,0.2908,sig_r,p,e,NC,1,0.024154,0.00077294,0.00070048,0.000507234
574,19.5,0.718,8.025,0.3053,sig_r,p,e,NC,1,0.036712,0.00084437,0.00077094,0.000770952
575,19.5,0.67,7.851,0.3204,sig_r,p,e,NC,1,0.054783,0.0010957,0.00093131,0.001150443
576,19.5,0.61,7.614,0.341,sig_r,p,e,NC,1,0.080264,0.0013645,0.0011237,0.001685544
577,19.5,0.531,7.245,0.3729,sig_r,p,e,NC,1,0.12447,0.0017426,0.0013692,0.00261387
578,19.5,0.422,6.606,0.4282,sig_r,p,e,NC,1,0.19167,0.0028751,0.001725,0.00402507
579,19.5,0.35,6.071,0.4746,sig_r,p,e,NC,1,0.24534,0.0036801,0.002208,0.00515214
580,19.5,0.261,5.223,0.5479,sig_r,p,e,NC,1,0.292,0.00438,0.007592,0.006132
581,19.5,0.173,4.084,0.6465,sig_r,p,e,NC,1,0.32651,0.0048977,0.0084893,0.00685671
582,13.3,0.751,7.334,0.3915,sig_r,p,e,NC,1,0.030841,0.00058597,0.00061681,0.000647661
583,13.3,0.704,7.148,0.4069,sig_r,p,e,NC,1,0.044975,0.00071959,0.00076457,0.000944475
584,13.3,0.66,6.96,0.4226,sig_r,p,e,NC,1,0.062813,0.001005,0.00094219,0.001319073
585,13.3,0.616,6.757,0.4395,sig_r,p,e,NC,1,0.081198,0.0012992,0.0011368,0.001705158
586,13.3,0.536,6.341,0.474,sig_r,p,e,NC,1,0.12313,0.0018469,0.0016007,0.00258573
587,13.3,0.426,5.648,0.5315,sig_r,p,e,NC,1,0.19698,0.0027578,0.0023638,0.00413658
588,13.3,0.353,5.09,0.5777,sig_r,p,e,NC,1,0.24602,0.0034443,0.0029522,0.00516642
589,13.3,0.263,4.252,0.6473,sig_r,p,e,NC,1,0.2903,0.0046449,0.0026127,0.0060963
590,13.3,0.174,3.198,0.7347,sig_r,p,e,NC,1,0.33903,0.0074587,0.0030513,0.00711963
591,16.0,0.802,10.12,0.4201,sig_r,p,e,NC,1,0.015254,0.00041186,0.00038135,0.000320334
592,16.0,0.76,9.883,0.4334,sig_r,p,e,NC,1,0.024185,0.00053207,0.00045952,0.000507885
593,16.0,0.69,9.468,0.4573,sig_r,p,e,NC,1,0.043463,0.00082579,0.00073887,0.000912723
594,16.0,0.607,8.912,0.4892,sig_r,p,e,NC,1,0.07805,0.0012488,0.0010927,0.00163905
595,16.0,0.529,8.314,0.5234,sig_r,p,e,NC,1,0.12177,0.0019484,0.0015831,0.00255717
596,16.0,0.421,7.332,0.5797,sig_r,p,e,NC,1,0.19294,0.0030871,0.0023153,0.00405174
597,16.0,0.35,6.558,0.6241,sig_r,p,e,NC,1,0.24646,0.0044363,0.0029575,0.00517566
598,16.0,0.262,5.416,0.6896,sig_r,p,e,NC,1,0.29358,0.0049908,0.0023486,0.00616518
599,16.0,0.174,4.018,0.7697,sig_r,p,e,NC,1,0.31455,0.0059765,0.0037747,0.00660555
600,19.5,0.82,13.91,0.4633,sig_r,p,e,NC,1,0.0095804,0.00029699,0.00025867,0.0002011884
601,19.5,0.787,13.64,0.4736,sig_r,p,e,NC,1,0.014779,0.00036948,0.00032514,0.000310359
602,19.5,0.749,13.32,0.4861,sig_r,p,e,NC,1,0.022233,0.00044465,0.00040019,0.000466893
603,19.5,0.675,12.64,0.5121,sig_r,p,e,NC,1,0.044049,0.00079288,0.00057264,0.000925029
604,19.5,0.596,11.84,0.5429,sig_r,p,e,NC,1,0.076856,0.0013834,0.001076,0.001613976
605,19.5,0.521,10.98,0.5764,sig_r,p,e,NC,1,0.11913,0.0020252,0.0015487,0.00250173
606,19.5,0.415,9.576,0.6305,sig_r,p,e,NC,1,0.19213,0.003074,0.0023055,0.00403473
607,19.5,0.222,6.182,0.7614,sig_r,p,e,NC,1,0.30493,0.0051839,0.0024395,0.00640353
608,19.5,0.172,5.056,0.8049,sig_r,p,e,NC,1,0.32334,0.0064667,0.00388,0.00679014
609,6.5,0.517,2.497,0.3962,sig_r,p,e,NC,1,0.16174,0.0022643,0.0014557,0.00339654
610,6.5,0.485,2.434,0.4114,sig_r,p,e,NC,1,0.17837,0.0030323,0.0016053,0.00374577
611,6.5,0.421,2.292,0.4457,sig_r,p,e,NC,1,0.22258,0.0035613,0.0020032,0.00467418
612,6.5,0.326,2.028,0.5095,sig_r,p,e,NC,1,0.27212,0.0038097,0.0024491,0.00571452
613,6.5,0.243,1.727,0.5825,sig_r,p,e,NC,1,0.30657,0.0049051,0.0030657,0.00643797
614,6.5,0.173,1.395,0.6626,sig_r,p,e,NC,1,0.29026,0.0052247,0.0029026,0.00609546
615,10.4,0.718,6.029,0.4304,sig_r,p,e,NC,1,0.043236,0.0010809,0.00073501,0.000907956
616,10.4,0.653,5.782,0.4536,sig_r,p,e,NC,1,0.06757,0.002365,0.0010136,0.00141897
617,10.4,0.615,5.624,0.4688,sig_r,p,e,NC,1,0.087638,0.0027168,0.0012269,0.001840398
618,10.4,0.544,5.303,0.4991,sig_r,p,e,NC,1,0.12401,0.0027282,0.0016121,0.00260421
619,10.4,0.432,4.693,0.5567,sig_r,p,e,NC,1,0.19657,0.0045211,0.0017691,0.00412797
620,10.4,0.358,4.208,0.6026,sig_r,p,e,NC,1,0.25211,0.0047901,0.002269,0.00529431
621,10.4,0.267,3.488,0.6706,sig_r,p,e,NC,1,0.29159,0.0052487,0.0026243,0.00612339
622,10.4,0.176,2.598,0.7546,sig_r,p,e,NC,1,0.31166,0.0071682,0.0037399,0.00654486
623,13.3,0.786,9.198,0.4686,sig_r,p,e,NC,1,0.018532,0.00044476,0.0004077,0.000389172
624,13.3,0.747,8.978,0.4814,sig_r,p,e,NC,1,0.027641,0.00069103,0.00049754,0.000580461
625,13.3,0.69,8.633,0.5014,sig_r,p,e,NC,1,0.044643,0.00080357,0.00071429,0.000937503
626,13.3,0.609,8.098,0.5323,sig_r,p,e,NC,1,0.078733,0.0014959,0.0011023,0.001653393
627,13.3,0.533,7.521,0.5656,sig_r,p,e,NC,1,0.1203,0.0019248,0.0015639,0.0025263
628,13.3,0.424,6.571,0.6205,sig_r,p,e,NC,1,0.19181,0.0032607,0.0024935,0.00402801
629,13.3,0.353,5.836,0.6629,sig_r,p,e,NC,1,0.24089,0.0043359,0.002168,0.00505869
630,13.3,0.264,4.773,0.7244,sig_r,p,e,NC,1,0.28977,0.0057953,0.0026079,0.00608517
631,13.3,0.176,3.5,0.7979,sig_r,p,e,NC,1,0.31637,0.0075929,0.0037964,0.00664377
632,16.0,0.818,12.4,0.5049,sig_r,p,e,NC,1,0.010314,0.0002991,0.00026815,0.000216594
633,16.0,0.763,11.96,0.5224,sig_r,p,e,NC,1,0.020455,0.0004091,0.0004091,0.000429555
634,16.0,0.678,11.24,0.5516,sig_r,p,e,NC,1,0.043266,0.00082206,0.00064899,0.000908586
635,16.0,0.599,10.47,0.582,sig_r,p,e,NC,1,0.077021,0.0013094,0.0010783,0.001617441
636,16.0,0.523,9.656,0.6147,sig_r,p,e,NC,1,0.11873,0.0021371,0.0015435,0.00249333
637,16.0,0.417,8.349,0.6668,sig_r,p,e,NC,1,0.1877,0.0031909,0.0022524,0.0039417
638,16.0,0.347,7.355,0.7065,sig_r,p,e,NC,1,0.24205,0.0043569,0.0021784,0.00508305
639,16.0,0.259,5.941,0.7629,sig_r,p,e,NC,1,0.2914,0.0058281,0.0026226,0.0061194
640,16.0,0.172,4.29,0.8288,sig_r,p,e,NC,1,0.30341,0.0072818,0.0036409,0.00637161
641,19.5,0.86,17.05,0.5419,sig_r,p,e,NC,1,0.0043946,0.00024171,0.00014502,9.22866e-05
642,19.5,0.807,16.46,0.5576,sig_r,p,e,NC,1,0.010104,0.00032333,0.0002425,0.000212184
643,19.5,0.742,15.71,0.5781,sig_r,p,e,NC,1,0.021743,0.00058706,0.00039137,0.000456603
644,19.5,0.67,14.78,0.603,sig_r,p,e,NC,1,0.042504,0.00093509,0.00063756,0.000892584
645,19.5,0.592,13.69,0.6321,sig_r,p,e,NC,1,0.074471,0.0014894,0.00096812,0.001563891
646,19.5,0.517,12.55,0.6629,sig_r,p,e,NC,1,0.11815,0.0023631,0.001536,0.00248115
647,19.5,0.413,10.74,0.7114,sig_r,p,e,NC,1,0.1941,0.0042702,0.0023292,0.0040761
648,19.5,0.343,9.391,0.7477,sig_r,p,e,NC,1,0.23117,0.0046235,0.0018494,0.00485457
649,19.5,0.257,7.502,0.7985,sig_r,p,e,NC,1,0.2849,0.0065528,0.0025641,0.0059829
650,19.5,0.171,5.35,0.8563,sig_r,p,e,NC,1,0.31439,0.0075454,0.0037727,0.00660219
651,19.5,0.866,19.18,0.6055,sig_r,p,e,NC,1,0.0033637,0.00015473,0.00010764,7.06377e-05
652,19.5,0.809,18.4,0.6214,sig_r,p,e,NC,1,0.0084857,0.00022911,0.00018669,0.0001781997
653,19.5,0.74,17.4,0.6422,sig_r,p,e,NC,1,0.020167,0.00050417,0.00034284,0.000423507
654,19.5,0.668,16.26,0.6655,sig_r,p,e,NC,1,0.040297,0.00092684,0.00060446,0.000846237
655,19.5,0.591,14.96,0.6923,sig_r,p,e,NC,1,0.071993,0.0015119,0.00093591,0.001511853
656,19.5,0.516,13.61,0.7202,sig_r,p,e,NC,1,0.11825,0.002365,0.0015372,0.00248325
657,19.5,0.412,11.52,0.7632,sig_r,p,e,NC,1,0.18249,0.0032848,0.0016424,0.00383229
658,19.5,0.343,9.98,0.7948,sig_r,p,e,NC,1,0.23048,0.0041486,0.0020743,0.00484008
659,19.5,0.257,7.88,0.8379,sig_r,p,e,NC,1,0.2789,0.005299,0.0025101,0.0058569
660,19.5,0.171,5.548,0.8859,sig_r,p,e,NC,1,0.28558,0.0085673,0.0037125,0.00599718
