,spec(HMS=0),exp,obs,target,Lepton beam,current,Units,Elab,ep,angle,x,Q2,w2,value,%*ptp_u,ptp_total_frac,stat,gerr,%*norm_c,density,    cer   ,kin,%csb_c,csb,    %acc_c   ,acc,rad,%*live_c,live,%*pion_c,pion
201,1,e1210002,F2,d/p,e,NC,1,10.602,4.28114,24.98,0.71591,8.49173,4.25,0.73607,1.001,0.01001,0.00954,0.01239,1.13,0.0113,0.001,0.00106,0.0,0.0,0.049,0.00049,0.005,0.308,0.00308,0.14,0.0014
202,1,e1210002,F2,d/p,e,NC,1,10.602,4.25523,24.98,0.70868,8.44035,4.35,0.73032,0.974,0.00974,0.00925,0.01234,1.13,0.0113,0.001,0.00106,0.0,0.0,0.048,0.00048,0.005,0.308,0.00308,0.14,0.0014
203,1,e1210002,F2,d/p,e,NC,1,10.602,4.22933,24.98,0.7015,8.38896,4.45,0.72238,0.95,0.0095,0.009,0.01234,1.13,0.0113,0.001,0.00106,0.0,0.0,0.046,0.00046,0.005,0.308,0.00308,0.14,0.0014
204,1,e1210002,F2,d/p,e,NC,1,10.602,4.20342,24.98,0.69438,8.33758,4.55,0.72202,0.926,0.00926,0.00876,0.01233,1.13,0.0113,0.001,0.00106,0.0,0.0,0.044,0.00044,0.005,0.308,0.00308,0.14,0.0014
205,1,e1210002,F2,d/p,e,NC,1,10.602,4.17751,24.98,0.68732,8.28619,4.65,0.72305,0.902,0.00902,0.0085,0.01231,1.13,0.0113,0.001,0.00106,0.0,0.0,0.043,0.00043,0.005,0.308,0.00308,0.14,0.0014
206,1,e1210002,F2,d/p,e,NC,1,10.602,4.15161,24.98,0.68031,8.23481,4.75,0.72158,0.883,0.00883,0.0083,0.01232,1.13,0.0113,0.001,0.00106,0.0,0.0,0.042,0.00042,0.005,0.308,0.00308,0.14,0.0014
207,1,e1210002,F2,d/p,e,NC,1,10.602,4.1257,24.98,0.67336,8.18342,4.85,0.72691,0.861,0.00861,0.00808,0.0123,1.13,0.0113,0.001,0.00106,0.0,0.0,0.04,0.0004,0.005,0.308,0.00308,0.14,0.0014
208,1,e1210002,F2,d/p,e,NC,1,10.602,4.09979,24.98,0.66647,8.13203,4.95,0.73361,0.849,0.00849,0.00795,0.0123,1.13,0.0113,0.001,0.00106,0.0,0.0,0.039,0.00039,0.005,0.308,0.00308,0.14,0.0014
209,1,e1210002,F2,d/p,e,NC,1,10.602,4.07389,24.98,0.65963,8.08065,5.05,0.7305,0.836,0.00836,0.00781,0.0123,1.13,0.0113,0.001,0.00106,0.0,0.0,0.038,0.00038,0.005,0.308,0.00308,0.14,0.0014
210,1,e1210002,F2,d/p,e,NC,1,10.602,4.04798,24.98,0.65284,8.02926,5.15,0.73123,0.827,0.00827,0.00773,0.0123,1.13,0.0113,0.001,0.00106,0.0,0.0,0.037,0.00037,0.005,0.308,0.00308,0.14,0.0014
211,1,e1210002,F2,d/p,e,NC,1,10.602,4.02208,24.98,0.64611,7.97788,5.25,0.73491,0.831,0.00831,0.00776,0.01229,1.13,0.0113,0.001,0.00106,0.0,0.0,0.036,0.00036,0.005,0.308,0.00308,0.14,0.0014
212,1,e1210002,F2,d/p,e,NC,1,10.602,3.99617,24.98,0.63943,7.92649,5.35,0.73514,0.833,0.00833,0.00779,0.0123,1.13,0.0113,0.001,0.00106,0.0,0.0,0.035,0.00035,0.005,0.308,0.00308,0.14,0.0014
213,1,e1210002,F2,d/p,e,NC,1,10.602,2.38798,28.99,0.4116,6.34432,9.95,0.8023,1.504,0.01504,0.01456,0.01352,1.13,0.0113,0.001,0.00113,0.023,0.00023,0.015,0.00015,0.00503,0.593,0.00593,0.14,0.0014
214,1,e1210002,F2,d/p,e,NC,1,10.602,2.32181,28.99,0.39699,6.16851,10.25,0.81198,1.22,0.0122,0.01162,0.01337,1.13,0.0113,0.001,0.00113,0.031,0.00031,0.015,0.00015,0.00504,0.593,0.00593,0.14,0.0014
215,1,e1210002,F2,d/p,e,NC,1,10.602,2.25563,28.99,0.38262,5.99269,10.55,0.80265,1.083,0.01083,0.01021,0.01332,1.13,0.0113,0.001,0.00113,0.04,0.0004,0.014,0.00014,0.00505,0.593,0.00593,0.14,0.0014
216,1,e1210002,F2,d/p,e,NC,1,10.602,2.18945,28.99,0.36847,5.81687,10.85,0.80257,1.014,0.01014,0.00948,0.01333,1.13,0.0113,0.001,0.00113,0.053,0.00053,0.014,0.00014,0.00506,0.593,0.00593,0.14,0.0014
217,1,e1210002,F2,d/p,e,NC,1,10.602,2.12328,28.99,0.35454,5.64106,11.15,0.82399,0.963,0.00963,0.00892,0.01335,1.13,0.0113,0.001,0.00113,0.07,0.0007,0.013,0.00013,0.00507,0.593,0.00593,0.14,0.0014
218,1,e1210002,F2,d/p,e,NC,1,10.602,2.0571,28.99,0.34083,5.46524,11.45,0.83714,0.91,0.0091,0.00835,0.01336,1.13,0.0113,0.001,0.00113,0.093,0.00093,0.013,0.00013,0.0051,0.593,0.00593,0.14,0.0014
219,1,e1210002,F2,d/p,e,NC,1,10.602,1.99092,28.99,0.32733,5.28942,11.75,0.82279,0.862,0.00862,0.00783,0.01341,1.13,0.0113,0.001,0.00113,0.122,0.00122,0.012,0.00012,0.00512,0.593,0.00593,0.14,0.0014
220,1,e1210002,F2,d/p,e,NC,1,10.602,1.92475,28.99,0.31404,5.11361,12.05,0.83449,0.82,0.0082,0.00737,0.01352,1.13,0.0113,0.001,0.00113,0.161,0.00161,0.012,0.00012,0.00516,0.593,0.00593,0.14,0.0014
221,1,e1210002,F2,d/p,e,NC,1,10.602,1.85857,28.99,0.30095,4.93779,12.35,0.85667,0.789,0.00789,0.00706,0.01359,1.13,0.0113,0.001,0.00113,0.211,0.00211,0.012,0.00012,0.0052,0.593,0.00593,0.14,0.0014
222,1,e1210002,F2,d/p,e,NC,1,10.602,2.85122,28.99,0.52081,7.57504,7.85,0.77169,1.319,0.01319,0.01271,0.01245,1.13,0.0113,0.001,0.0016,0.004,4e-05,0.021,0.00021,0.00501,0.335,0.00335,0.14,0.0014
223,1,e1210002,F2,d/p,e,NC,1,10.602,2.78504,28.99,0.50442,7.39922,8.15,0.78022,1.082,0.01082,0.01027,0.01244,1.13,0.0113,0.001,0.0016,0.005,5e-05,0.02,0.0002,0.00501,0.335,0.00335,0.14,0.0014
224,1,e1210002,F2,d/p,e,NC,1,10.602,2.71887,28.99,0.4883,7.22341,8.45,0.78325,0.96,0.0096,0.00901,0.01244,1.13,0.0113,0.001,0.0016,0.006,6e-05,0.019,0.00019,0.00501,0.335,0.00335,0.14,0.0014
225,1,e1210002,F2,d/p,e,NC,1,10.602,2.65269,28.99,0.47245,7.04759,8.75,0.7778,0.907,0.00907,0.00843,0.01242,1.13,0.0113,0.001,0.0016,0.008,8e-05,0.018,0.00018,0.00501,0.335,0.00335,0.14,0.0014
226,1,e1210002,F2,d/p,e,NC,1,10.602,2.58651,28.99,0.45686,6.87177,9.05,0.79031,0.855,0.00855,0.00788,0.01243,1.13,0.0113,0.001,0.0016,0.011,0.00011,0.017,0.00017,0.00502,0.335,0.00335,0.14,0.0014
227,1,e1210002,F2,d/p,e,NC,1,10.602,2.52034,28.99,0.44152,6.69596,9.35,0.79183,0.812,0.00812,0.0074,0.01243,1.13,0.0113,0.001,0.0016,0.014,0.00014,0.017,0.00017,0.00502,0.335,0.00335,0.14,0.0014
228,1,e1210002,F2,d/p,e,NC,1,10.602,2.45416,28.99,0.42644,6.52014,9.65,0.79901,0.771,0.00771,0.00694,0.01243,1.13,0.0113,0.001,0.0016,0.018,0.00018,0.016,0.00016,0.00502,0.335,0.00335,0.14,0.0014
229,1,e1210002,F2,d/p,e,NC,1,10.602,2.38798,28.99,0.4116,6.34432,9.95,0.79978,0.737,0.00737,0.00657,0.01266,1.13,0.0113,0.001,0.0016,0.023,0.00023,0.015,0.00015,0.00503,0.335,0.00335,0.14,0.0014
230,1,e1210002,F2,d/p,e,NC,1,10.602,2.32181,28.99,0.39699,6.16851,10.25,0.81059,0.704,0.00704,0.0062,0.0125,1.13,0.0113,0.001,0.0016,0.031,0.00031,0.015,0.00015,0.00504,0.335,0.00335,0.14,0.0014
231,1,e1210002,F2,d/p,e,NC,1,10.602,2.25563,28.99,0.38262,5.99269,10.55,0.81795,0.68,0.0068,0.00593,0.01244,1.13,0.0113,0.001,0.0016,0.04,0.0004,0.014,0.00014,0.00505,0.335,0.00335,0.14,0.0014
232,1,e1210002,F2,d/p,e,NC,1,10.602,2.18945,28.99,0.36847,5.81687,10.85,0.82152,0.679,0.00679,0.00597,0.01245,1.13,0.0113,0.001,0.0016,0.053,0.00053,0.014,0.00014,0.00506,0.335,0.00335,0.14,0.0014
233,1,e1210002,F2,d/p,e,NC,1,10.602,3.54608,28.99,0.71152,9.42111,4.7,0.71978,1.42,0.0142,0.01389,0.01246,1.13,0.0113,0.001,0.00105,0.0,0.0,0.042,0.00042,0.005,0.359,0.00359,0.14,0.0014
234,1,e1210002,F2,d/p,e,NC,1,10.602,3.50196,28.99,0.69831,9.3039,4.9,0.72344,1.231,0.01231,0.01196,0.01244,1.13,0.0113,0.001,0.00105,0.0,0.0,0.04,0.0004,0.005,0.359,0.00359,0.14,0.0014
235,1,e1210002,F2,d/p,e,NC,1,10.602,3.45784,28.99,0.68525,9.18669,5.1,0.73071,1.093,0.01093,0.01055,0.01243,1.13,0.0113,0.001,0.00105,0.001,1e-05,0.038,0.00038,0.005,0.359,0.00359,0.14,0.0014
236,1,e1210002,F2,d/p,e,NC,1,10.602,3.41372,28.99,0.67235,9.06948,5.3,0.73521,1.0,0.01,0.00959,0.01243,1.13,0.0113,0.001,0.00105,0.001,1e-05,0.036,0.00036,0.005,0.359,0.00359,0.14,0.0014
237,1,e1210002,F2,d/p,e,NC,1,10.602,3.36961,28.99,0.65962,8.95227,5.5,0.73254,0.944,0.00944,0.009,0.01243,1.13,0.0113,0.001,0.00105,0.001,1e-05,0.034,0.00034,0.005,0.359,0.00359,0.14,0.0014
238,1,e1210002,F2,d/p,e,NC,1,10.602,3.32549,28.99,0.64703,8.83506,5.7,0.72679,0.895,0.00895,0.00848,0.01243,1.13,0.0113,0.001,0.00105,0.001,1e-05,0.032,0.00032,0.005,0.359,0.00359,0.14,0.0014
239,1,e1210002,F2,d/p,e,NC,1,10.602,3.28137,28.99,0.6346,8.71784,5.9,0.7336,0.849,0.00849,0.00801,0.01243,1.13,0.0113,0.001,0.00105,0.001,1e-05,0.031,0.00031,0.005,0.359,0.00359,0.14,0.0014
240,1,e1210002,F2,d/p,e,NC,1,10.602,3.23725,28.99,0.62232,8.60063,6.1,0.74227,0.806,0.00806,0.00756,0.01243,1.13,0.0113,0.001,0.00105,0.001,1e-05,0.029,0.00029,0.005,0.359,0.00359,0.14,0.0014
241,1,e1210002,F2,d/p,e,NC,1,10.602,3.19313,28.99,0.61018,8.48342,6.3,0.74621,0.774,0.00774,0.0072,0.01244,1.13,0.0113,0.001,0.00105,0.001,1e-05,0.028,0.00028,0.005,0.359,0.00359,0.14,0.0014
242,1,e1210002,F2,d/p,e,NC,1,10.602,3.14902,28.99,0.59819,8.36621,6.5,0.75173,0.74,0.0074,0.00686,0.01244,1.13,0.0113,0.001,0.00105,0.001,1e-05,0.027,0.00027,0.005,0.359,0.00359,0.14,0.0014
243,1,e1210002,F2,d/p,e,NC,1,10.602,3.1049,28.99,0.58634,8.249,6.7,0.75687,0.713,0.00713,0.00656,0.01245,1.13,0.0113,0.001,0.00105,0.002,2e-05,0.026,0.00026,0.005,0.359,0.00359,0.14,0.0014
244,1,e1210002,F2,d/p,e,NC,1,10.602,3.06078,28.99,0.57463,8.13179,6.9,0.74856,0.687,0.00687,0.00626,0.01243,1.13,0.0113,0.001,0.00105,0.002,2e-05,0.025,0.00025,0.005,0.359,0.00359,0.14,0.0014
245,1,e1210002,F2,d/p,e,NC,1,10.602,3.01666,28.99,0.56305,8.01458,7.1,0.75008,0.663,0.00663,0.006,0.01243,1.13,0.0113,0.001,0.00105,0.002,2e-05,0.024,0.00024,0.005,0.359,0.00359,0.14,0.0014
246,1,e1210002,F2,d/p,e,NC,1,10.602,2.97254,28.99,0.55161,7.89737,7.3,0.76013,0.639,0.00639,0.00574,0.01244,1.13,0.0113,0.001,0.00105,0.002,2e-05,0.023,0.00023,0.00501,0.359,0.00359,0.14,0.0014
247,1,e1210002,F2,d/p,e,NC,1,10.602,2.92843,28.99,0.5403,7.78016,7.5,0.75814,0.619,0.00619,0.00552,0.01245,1.13,0.0113,0.001,0.00105,0.003,3e-05,0.022,0.00022,0.00501,0.359,0.00359,0.14,0.0014
248,1,e1210002,F2,d/p,e,NC,1,10.602,2.88431,28.99,0.52911,7.66295,7.7,0.76826,0.602,0.00602,0.00533,0.01245,1.13,0.0113,0.001,0.00105,0.003,3e-05,0.021,0.00021,0.00501,0.359,0.00359,0.14,0.0014
249,1,e1210002,F2,d/p,e,NC,1,10.602,2.84019,28.99,0.51806,7.54573,7.9,0.76656,0.587,0.00587,0.00516,0.01246,1.13,0.0113,0.001,0.00105,0.004,4e-05,0.021,0.00021,0.00501,0.359,0.00359,0.14,0.0014
250,1,e1210002,F2,d/p,e,NC,1,10.602,2.79607,28.99,0.50713,7.42852,8.1,0.77076,0.574,0.00574,0.00503,0.01246,1.13,0.0113,0.001,0.00105,0.005,5e-05,0.02,0.0002,0.00501,0.359,0.00359,0.14,0.0014
251,1,e1210002,F2,d/p,e,NC,1,10.602,2.75196,28.99,0.49632,7.31131,8.3,0.7764,0.571,0.00571,0.00502,0.01246,1.13,0.0113,0.001,0.00105,0.006,6e-05,0.019,0.00019,0.00501,0.359,0.00359,0.14,0.0014
252,1,e1210002,F2,d/p,e,NC,1,10.602,4.30711,28.99,0.96871,11.443,1.25,7.74568,15.033,0.15033,0.1503,0.06976,1.13,0.0113,0.001,0.00059,0.002,2e-05,1.536,0.01536,0.01595,0.325,0.00325,0.14,0.0014
253,1,e1210002,F2,d/p,e,NC,1,10.602,4.28505,28.99,0.96038,11.38439,1.35,3.24987,13.855,0.13855,0.13851,0.03713,1.13,0.0113,0.001,0.00059,0.0,0.0,0.862,0.00862,0.00911,0.325,0.00325,0.14,0.0014
254,1,e1210002,F2,d/p,e,NC,1,10.602,4.26299,28.99,0.95211,11.32579,1.45,1.77015,10.069,0.10069,0.10064,0.01917,1.13,0.0113,0.001,0.00059,0.0,0.0,0.589,0.00589,0.00654,0.325,0.00325,0.14,0.0014
255,1,e1210002,F2,d/p,e,NC,1,10.602,4.24093,28.99,0.9439,11.26718,1.55,1.51212,8.292,0.08292,0.08286,0.01398,1.13,0.0113,0.001,0.00059,0.0,0.0,0.444,0.00444,0.00596,0.325,0.00325,0.14,0.0014
256,1,e1210002,F2,d/p,e,NC,1,10.602,4.21887,28.99,0.93575,11.20858,1.65,1.27773,6.928,0.06928,0.06921,0.01328,1.13,0.0113,0.001,0.00059,0.0,0.0,0.354,0.00354,0.00566,0.325,0.00325,0.14,0.0014
257,1,e1210002,F2,d/p,e,NC,1,10.602,4.19681,28.99,0.92765,11.14997,1.75,1.22355,6.341,0.06341,0.06333,0.01307,1.13,0.0113,0.001,0.00059,0.0,0.0,0.293,0.00293,0.00542,0.325,0.00325,0.14,0.0014
258,1,e1210002,F2,d/p,e,NC,1,10.602,4.17476,28.99,0.91961,11.09137,1.85,0.90127,5.315,0.05315,0.05306,0.01345,1.13,0.0113,0.001,0.00059,0.0,0.0,0.249,0.00249,0.00526,0.325,0.00325,0.14,0.0014
259,1,e1210002,F2,d/p,e,NC,1,10.602,4.1527,28.99,0.91162,11.03276,1.95,1.07646,4.957,0.04957,0.04948,0.01426,1.13,0.0113,0.001,0.00059,0.0,0.0,0.216,0.00216,0.00517,0.325,0.00325,0.14,0.0014
260,1,e1210002,F2,d/p,e,NC,1,10.602,4.13064,28.99,0.90368,10.97415,2.05,0.9257,4.559,0.04559,0.04549,0.01476,1.13,0.0113,0.001,0.00059,0.0,0.0,0.191,0.00191,0.00511,0.325,0.00325,0.14,0.0014
261,1,e1210002,F2,d/p,e,NC,1,10.602,4.10858,28.99,0.8958,10.91555,2.15,0.79662,3.983,0.03983,0.03971,0.0134,1.13,0.0113,0.001,0.00059,0.0,0.0,0.17,0.0017,0.00507,0.325,0.00325,0.14,0.0014
262,1,e1210002,F2,d/p,e,NC,1,10.602,4.08652,28.99,0.88798,10.85694,2.25,0.6806,3.581,0.03581,0.03569,0.013,1.13,0.0113,0.001,0.00059,0.0,0.0,0.154,0.00154,0.00505,0.325,0.00325,0.14,0.0014
263,1,e1210002,F2,d/p,e,NC,1,10.602,4.06446,28.99,0.8802,10.79834,2.35,0.71975,3.408,0.03408,0.03395,0.01286,1.13,0.0113,0.001,0.00059,0.0,0.0,0.14,0.0014,0.00504,0.325,0.00325,0.14,0.0014
264,1,e1210002,F2,d/p,e,NC,1,10.602,4.0424,28.99,0.87248,10.73973,2.45,0.84929,3.317,0.03317,0.03303,0.01239,1.13,0.0113,0.001,0.00059,0.0,0.0,0.128,0.00128,0.00503,0.325,0.00325,0.14,0.0014
265,1,e1210002,F2,d/p,e,NC,1,10.602,4.02034,28.99,0.86481,10.68113,2.55,0.89062,3.215,0.03215,0.03199,0.01315,1.13,0.0113,0.001,0.00059,0.0,0.0,0.118,0.00118,0.00502,0.325,0.00325,0.14,0.0014
266,1,e1210002,F2,d/p,e,NC,1,10.602,3.99828,28.99,0.8572,10.62252,2.65,0.84588,2.913,0.02913,0.02896,0.01659,1.13,0.0113,0.001,0.00059,0.0,0.0,0.11,0.0011,0.00502,0.325,0.00325,0.14,0.0014
267,1,e1210002,F2,d/p,e,NC,1,10.602,3.97623,28.99,0.84963,10.56392,2.75,0.76266,2.785,0.02785,0.02767,0.02178,1.13,0.0113,0.001,0.00059,0.0,0.0,0.102,0.00102,0.00501,0.325,0.00325,0.14,0.0014
268,1,e1210002,F2,d/p,e,NC,1,10.602,3.95417,28.99,0.84211,10.50531,2.85,0.69244,2.555,0.02555,0.02535,0.02386,1.13,0.0113,0.001,0.00059,0.0,0.0,0.096,0.00096,0.00501,0.325,0.00325,0.14,0.0014
269,1,e1210002,F2,d/p,e,NC,1,10.602,3.93211,28.99,0.83464,10.44671,2.95,0.64476,2.402,0.02402,0.02381,0.01947,1.13,0.0113,0.001,0.00059,0.0,0.0,0.09,0.0009,0.00501,0.325,0.00325,0.14,0.0014
270,1,e1210002,F2,d/p,e,NC,1,10.602,3.91005,28.99,0.82723,10.3881,3.05,0.72339,2.302,0.02302,0.0228,0.01466,1.13,0.0113,0.001,0.00059,0.0,0.0,0.085,0.00085,0.00501,0.325,0.00325,0.14,0.0014
271,1,e1210002,F2,d/p,e,NC,1,10.602,3.88799,28.99,0.81986,10.32949,3.15,0.72498,2.203,0.02203,0.02181,0.01299,1.13,0.0113,0.001,0.00059,0.0,0.0,0.08,0.0008,0.00501,0.325,0.00325,0.14,0.0014
272,1,e1210002,F2,d/p,e,NC,1,10.602,3.86593,28.99,0.81254,10.27089,3.25,0.78786,2.146,0.02146,0.02123,0.01277,1.13,0.0113,0.001,0.00059,0.0,0.0,0.076,0.00076,0.00501,0.325,0.00325,0.14,0.0014
273,1,e1210002,F2,d/p,e,NC,1,10.602,3.84387,28.99,0.80526,10.21228,3.35,0.72897,2.015,0.02015,0.0199,0.01274,1.13,0.0113,0.001,0.00059,0.0,0.0,0.072,0.00072,0.00501,0.325,0.00325,0.14,0.0014
274,1,e1210002,F2,d/p,e,NC,1,10.602,3.82181,28.99,0.79804,10.15368,3.45,0.75984,1.959,0.01959,0.01932,0.01293,1.13,0.0113,0.001,0.00059,0.0,0.0,0.069,0.00069,0.005,0.325,0.00325,0.14,0.0014
275,1,e1210002,F2,d/p,e,NC,1,10.602,3.79975,28.99,0.79086,10.09507,3.55,0.74525,1.896,0.01896,0.01869,0.01298,1.13,0.0113,0.001,0.00059,0.0,0.0,0.065,0.00065,0.005,0.325,0.00325,0.14,0.0014
276,1,e1210002,F2,d/p,e,NC,1,10.602,3.7777,28.99,0.78372,10.03647,3.65,0.74871,1.811,0.01811,0.01783,0.01312,1.13,0.0113,0.001,0.00059,0.0,0.0,0.063,0.00063,0.005,0.325,0.00325,0.14,0.0014
277,1,e1210002,F2,d/p,e,NC,1,10.602,3.75564,28.99,0.77664,9.97786,3.75,0.74979,1.727,0.01727,0.01696,0.01304,1.13,0.0113,0.001,0.00059,0.0,0.0,0.06,0.0006,0.005,0.325,0.00325,0.14,0.0014
278,1,e1210002,F2,d/p,e,NC,1,10.602,3.73358,28.99,0.7696,9.91926,3.85,0.73328,1.642,0.01642,0.01611,0.01295,1.13,0.0113,0.001,0.00059,0.0,0.0,0.057,0.00057,0.005,0.325,0.00325,0.14,0.0014
279,1,e1210002,F2,d/p,e,NC,1,10.602,3.71152,28.99,0.7626,9.86065,3.95,0.75007,1.582,0.01582,0.0155,0.01282,1.13,0.0113,0.001,0.00059,0.0,0.0,0.055,0.00055,0.005,0.325,0.00325,0.14,0.0014
280,1,e1210002,F2,d/p,e,NC,1,10.602,3.68946,28.99,0.75565,9.80204,4.05,0.73184,1.533,0.01533,0.015,0.01273,1.13,0.0113,0.001,0.00059,0.0,0.0,0.053,0.00053,0.005,0.325,0.00325,0.14,0.0014
281,1,e1210002,F2,d/p,e,NC,1,10.602,3.6674,28.99,0.74874,9.74344,4.15,0.73865,1.47,0.0147,0.01435,0.01264,1.13,0.0113,0.001,0.00059,0.0,0.0,0.051,0.00051,0.005,0.325,0.00325,0.14,0.0014
282,1,e1210002,F2,d/p,e,NC,1,10.602,3.64534,28.99,0.74188,9.68483,4.25,0.72524,1.418,0.01418,0.01381,0.01255,1.13,0.0113,0.001,0.00059,0.0,0.0,0.049,0.00049,0.005,0.325,0.00325,0.14,0.0014
283,1,e1210002,F2,d/p,e,NC,1,10.602,3.62328,28.99,0.73506,9.62623,4.35,0.71441,1.373,0.01373,0.01336,0.01251,1.13,0.0113,0.001,0.00059,0.0,0.0,0.048,0.00048,0.005,0.325,0.00325,0.14,0.0014
284,1,e1210002,F2,d/p,e,NC,1,10.602,3.60122,28.99,0.72828,9.56762,4.45,0.71531,1.325,0.01325,0.01286,0.01242,1.13,0.0113,0.001,0.00059,0.0,0.0,0.046,0.00046,0.005,0.325,0.00325,0.14,0.0014
285,1,e1210002,F2,d/p,e,NC,1,10.602,3.57916,28.99,0.72155,9.50902,4.55,0.72772,1.286,0.01286,0.01246,0.01236,1.13,0.0113,0.001,0.00059,0.0,0.0,0.044,0.00044,0.005,0.325,0.00325,0.14,0.0014
286,1,e1210002,F2,d/p,e,NC,1,10.602,3.55711,28.99,0.71485,9.45041,4.65,0.74377,1.247,0.01247,0.01207,0.01234,1.13,0.0113,0.001,0.00059,0.0,0.0,0.043,0.00043,0.005,0.325,0.00325,0.14,0.0014
287,1,e1210002,F2,d/p,e,NC,1,10.602,3.53505,28.99,0.7082,9.39181,4.75,0.70912,1.204,0.01204,0.01162,0.01233,1.13,0.0113,0.001,0.00059,0.0,0.0,0.042,0.00042,0.005,0.325,0.00325,0.14,0.0014
288,1,e1210002,F2,d/p,e,NC,1,10.602,3.51299,28.99,0.70159,9.3332,4.85,0.72104,1.173,0.01173,0.0113,0.01232,1.13,0.0113,0.001,0.00059,0.0,0.0,0.04,0.0004,0.005,0.325,0.00325,0.14,0.0014
289,1,e1210002,F2,d/p,e,NC,1,10.602,3.49093,28.99,0.69503,9.2746,4.95,0.72455,1.144,0.01144,0.011,0.01232,1.13,0.0113,0.001,0.00059,0.0,0.0,0.039,0.00039,0.005,0.325,0.00325,0.14,0.0014
290,1,e1210002,F2,d/p,e,NC,1,10.602,3.46887,28.99,0.6885,9.21599,5.05,0.72447,1.118,0.01118,0.01073,0.01231,1.13,0.0113,0.001,0.00059,0.001,1e-05,0.038,0.00038,0.005,0.325,0.00325,0.14,0.0014
291,1,e1210002,F2,d/p,e,NC,1,10.602,3.44681,28.99,0.68201,9.15739,5.15,0.73334,1.091,0.01091,0.01046,0.0123,1.13,0.0113,0.001,0.00059,0.001,1e-05,0.037,0.00037,0.005,0.325,0.00325,0.14,0.0014
292,1,e1210002,F2,d/p,e,NC,1,10.602,3.42475,28.99,0.67556,9.09878,5.25,0.73717,1.072,0.01072,0.01026,0.0123,1.13,0.0113,0.001,0.00059,0.001,1e-05,0.036,0.00036,0.005,0.325,0.00325,0.14,0.0014
293,1,e1210002,F2,d/p,e,NC,1,10.602,3.40269,28.99,0.66916,9.04017,5.35,0.72357,1.056,0.01056,0.01011,0.0123,1.13,0.0113,0.001,0.00059,0.001,1e-05,0.035,0.00035,0.005,0.325,0.00325,0.14,0.0014
294,1,e1210002,F2,d/p,e,NC,1,10.602,3.38064,28.99,0.66279,8.98157,5.45,0.73881,1.054,0.01054,0.01009,0.01231,1.13,0.0113,0.001,0.00059,0.001,1e-05,0.034,0.00034,0.005,0.325,0.00325,0.14,0.0014
295,1,e1210002,F2,d/p,e,NC,1,10.602,3.35858,28.99,0.65646,8.92296,5.55,0.73172,1.06,0.0106,0.01015,0.01231,1.13,0.0113,0.001,0.00059,0.001,1e-05,0.033,0.00033,0.005,0.325,0.00325,0.14,0.0014
296,1,e1210002,F2,d/p,e,NC,1,10.602,1.98882,32.975,0.4203,6.79338,10.25,0.80259,1.202,0.01202,0.01161,0.01368,1.13,0.0113,0.001,0.00106,0.065,0.00065,0.015,0.00015,0.00506,0.538,0.00538,0.14,0.0014
297,1,e1210002,F2,d/p,e,NC,1,10.602,1.93213,32.975,0.40565,6.59975,10.55,0.80603,1.046,0.01046,0.00997,0.01368,1.13,0.0113,0.001,0.00106,0.084,0.00084,0.014,0.00014,0.00507,0.538,0.00538,0.14,0.0014
298,1,e1210002,F2,d/p,e,NC,1,10.602,1.87544,32.975,0.3912,6.40613,10.85,0.82148,0.972,0.00972,0.00918,0.01373,1.13,0.0113,0.001,0.00106,0.109,0.00109,0.014,0.00014,0.00509,0.538,0.00538,0.14,0.0014
299,1,e1210002,F2,d/p,e,NC,1,10.602,1.81876,32.975,0.37692,6.2125,11.15,0.81755,0.914,0.00914,0.00857,0.01386,1.13,0.0113,0.001,0.00106,0.142,0.00142,0.013,0.00013,0.00511,0.538,0.00538,0.14,0.0014
300,1,e1210002,F2,d/p,e,NC,1,10.602,1.76207,32.975,0.36283,6.01887,11.45,0.82501,0.858,0.00858,0.00797,0.01397,1.13,0.0113,0.001,0.00106,0.184,0.00184,0.013,0.00013,0.00514,0.538,0.00538,0.14,0.0014
301,1,e1210002,F2,d/p,e,NC,1,10.602,1.70539,32.975,0.34892,5.82525,11.75,0.82018,0.809,0.00809,0.00743,0.01403,1.13,0.0113,0.001,0.00106,0.238,0.00238,0.012,0.00012,0.00518,0.538,0.00538,0.14,0.0014
302,1,e1210002,F2,d/p,e,NC,1,10.602,1.6487,32.975,0.33519,5.63162,12.05,0.82257,0.763,0.00763,0.00693,0.0141,1.13,0.0113,0.001,0.00106,0.308,0.00308,0.012,0.00012,0.00523,0.538,0.00538,0.14,0.0014
303,1,e1210002,F2,d/p,e,NC,1,10.602,1.59202,32.975,0.32163,5.43799,12.35,0.82885,0.728,0.00728,0.00654,0.01431,1.13,0.0113,0.001,0.00106,0.396,0.00396,0.012,0.00012,0.0053,0.538,0.00538,0.14,0.0014
304,1,e1210002,F2,d/p,e,NC,1,10.602,1.53533,32.975,0.30824,5.24437,12.65,0.83691,0.756,0.00756,0.00683,0.01469,1.13,0.0113,0.001,0.00106,0.508,0.00508,0.011,0.00011,0.00538,0.538,0.00538,0.14,0.0014
305,1,e1210002,F2,d/p,e,NC,1,10.602,2.49899,32.975,0.56137,8.53602,7.55,0.74365,1.435,0.01435,0.01381,0.01304,1.13,0.0113,0.001,0.00065,0.007,7e-05,0.022,0.00022,0.00501,0.373,0.00373,0.14,0.0014
