,exp,Elab,E',x,W2,Q2,sig (mb/sr/GeV),theta,%*syst_u,%*norm_c,*y,obs,target,lepton beam,current,units,*epsilon,value,%*stat_u,R1990
304,e03103,5.766,1.575,0.825,2.2566,6.4882,6.251e-05,50,1.3,2.5,0.72684703433923,f2,d,nc,e,1,0.389388337733577,0.01317,0.701974183750949,0.09095
305,e03103,5.766,1.6095,0.85,2.0503,6.6299,4.73e-05,50,1.3,2.5,0.720863683662851,f2,d,nc,e,1,0.395757553438052,0.010035,0.803687095166916,0.08923
306,e03103,5.766,1.6433,0.875,1.8474,6.7694,3.466e-05,50,1.3,2.5,0.715001734304544,f2,d,nc,e,1,0.401944641414468,0.007405,0.942606347062795,0.0876
307,e03103,5.766,1.6766,0.9,1.6477,6.9065,2.504e-05,50,1.3,2.5,0.70922650017343,f2,d,nc,e,1,0.407961020458442,0.00538,1.18122676579926,0.08606
308,e03103,5.766,1.7094,0.925,1.4513,7.0415,1.832e-05,50,1.3,2.5,0.703537981269511,f2,d,nc,e,1,0.413799600600025,0.0039605,1.13508395404621,0.0846
309,e03103,5.766,1.7416,0.95,1.258,7.1743,1.443e-05,50,1.3,2.5,0.697953520638224,f2,d,nc,e,1,0.419477025139418,0.003135,2.03827751196172,0.08322
310,e03103,5.766,1.7733,0.975,1.0677,7.3051,1.199e-05,50,1.3,2.5,0.692455775234131,f2,d,nc,e,1,0.425002798466873,0.0026155,2.1659338558593,0.0819
311,e03103,5.766,1.8046,1.0,0.8804,7.4338,1.01e-05,50,1.3,2.5,0.687027402011793,f2,d,nc,e,1,0.430365844109855,0.0022115,1.69613384580601,0.08066
312,e03103,5.766,1.8353,1.025,0.696,7.5605,6.7e-06,50,1.3,2.5,0.681703087062088,f2,d,nc,e,1,0.435586183489971,0.001473,3.0071283095723,0.07947
313,e03103,5.766,1.8656,1.05,0.5144,7.6852,4.27e-06,50,1.3,2.5,0.676448144294138,f2,d,nc,e,1,0.440660748509019,0.000942,2.71974522292994,0.07834
314,e03103,5.766,1.8954,1.075,0.3356,7.808,2.342e-06,50,1.3,2.5,0.671279916753382,f2,d,nc,e,1,0.445602970658249,0.0005185,5.62391513982642,0.07726
315,e03103,5.766,1.9248,1.1,0.1595,7.929,1.409e-06,50,1.3,2.5,0.666181061394381,f2,d,nc,e,1,0.450405346122719,0.00031265,5.33024148408764,0.07623
316,e03103,5.766,1.9537,1.125,-0.0139,8.0481,9.556e-07,50,1.3,2.5,0.661168921262574,f2,d,nc,e,1,0.455083047195337,0.0002125,9.90352941176471,0.07524
317,e03103,5.766,1.9822,1.15,-0.1847,8.1655,5.757e-07,50,1.3,2.5,0.656226153312522,f2,d,nc,e,1,0.459636794438664,0.00012835,9.48967666536813,0.0743
318,e03103,5.766,2.0103,1.175,-0.353,8.2811,3.789e-07,50,1.3,2.5,0.651352757544225,f2,d,nc,e,1,0.464062815100618,8.455e-05,9.85807214665878,0.0734
319,e03103,5.766,2.0379,1.2,-0.5188,8.395,1.643e-07,50,1.3,2.5,0.646566077003122,f2,d,nc,e,1,0.468382093078903,3.6735e-05,25.6158976452974,0.07253
320,e03103,5.766,2.0652,1.225,-0.6822,8.5073,2.348e-07,50,1.3,2.5,0.641831425598335,f2,d,nc,e,1,0.47257860991976,5.255e-05,15.8325404376784,0.0717
321,e03103,5.766,2.092,1.25,-0.8432,8.6179,2.015e-07,50,1.3,2.5,0.637183489420742,f2,d,nc,e,1,0.476674844609923,4.5155e-05,18.4586424537704,0.0709
322,e03103,5.766,2.1185,1.275,-1.0019,8.727,8.94e-08,50,1.3,2.5,0.632587582379466,f2,d,nc,e,1,0.480661292233688,2.0045e-05,35.0960339236717,0.07012
323,e03103,5.766,2.1446,1.3,-1.1584,8.8344,5.779e-08,50,1.3,2.5,0.628061047519944,f2,d,nc,e,1,0.484545269739492,1.2965e-05,37.1962977246433,0.06938
324,e03103,5.766,2.1703,1.325,-1.3126,8.9404,4.908e-08,50,1.3,2.5,0.623603884842178,f2,d,nc,e,1,0.488333729462203,1.1015e-05,38.1706763504312,0.06866
325,e03103,5.766,2.1957,1.35,-1.4646,9.0448,4.459e-08,50,1.3,2.5,0.619198751300728,f2,d,nc,e,1,0.492023771433003,1.001e-05,37.6423576423576,0.06796
326,e03103,5.766,2.2207,1.375,-1.6145,9.1478,2.897e-08,50,1.3,2.5,0.614862989941034,f2,d,nc,e,1,0.495617330019134,6.5e-06,51.3769230769231,0.06728
327,e03103,5.766,2.2453,1.4,-1.7623,9.2494,3.67e-08,50,1.3,2.5,0.610596600763094,f2,d,nc,e,1,0.499122900227151,8.235e-06,41.0382513661202,0.06662
328,e03103,5.766,2.2696,1.425,-1.9081,9.3495,1.349e-08,50,1.3,2.5,0.606382240721471,f2,d,nc,e,1,0.502545332197858,3.0265e-06,95.6220056170494,0.06598
329,e03103,5.766,2.2936,1.45,-2.0519,9.4483,2.483e-08,50,1.3,2.5,0.602219909816164,f2,d,nc,e,1,0.505884831915704,5.565e-06,40.8355795148248,0.06535
330,e03103,5.766,2.3173,1.475,-2.1937,9.5457,2.388e-08,50,1.3,2.5,0.598109608047173,f2,d,nc,e,1,0.509136531680603,5.35e-06,51.3271028037383,0.06473
331,e03103,5.766,2.3406,1.5,-2.3336,9.6418,5.141e-10,50,1.3,2.5,0.594068678459938,f2,d,nc,e,1,,1.1505e-07,1487.61408083442,0.06412
