,Unnamed: 0,col,Ebeam,E',th,w2,q2,obs,target,current,lepton beam,eps,cs(nb/sr/gev),x,y,y+,det,value,cse(stat),%stat_u,csm(model),sys1,%p2p_syst,sys2,%charge_u,sys3,%LT1_u,sys4,%LT2_u,sys5,%trig_u,sys6,%track_u,sys7,%cer_u,sys8,%calo_u,sys9,%csb_u,sys10,%acc_c,sys11,%Ep_c,sys12,%thetaoff_c,sys13,%theta_c,sys14,%rc_c,sys15,%csb_c
10,10,Jlab_E06-009,4.074,1.349,49.9828,2.07,3.9239,sig_r,d,NC,e_minus,0.4431,0.38822,0.7675710569042079,0.6688757977417771,1.227850969629358,2.029386722880995,0.02908843108016834,0.008042,2.071505847200041,0.38124,0.0043007,1.10779970120035,0.0014757,0.3801195198598732,0.0,0.0,4.6671e-05,0.01202179176755448,2.7176e-05,0.007000154551542939,0.00058234,0.150002575859049,0.00058234,0.150002575859049,0.00077645,0.200002575859049,0.00038822,0.1,0.0031058,0.800010303436196,0.001547,0.3984853948791922,0.0014321,0.3688887744062644,0.0042838,1.103446499407552,0.00026372,0.06793055484003915,0.00010232,0.02635618978929473
11,11,Jlab_E06-009,4.074,1.3407,49.9828,2.11,3.8996,sig_r,d,NC,e_minus,0.4411,0.41386,0.7605012396661659,0.6709131075110456,1.225773876100198,2.067210078525632,0.03096253700481194,0.0082857,2.002053834630068,0.40524,0.0045252,1.09341323152757,0.0015731,0.3801043831247282,0.0,0.0,4.9753e-05,0.01202169815879766,2.897e-05,0.006999951674479292,0.0006208,0.1500024162760354,0.0006208,0.1500024162760354,0.00082773,0.2000024162760354,0.00041386,0.1,0.0033109,0.8000048325520707,0.0015914,0.3845261682694631,0.0014863,0.3591311071376794,0.0044483,1.074832068815541,0.00027866,0.06733194800173972,0.00011089,0.0267940849562654
12,12,Jlab_E06-009,4.074,1.3323,49.9828,2.15,3.8753,sig_r,d,NC,e_minus,0.4391,0.44489,0.7534467471623796,0.6729749631811487,1.223689028982479,2.106173722044339,0.03323592495193519,0.0086286,1.939490660612736,0.42985,0.0047902,1.0767155926184,0.0016911,0.3801164332756412,0.0,0.0,5.3483e-05,0.01202162332261907,3.1142e-05,0.00699993256760098,0.00066734,0.150001123873317,0.00066734,0.150001123873317,0.00088978,0.2,0.00044489,0.1,0.0035591,0.799995504506732,0.001636,0.3677313493223044,0.0015483,0.3480186113421295,0.0046344,1.041695700060689,0.00029307,0.06587471060262086,0.00012009,0.02699318932769898
13,13,Jlab_E06-009,4.074,1.3239,49.9828,2.19,3.851,sig_r,d,NC,e_minus,0.4371,0.46838,0.7464353496275268,0.6750368188512518,1.221612684362369,2.146001165135545,0.03493838137310064,0.0088522,1.889961142661941,0.45485,0.0049594,1.058841111917674,0.0017804,0.3801187070327511,0.0,0.0,5.6307e-05,0.01202164908834707,3.2787e-05,0.007000085400742987,0.00070258,0.1500021350185747,0.00070258,0.1500021350185747,0.00093677,0.2000021350185747,0.00046838,0.1,0.0037471,0.800012810111448,0.0016373,0.3495665912293437,0.0015701,0.3352192664076178,0.0046998,1.003416029719459,0.00030084,0.06422989880011956,0.00013003,0.02776164652632478
14,14,Jlab_E06-009,4.074,1.3156,49.9828,2.23,3.8266,sig_r,d,NC,e_minus,0.435,0.49942,0.7394741366089671,0.6770741286205204,1.21955768214396,2.186448429668139,0.03718953335218007,0.0093621,1.874594529654399,0.48006,0.0051958,1.0403668255176,0.0018984,0.3801209402907373,0.0,0.0,6.0039e-05,0.01202174522446037,3.496e-05,0.00700012013936166,0.00074914,0.1500020023226943,0.00074914,0.1500020023226943,0.00099885,0.2000020023226943,0.00049942,0.1,0.0039954,0.8000080092907773,0.0016477,0.3299227103439991,0.0016091,0.3221937447439029,0.0048193,0.9649793760762486,0.00031003,0.06207801049217092,0.00014072,0.02817668495454728
15,15,Jlab_E06-009,4.074,1.3072,49.9828,2.27,3.8023,sig_r,d,NC,e_minus,0.433,0.49906,0.7325474796652233,0.6791359842906235,1.217498241298858,2.228069826918081,0.03710312912825117,0.0093346,1.870436420470484,0.50516,0.0050984,1.021600609145193,0.001897,0.380114615477097,0.0,0.0,5.9996e-05,0.0120218009858534,3.4934e-05,0.006999959924658358,0.0007486,0.1500020037670821,0.0007486,0.1500020037670821,0.00099813,0.2000020037670821,0.00049906,0.09999999999999998,0.0039925,0.8000040075341642,0.0015452,0.3096220895283133,0.0015359,0.3077585861419468,0.0046014,0.9220133851641086,0.00029681,0.05947381076423676,0.00015222,0.03050134252394502
16,16,Jlab_E06-009,4.074,1.2989,49.9828,2.31,3.778,sig_r,d,NC,e_minus,0.431,0.53673,0.7256889031217992,0.681173294059892,1.215462954126278,2.270289740395044,0.03983259520221681,0.0095827,1.7853855756153,0.53006,0.0053881,1.003875319061726,0.0020402,0.3801166321986846,0.0,0.0,6.4524e-05,0.01202168688167235,3.7571e-05,0.006999981368658357,0.0008051,0.1500009315670821,0.0008051,0.1500009315670821,0.0010735,0.2000074525366572,0.00053673,0.1,0.0042938,0.7999925474633428,0.0015535,0.2894378924226333,0.0015768,0.2937789950254318,0.0047265,0.8806103627522217,0.00030225,0.05631323011570063,0.00016458,0.03066346207590408
17,17,Jlab_E06-009,4.074,1.2905,49.9828,2.35,3.7537,sig_r,d,NC,e_minus,0.4289,0.55409,0.7188454044795652,0.6832351497299951,1.213420417056184,2.313803981842939,0.04105055024189057,0.009634,1.738706708296486,0.55446,0.0054893,0.9906874334494397,0.0021061,0.3801007056615351,0.0,0.0,6.661e-05,0.01202151275063618,3.8786e-05,0.006999945857171217,0.00083113,0.1499990976195203,0.00083113,0.1499990976195203,0.0011082,0.2000036095219188,0.00055409,0.1,0.0044327,0.7999963904780814,0.0015166,0.2737100471042611,0.0015726,0.2838167084769622,0.0047099,0.8500243642729521,0.00029199,0.05269721525383963,0.00017787,0.03210128318504214
18,18,Jlab_E06-009,4.074,1.2822,49.9828,2.39,3.7294,sig_r,d,NC,e_minus,0.4268,0.58404,0.712068590760239,0.6852724594992636,1.211401832423195,2.357955196840611,0.04318753936178738,0.0098771,1.691168413122389,0.57926,0.0057437,0.9834429148688446,0.00222,0.3801109513047052,0.0,0.0,7.0211e-05,0.01202160810903363,4.0883e-05,0.007000034244229847,0.00087606,0.15,0.00087606,0.15,0.0011681,0.2000034244229847,0.00058404,0.1,0.0046723,0.7999965755770153,0.0015492,0.2652558043969591,0.0016193,0.2772584069584275,0.0048482,0.83011437572769,0.00028725,0.0491832751181426,0.00019224,0.03291555372919663
19,19,Jlab_E06-009,4.074,1.2738,49.9828,2.43,3.7051,sig_r,d,NC,e_minus,0.4248,0.6178,0.7053067638025856,0.6873343151693667,1.209376199128108,2.403469448796298,0.04560072972914719,0.010169,1.646001942376173,0.60459,0.0060527,0.9797183554548398,0.0023483,0.3801068306895435,0.0,0.0,7.427e-05,0.01202168986727096,4.3246e-05,0.006999999999999999,0.00092671,0.1500016186468112,0.00092671,0.1500016186468112,0.0012356,0.2,0.0006178,0.09999999999999998,0.0049424,0.7999999999999998,0.0016044,0.259695694399482,0.0017086,0.2765619941728715,0.0051086,0.8269019100032372,0.00028173,0.04560213661379087,0.00020775,0.03362738750404662
20,20,Jlab_E06-009,4.074,1.2654,49.9828,2.47,3.6808,sig_r,d,NC,e_minus,0.4227,0.62719,0.6985853835774284,0.6893961708394698,1.207359068330631,2.450030070470971,0.04620689756177098,0.010201,1.626460881072721,0.63085,0.0060511,0.9647953570688308,0.002384,0.3801081012133484,0.0,0.0,7.5398e-05,0.01202155646614264,4.3903e-05,0.006999952167604713,0.00094079,0.1500007972065881,0.00094079,0.1500007972065881,0.0012544,0.2000031888263525,0.00062719,0.1,0.0050175,0.7999968111736475,0.0015196,0.242287026259985,0.0016228,0.2587413702386837,0.0048819,0.7783765685039621,0.00026572,0.04236674691879654,0.0002246,0.03581051993813677
21,21,Jlab_E06-009,4.074,1.2571,49.9828,2.51,3.6564,sig_r,d,NC,e_minus,0.4206,0.66397,0.691909727617977,0.6914334806087382,1.205362575008393,2.497359215810403,0.0488132123685253,0.01046,1.575372381282287,0.65477,0.0063934,0.962904950524873,0.0025238,0.3801075349789901,0.0,0.0,7.982e-05,0.01202162748316942,4.6478e-05,0.007000015060921428,0.00099596,0.1500007530460714,0.00099596,0.1500007530460714,0.0013279,0.1999939756314291,0.00066397,0.1,0.0053118,0.800006024368571,0.0015908,0.2395891380634668,0.0017267,0.2600569302829948,0.0051389,0.7739656912209889,0.00025213,0.03797310119433107,0.00024253,0.03652725273732247
22,22,Jlab_E06-009,4.074,1.2487,49.9828,2.55,3.6321,sig_r,d,NC,e_minus,0.4185,0.67181,0.6852679078478902,0.6934953362788414,1.203362347985923,2.546096806503656,0.04929123828581691,0.010547,1.569937928878701,0.68349,0.0065697,0.9779104211012043,0.0025536,0.3801074708622974,0.0,0.0,8.0762e-05,0.01202155371310341,4.7027e-05,0.00700004465548295,0.0010077,0.1499977672258526,0.0010077,0.1499977672258526,0.0013436,0.1999970229678034,0.00067181,0.1,0.0053745,0.8000029770321967,0.0017382,0.2587338682067846,0.0018401,0.273901847248478,0.0055058,0.8195471934028966,0.0002367,0.03523317604679894,0.00026231,0.03904526577454934
23,23,Jlab_E06-009,4.074,1.2404,49.9828,2.59,3.6078,sig_r,d,NC,e_minus,0.4164,0.74314,0.6786894157108305,0.6955326460481099,1.201385569709515,2.59558083006248,0.05440609466692184,0.011093,1.492720079661975,0.71403,0.0072737,0.9787792340608769,0.0028247,0.3801033452646876,0.0,0.0,8.9337e-05,0.01202155717630595,5.202e-05,0.007000026912829345,0.0011147,0.1499986543585327,0.0011147,0.1499986543585327,0.0014863,0.2000026912829346,0.00074314,0.1,0.0059451,0.7999973087170655,0.0019346,0.2603277982614312,0.002035,0.2738380385929973,0.006088,0.8192265252846032,0.00024686,0.03321850526145814,0.0002839,0.03820276125629088
24,24,Jlab_E06-009,4.074,1.232,49.9828,2.63,3.5835,sig_r,d,NC,e_minus,0.4143,0.74059,0.6721256990407369,0.697594501718213,1.199402246462052,2.646620746933967,0.05410517426759536,0.011079,1.49596942977896,0.74621,0.0072419,0.9778554935929462,0.002815,0.3801023508283936,0.0,0.0,8.9031e-05,0.01202163140199031,5.1841e-05,0.006999959491756572,0.0011109,0.1500020254121714,0.0011109,0.1500020254121714,0.0014812,0.2000027005495618,0.00074059,0.1,0.0059247,0.7999972994504381,0.0019207,0.2593472771709043,0.00202,0.2727555057454192,0.0060448,0.8162140995692624,0.00023095,0.03118459606529929,0.00030726,0.04148854291848391
25,25,Jlab_E06-009,4.074,1.2236,49.9828,2.67,3.5592,sig_r,d,NC,e_minus,0.4121,0.79155,0.6656006683235123,0.6996563573883161,1.197427425712199,2.698866730469533,0.05770293583849376,0.011464,1.448297643863306,0.77977,0.0077085,0.9738487777146106,0.0030087,0.3801023308698124,0.0,0.0,9.5157e-05,0.01202160318362706,5.5408e-05,0.006999936832796413,0.0011873,0.1499968416398206,0.0011873,0.1499968416398206,0.0015831,0.2,0.00079155,0.1,0.0063324,0.8,0.0020152,0.2545890973406607,0.0021257,0.268549049333586,0.006365,0.8041185016739308,0.0002315,0.02924641526119639,0.00033258,0.04201629713852568
26,26,Jlab_E06-009,4.074,1.2153,49.9828,2.71,3.5349,sig_r,d,NC,e_minus,0.41,0.81859,0.6591370389704776,0.7016936671575846,1.195475751252781,2.751935274651522,0.05953366828131975,0.011702,1.42953126717893,0.81403,0.0079231,0.9678960163207467,0.0031115,0.3801048143759391,0.0,0.0,9.8408e-05,0.0120216469783408,5.7301e-05,0.006999963351616804,0.0012279,0.1500018324191598,0.0012279,0.1500018324191598,0.0016372,0.2000024432255464,0.00081859,0.1,0.0065487,0.7999975567744536,0.0020236,0.2472055607813435,0.0021503,0.2626833946175741,0.0064381,0.786486519503048,0.00022158,0.02706849582819238,0.00035989,0.04396462209408861
27,27,Jlab_E06-009,4.074,1.2069,49.9828,2.75,3.5106,sig_r,d,NC,e_minus,0.4078,0.85125,0.6526880686479263,0.7037555228276877,1.193517834277935,2.806691812483656,0.06176750991683604,0.011956,1.404522760646109,0.84902,0.0081889,0.961985315712188,0.0032357,0.3801116005873716,0.0,0.0,0.00010233,0.01202114537444934,5.9587e-05,0.006999941262848752,0.0012769,0.1500029368575624,0.0012769,0.1500029368575624,0.0017025,0.2,0.00085125,0.1,0.00681,0.8,0.0020364,0.2392246696035242,0.0021934,0.2576681350954478,0.0065692,0.7717121879588841,0.00021118,0.02480822320117474,0.00038941,0.04574566813509544
28,28,Jlab_E06-009,4.074,1.2339,42.9928,3.51,2.7,sig_r,d,NC,e_minus,0.447,3.0126,0.5067541316790477,0.6971281296023564,1.173069038328478,3.502557046063114,0.1274666953359693,0.03974,1.319126336055235,2.9305,0.027404,0.9096461528248025,0.012168,0.4039036048595898,0.00016269,0.005400318661621191,0.0016356,0.05429197371041625,0.00021088,0.006999933612162251,0.0045189,0.15,0.0045189,0.15,0.0060251,0.1999966806081126,0.0030126,0.1,0.024101,0.8000066387837748,0.0037355,0.1239958839540596,0.0060924,0.202230631348337,0.01824,0.6054570802628958,0.00085976,0.02853880369116378,0.0013238,0.04394210980548363
29,29,Jlab_E06-009,4.074,1.224,42.9928,3.55,2.6785,sig_r,d,NC,e_minus,0.4443,3.0096,0.5009725807054952,0.6995581737849779,1.170955270548365,3.584085270281651,0.127002668819393,0.039552,1.314194577352472,3.0031,0.02732,0.9077618288144604,0.012156,0.4039074960127592,0.00016253,0.00540038543328017,0.0016339,0.05428960659223818,0.00021067,0.006999933545986177,0.0045144,0.15,0.0045144,0.15,0.0060192,0.2,0.0030096,0.1,0.024077,0.8000066454013823,0.0036122,0.1200225943646996,0.0059796,0.1986842105263158,0.017911,0.5951289207868156,0.00095138,0.03161150983519405,0.0014346,0.04766746411483254
30,30,Jlab_E06-009,4.074,1.2142,42.9928,3.59,2.6569,sig_r,d,NC,e_minus,0.4415,3.0707,0.4952297348540484,0.7019636720667648,1.168864931029272,3.667478431039322,0.1292011984692036,0.040097,1.305793467287589,3.0754,0.02781,0.9056566906568536,0.012403,0.4039144169081968,0.00016583,0.005400397303546423,0.0016671,0.0542905526427199,0.00021495,0.00700003256586446,0.0046061,0.1500016282932231,0.0046061,0.1500016282932231,0.0061415,0.2000032565864461,0.0030707,0.1,0.024566,0.8000130263457843,0.0035411,0.1153189826423942,0.0059731,0.1945191650112352,0.01789,0.5826033152050022,0.0010706,0.03486501449180968,0.0015544,0.05062037971797961
31,31,Jlab_E06-009,4.074,1.2043,42.9928,3.63,2.6354,sig_r,d,NC,e_minus,0.4387,3.2311,0.4895276305413827,0.7043937162493864,1.16677466441283,3.753647183502344,0.1355676084892316,0.040931,1.266782210392746,3.1467,0.029202,0.9037788988270248,0.013051,0.4039181702825663,0.00017449,0.005400328061650831,0.0017542,0.05429110829129399,0.00022618,0.007000092847637027,0.0048466,0.1499984525393829,0.0048466,0.1499984525393829,0.0064622,0.2,0.0032311,0.1,0.025849,0.8000061898424684,0.0035909,0.111135526600848,0.0061685,0.1909102163349943,0.018475,0.5717866980285351,0.0012359,0.03825013153415246,0.0016839,0.052115378663613
32,32,Jlab_E06-009,4.074,1.1945,42.9928,3.67,2.6139,sig_r,d,NC,e_minus,0.4359,3.3018,0.4838815374174695,0.7067992145311733,1.164710601178155,3.841675916014518,0.1381144862254657,0.041278,1.250166575807136,3.2183,0.029796,0.9024168635289842,0.013337,0.4039311890483979,0.00017831,0.00540038766733297,0.0017926,0.05429159852201829,0.00023113,0.007000121146041553,0.0049528,0.1500030286510388,0.0049528,0.1500030286510388,0.0066037,0.2000030286510388,0.0033018,0.1,0.026415,0.8000181719062329,0.0035598,0.1078139196801745,0.0062025,0.1878520806832636,0.018585,0.5628747955660549,0.0013865,0.04199224665334059,0.0018235,0.05522745169301593
33,33,Jlab_E06-009,4.074,1.1847,42.9928,3.71,2.5923,sig_r,d,NC,e_minus,0.433,3.3898,0.4782552963411728,0.7092047128129602,1.162655098281209,3.932360354182956,0.1413434133439315,0.041687,1.229777567998112,3.2896,0.030565,0.9016756150805357,0.013692,0.4039176352587173,0.00018306,0.005400318602867426,0.0018403,0.05428933860404744,0.00023728,0.006999822998406985,0.0050847,0.15,0.0050847,0.15,0.0067795,0.1999970499734497,0.0033898,0.1,0.027118,0.799988199893799,0.003592,0.1059649536845832,0.0062972,0.1857690719216473,0.018846,0.5559620036580329,0.0015454,0.04558971030739276,0.001975,0.05826302436721931
34,34,Jlab_E06-009,4.074,1.1748,42.9928,3.75,2.5708,sig_r,d,NC,e_minus,0.4302,3.4326,0.4726691754096124,0.7116347569955817,1.160600023762649,4.026111563160949,0.1426885336176843,0.041972,1.2227466060712,3.3632,0.030949,0.9016197634446194,0.013865,0.4039212258929092,0.00018537,0.005400279671386121,0.0018636,0.05429120783079881,0.00024028,0.006999941735127892,0.0051489,0.15,0.0051489,0.15,0.0068652,0.2,0.0034326,0.1,0.027461,0.800005826487211,0.0036279,0.1056895647614054,0.0063557,0.1851570238303327,0.019024,0.5542154634970576,0.0016798,0.04893666608401794,0.0021396,0.06233176018178641
35,35,Jlab_E06-009,4.074,1.165,42.9928,3.79,2.5493,sig_r,d,NC,e_minus,0.4274,3.4871,0.467137132683584,0.7140402552773687,1.158570797150121,4.121945575480017,0.1444771424610782,0.042212,1.210518769177827,3.4386,0.031455,0.9020389435347423,0.014085,0.4039172951736401,0.00018832,0.005400476040262683,0.0018932,0.05429153164520662,0.0002441,0.007000086031372773,0.0052306,0.1499985661437871,0.0052306,0.1499985661437871,0.0069742,0.2,0.0034871,0.1,0.027897,0.8000057354248518,0.0037104,0.1064036018468068,0.0064657,0.1854176823148175,0.019347,0.5548163230191276,0.0018271,0.05239597373175418,0.0023176,0.06646210318029308
36,36,Jlab_E06-009,4.074,1.1551,42.9928,3.83,2.5277,sig_r,d,NC,e_minus,0.4245,3.5997,0.4616081605061813,0.7164702994599902,1.156536211288993,4.221385391154504,0.1486467415762201,0.042869,1.190904797622024,3.5181,0.032531,0.9037141984054226,0.01454,0.403922549101314,0.0001944,0.005400450037503126,0.0019543,0.05429063533072201,0.00025198,0.007000027780092786,0.0053996,0.1500013890046393,0.0053996,0.1500013890046393,0.0071995,0.2000027780092786,0.0035997,0.1,0.028798,0.8000111120371143,0.0038903,0.1080728949634692,0.0068663,0.1907464510931466,0.020508,0.5697141428452371,0.0019927,0.05535739089368559,0.0025117,0.06977525904936523
37,37,Jlab_E06-009,4.074,1.1453,42.9928,3.87,2.5062,sig_r,d,NC,e_minus,0.4216,3.5976,0.4561503415612697,0.7188757977417771,1.154530248454645,4.322912749345779,0.1480444966369849,0.043742,1.215866132977541,3.5986,0.032496,0.9032688458972649,0.014531,0.4039081609962197,0.00019428,0.005400266844563042,0.0019532,0.05429175005559262,0.00025183,0.006999944407382699,0.0053963,0.149997220369135,0.0053963,0.149997220369135,0.0071951,0.199997220369135,0.0035976,0.1,0.02878,0.7999777629530799,0.0038258,0.1063431176339782,0.006802,0.1890704914387369,0.020322,0.5648765843895931,0.0021175,0.05885868356682233,0.0027205,0.07561985768289971
38,38,Jlab_E06-009,4.074,1.1355,42.9928,3.91,2.4847,sig_r,d,NC,e_minus,0.4187,3.6851,0.4507289266494771,0.7212812960235641,1.152535858464263,4.427432753944427,0.1511050360501042,0.044247,1.200700116686114,3.6839,0.033198,0.9008710754117935,0.014885,0.40392390979892,0.00019901,0.005400396190062685,0.0020007,0.05429160674065832,0.00025796,0.007000081408916991,0.0055277,0.1500013568152832,0.0055277,0.1500013568152832,0.0073703,0.2000027136305663,0.0036851,0.1,0.029481,0.8000054272611327,0.0037652,0.1021736180836341,0.0066964,0.1817155572440368,0.020102,0.5454940164446013,0.0022731,0.06168353640335406,0.0029488,0.08001953814007762
39,39,Jlab_E06-009,4.074,1.1256,42.9928,3.95,2.4631,sig_r,d,NC,e_minus,0.4158,3.9249,0.4453103689066731,0.7237113402061855,1.150536464701018,4.5359510425081,0.1603585963872295,0.04475,1.140156437106678,3.7612,0.035236,0.8977553568243778,0.015854,0.4039338581874697,0.00021196,0.005400392366684502,0.0021309,0.05429182909118703,0.00027474,0.00699992356493159,0.0058874,0.1500012739178068,0.0058874,0.1500012739178068,0.0078499,0.2000025478356136,0.0039249,0.1,0.031399,0.7999949043287728,0.0037136,0.09461642334836556,0.0068383,0.1742286427679686,0.020462,0.521338123264287,0.0025679,0.06542587072282097,0.003193,0.0813523911437234
