,x,exp,Q2,y,sigma_d measured (b/GeV2),Elab,*W2,*nu,*E',*epsilon,obs,target,lepton beam,current,units,%dE,%dE1_c,%dE2_c,%dE3_c,%dE4_c,%dEp,%dEp1_c,%dEp2_c,%dEp3_c,%dEp4_c,%dAC_c,%dRC_c,%dRE_c,R,F2d,dFstat,dFsyst,%*norm_c,*epsilon.1,value,%*dST_u
233,0.0279,nmc,10.78,0.744,2.188e-08,280,376.47977231541216,205.95945006152036,74.04054993847964,0.480413821353661,sig_r,d,mu,nc,1,0.4,0.0,0.0,0.0,1.1,0.1,0.0,0.0,0.0,0.1,1.7,2.1,1.9,0.099,0.4436,0.0083,0.0148,2.5,0.480413821353661,0.422835707571178,1.87105500450857
234,0.0347,nmc,4.48,0.253,1.217e-07,280,125.50647224207493,68.8201643081423,211.1798356918577,0.958880232394981,sig_r,d,mu,nc,1,1.1,0.0,0.0,0.0,1.0,-0.5,0.0,0.0,0.0,-0.5,1.4,0.3,2.3,0.108,0.3877,0.0088,0.0113,2.5,0.958880232394981,0.386145962542107,2.2697962342017
235,0.0348,nmc,5.49,0.308,7.567e-08,280,153.14846468965519,84.09308139107421,195.9069186089258,0.935807634807393,sig_r,d,mu,nc,1,1.0,0.0,0.0,0.0,0.8,-0.4,0.0,0.0,0.0,-0.4,1.3,0.3,2.2,0.108,0.3794,0.008,0.0105,2.5,0.935807634807393,0.377025940786553,2.10859251449657
236,0.0348,nmc,6.86,0.383,4.809e-08,280,191.1462807816092,105.07805798593242,174.92194201406758,0.893696662152954,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.0,0.6,-0.2,0.0,0.0,0.0,-0.2,1.2,0.5,2.2,0.108,0.4019,0.007,0.0105,2.5,0.893696662152954,0.397735398732553,1.74172679771087
237,0.0345,nmc,9.01,0.511,2.583e-08,280,253.02926428985506,139.21077840610613,140.78922159389387,0.789186197520475,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.0,0.5,-0.1,0.0,0.0,0.0,-0.1,1.3,0.9,1.3,0.108,0.408,0.0059,0.0089,2.5,0.789186197520475,0.399615559118626,1.44607843137255
238,0.0348,nmc,11.44,0.641,1.52e-08,280,318.1754761839081,175.23221331764825,104.76778668235175,0.635922337643576,sig_r,d,mu,nc,1,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.6,1.5,1.4,0.108,0.4227,0.0046,0.0113,2.5,0.635922337643576,0.407698112313997,1.08824225218831
239,0.0369,nmc,14.09,0.735,9.379e-09,280,368.6326624281843,203.54094798943726,76.45905201056274,0.49509743371922,sig_r,d,mu,nc,1,0.5,0.0,0.0,0.0,1.2,0.1,0.0,0.0,0.0,0.1,1.8,2.2,1.7,0.108,0.4346,0.0076,0.0145,2.5,0.49509743371922,0.413209497734429,1.74873446847676
240,0.0469,nmc,5.53,0.232,5.708e-08,280,113.26029176119404,62.8520510454126,217.1479489545874,0.966101065167424,sig_r,d,mu,nc,1,1.2,0.0,0.0,0.0,1.0,-0.6,0.0,0.0,0.0,-0.6,1.5,0.3,2.1,0.117,0.3696,0.0089,0.0107,2.5,0.966101065167424,0.36828750063864,2.40800865800866
241,0.0493,nmc,6.93,0.276,3.474e-08,280,134.5177953184584,74.92961157700343,205.0703884229966,0.949964976821858,sig_r,d,mu,nc,1,1.0,0.0,0.0,0.0,0.9,-0.4,0.0,0.0,0.0,-0.4,1.4,0.2,2.0,0.117,0.3858,0.0057,0.0105,2.5,0.949964976821858,0.383777848531314,1.47744945567652
242,0.0491,nmc,8.99,0.36,1.948e-08,280,174.98556701425662,97.59899947455045,182.40100052544955,0.907981418447293,sig_r,d,mu,nc,1,0.9,0.0,0.0,0.0,0.7,-0.3,0.0,0.0,0.0,-0.3,1.1,0.3,1.5,0.117,0.3888,0.0058,0.0083,2.5,0.907981418447293,0.385052188505917,1.4917695473251
243,0.0487,nmc,11.57,0.468,1.135e-08,280,226.8868460533881,126.64019299221115,153.35980700778885,0.829185601802868,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.0,0.6,-0.1,0.0,0.0,0.0,-0.1,1.2,0.7,1.0,0.117,0.4067,0.0045,0.0078,2.5,0.829185601802868,0.399422587638261,1.10646668305877
244,0.0494,nmc,14.87,0.59,6.312e-09,280,287.02198974898783,160.45423547387412,119.54576452612588,0.701856524121242,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,1.3,1.3,0.117,0.4133,0.0038,0.0103,2.5,0.701856524121242,0.400391586804951,0.919428986208565
245,0.0529,nmc,18.9,0.69,3.549e-09,280,339.25772679773155,190.4466326213921,89.5533673786079,0.565469669733887,sig_r,d,mu,nc,1,0.5,0.0,0.0,0.0,1.2,0.1,0.0,0.0,0.0,0.1,1.9,2.0,1.6,0.117,0.4244,0.0055,0.0137,2.5,0.565469669733887,0.405081103470789,1.29594721960415
246,0.0663,nmc,7.32,0.217,2.352e-08,280,103.96708381900453,58.85247325106852,221.14752674893148,0.970751147702862,sig_r,d,mu,nc,1,1.2,0.0,0.0,0.0,1.1,-0.6,0.0,0.0,0.0,-0.6,1.4,0.3,1.9,0.113,0.3749,0.0113,0.0103,2.5,0.970751147702862,0.373786534598253,3.01413710322753
247,0.0698,nmc,8.93,0.25,1.454e-08,280,119.88680675071632,68.19667524025391,211.8033247597461,0.959928562603714,sig_r,d,mu,nc,1,1.1,0.0,0.0,0.0,0.9,-0.4,0.0,0.0,0.0,-0.4,1.3,0.3,1.9,0.113,0.3738,0.0085,0.0096,2.5,0.959928562603714,0.372279047471795,2.27394328517924
248,0.0696,nmc,11.45,0.322,8.538e-09,280,153.94133825287358,87.69269416464476,192.30730583535524,0.928871692832826,sig_r,d,mu,nc,1,0.9,0.0,0.0,0.0,0.7,-0.3,0.0,0.0,0.0,-0.3,0.9,0.3,1.1,0.113,0.3832,0.0064,0.0068,2.5,0.928871692832826,0.38043237123974,1.67014613778706
249,0.0694,nmc,15.01,0.423,4.747e-09,280,202.15226474927954,115.28913685995711,164.71086314004287,0.865628558534493,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.0,0.6,-0.1,0.0,0.0,0.0,-0.1,1.1,0.6,0.9,0.113,0.3964,0.0049,0.007,2.5,0.865628558534493,0.390991450499907,1.23612512613522
250,0.0699,nmc,19.64,0.547,2.475e-09,280,262.2126623118741,149.77229121102033,130.22770878897967,0.751554799893339,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,1.2,1.2,0.113,0.392,0.0042,0.0091,2.5,0.751554799893339,0.382110787463373,1.07142857142857
251,0.0716,nmc,25.55,0.689,1.42e-09,280,332.1734194189944,190.2151254898691,89.78487451013089,0.566912348016442,sig_r,d,mu,nc,1,0.5,0.0,0.0,0.0,1.2,0.1,0.0,0.0,0.0,0.1,1.9,2.2,1.5,0.113,0.4238,0.009,0.0141,2.5,0.566912348016442,0.405162266930476,2.12364322793771
252,0.0863,nmc,9.34,0.213,1e-08,280,99.7669587161066,57.690359656773246,222.30964034322676,0.971910997744014,sig_r,d,mu,nc,1,1.2,0.0,0.0,0.0,1.0,-0.6,0.0,0.0,0.0,-0.6,1.3,0.3,1.9,0.096,0.339,0.0147,0.009,2.5,0.971910997744014,0.338165760336999,4.33628318584071
253,0.0896,nmc,11.48,0.25,6.718e-09,280,117.52484399999999,68.29690831556503,211.70309168443498,0.959908164303215,sig_r,d,mu,nc,1,1.0,0.0,0.0,0.0,0.9,-0.4,0.0,0.0,0.0,-0.4,1.0,0.2,1.2,0.096,0.3689,0.0077,0.0071,2.5,0.959908164303215,0.367604322609674,2.08728652751423
254,0.0897,nmc,14.95,0.326,3.694e-09,280,152.59651066666666,88.84150675195451,191.1584932480455,0.926795388821221,sig_r,d,mu,nc,1,0.9,0.0,0.0,0.0,0.7,-0.2,0.0,0.0,0.0,-0.2,0.8,0.3,0.8,0.096,0.3668,0.0063,0.0056,2.5,0.926795388821221,0.364447659421364,1.7175572519084
255,0.0895,nmc,19.88,0.433,1.954e-09,280,203.12274902793297,118.40240140081715,161.59759859918285,0.85794466632592,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.0,0.6,-0.1,0.0,0.0,0.0,-0.1,1.2,0.7,0.9,0.096,0.3742,0.0047,0.0066,2.5,0.85794466632592,0.369543151356369,1.25601282736505
256,0.0903,nmc,26.06,0.558,1.062e-09,280,263.41342096566996,153.83452929939764,126.16547070060236,0.739281869897259,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,1.6,1.3,1.2,0.096,0.3865,0.0058,0.0094,2.5,0.739281869897259,0.377672120727301,1.5006468305304
257,0.1094,nmc,11.8,0.212,4.982e-09,280,96.94090432906766,57.49523471698703,222.50476528301297,0.972181385222807,sig_r,d,mu,nc,1,1.1,0.0,0.0,0.0,1.0,-0.5,0.0,0.0,0.0,-0.5,1.0,0.3,1.1,0.043,0.3427,0.0102,0.007,2.5,0.972181385222807,0.342306857988808,2.97636416690983
258,0.1097,nmc,14.9,0.264,3.208e-09,280,121.80482121057429,72.40137377962384,207.59862622037616,0.954672163825025,sig_r,d,mu,nc,1,1.0,0.0,0.0,0.0,0.8,-0.3,0.0,0.0,0.0,-0.3,1.0,0.2,0.8,0.043,0.3688,0.0078,0.0062,2.5,0.954672163825025,0.368110686353544,2.11496746203905
259,0.1097,nmc,19.86,0.353,1.639e-09,280,162.05904181221513,96.50277068881404,183.49722931118595,0.911990429219145,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.0,0.7,-0.2,0.0,0.0,0.0,-0.2,1.0,0.4,0.8,0.043,0.3599,0.0054,0.0054,2.5,0.911990429219145,0.35859389568776,1.50041678243957
260,0.11,nmc,26.36,0.464,8.46e-10,280,214.1562076363636,127.73793370808296,152.26206629191705,0.832513992088053,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.3,0.7,1.0,0.043,0.358,0.0055,0.0067,2.5,0.832513992088053,0.355527560065662,1.53631284916201
261,0.1106,nmc,34.48,0.601,4.834e-10,280,278.15391271609394,166.18020720474092,113.81979279525908,0.688084977116719,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.0,1.3,0.1,0.0,0.0,0.0,0.1,1.7,1.4,1.3,0.043,0.3849,0.011,0.0099,2.5,0.688084977116719,0.379949327943091,2.85788516497792
262,0.139,nmc,11.77,0.167,3.463e-09,280,73.78610299280575,45.136598610237606,234.8634013897624,0.983447625513046,sig_r,d,mu,nc,1,1.3,0.0,0.0,0.0,1.1,-0.6,0.0,0.0,0.0,-0.6,1.2,0.3,1.1,0.113,0.2929,0.0151,0.0064,2.5,0.983447625513046,0.292407561001042,5.15534312051895
263,0.1372,nmc,15.03,0.215,2.354e-09,280,95.39794895626824,58.39451223681676,221.60548776318325,0.971282490693697,sig_r,d,mu,nc,1,1.1,0.0,0.0,0.0,0.9,-0.4,0.0,0.0,0.0,-0.4,1.2,0.3,0.8,0.101,0.3332,0.0065,0.0063,2.5,0.971282490693697,0.332321940000138,1.95078031212485
264,0.1388,nmc,19.88,0.28,1.243e-09,280,124.22750970605185,76.34736977934534,203.65263022065466,0.948204027634862,sig_r,d,mu,nc,1,0.9,0.0,0.0,0.0,0.7,-0.2,0.0,0.0,0.0,-0.2,1.4,0.2,0.6,0.089,0.3291,0.0043,0.0058,2.5,0.948204027634862,0.327706527017878,1.30659374050441
265,0.1393,nmc,26.62,0.373,6.462e-10,280,165.3581928872936,101.86479151774714,178.13520848225286,0.899900478075138,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.0,0.6,-0.1,0.0,0.0,0.0,-0.1,1.4,0.4,0.8,0.08,0.3328,0.0041,0.0059,2.5,0.899900478075138,0.330331753075584,1.23197115384615
266,0.14,nmc,35.22,0.489,3.446e-10,280,217.23127257142852,134.09990862016446,145.90009137983554,0.810067731318651,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.4,0.8,1.0,0.073,0.3419,0.0067,0.0071,2.5,0.810067731318651,0.337480908939689,1.95963732085405
267,0.179,nmc,15.07,0.165,1.705e-09,280,69.99978813407822,44.8773689414063,235.1226310585937,0.983846769340726,sig_r,d,mu,nc,1,1.2,0.0,0.0,0.0,1.0,-0.5,0.0,0.0,0.0,-0.5,1.3,0.3,0.5,0.085,0.3063,0.0084,0.0058,2.5,0.983846769340726,0.305912204959184,2.74240940254652
268,0.1795,nmc,19.99,0.218,8.991e-10,280,92.2547465069638,59.36295442801908,220.63704557198093,0.97035402823257,sig_r,d,mu,nc,1,1.0,0.0,0.0,0.0,0.8,-0.3,0.0,0.0,0.0,-0.3,1.5,0.2,0.6,0.075,0.2978,0.005,0.0057,2.5,0.97035402823257,0.297183816141157,1.67897918065816
269,0.1791,nmc,26.74,0.291,4.814e-10,280,123.44190988498043,79.58532296640749,200.4146770335925,0.943426167250671,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.0,0.7,-0.1,0.0,0.0,0.0,-0.1,1.7,0.2,0.6,0.066,0.3028,0.0045,0.0061,2.5,0.943426167250671,0.30173905854301,1.48612945838837
270,0.1799,nmc,35.13,0.378,2.574e-10,280,161.0249968627015,104.09123286924388,175.90876713075613,0.896668404872978,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.9,0.4,0.8,0.06,0.3017,0.0053,0.0067,2.5,0.896668404872978,0.299934897291277,1.75671196552867
271,0.1807,nmc,45.74,0.488,1.473e-10,280,208.26657338572218,134.92896022693083,145.07103977306917,0.810899345898867,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.0,1.2,0.1,0.0,0.0,0.0,0.1,2.1,0.8,1.0,0.055,0.3201,0.0099,0.0081,2.5,0.810899345898867,0.316943423008681,3.09278350515464
272,0.224,nmc,15.14,0.133,1.192e-09,280,53.32912971428573,36.02840389887299,243.971596101127,0.98979206548288,sig_r,d,mu,nc,1,1.2,0.0,0.0,0.0,1.0,-0.4,0.0,0.0,0.0,-0.4,1.0,0.3,0.5,0.074,0.2661,0.0083,0.0045,2.5,0.98979206548288,0.265912692678561,3.11912814731304
273,0.2242,nmc,19.97,0.175,6.788e-10,280,69.98210091347012,47.4798810839393,232.5201189160607,0.981627442490468,sig_r,d,mu,nc,1,1.0,0.0,0.0,0.0,0.8,-0.2,0.0,0.0,0.0,-0.2,1.3,0.3,0.5,0.064,0.2729,0.0051,0.0047,2.5,0.981627442490468,0.272598229067479,1.8688164162697
274,0.2241,nmc,26.76,0.233,3.529e-10,280,93.53082124230255,63.65190684557706,216.34809315442294,0.965607986281316,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.0,0.7,-0.1,0.0,0.0,0.0,-0.1,1.7,0.2,0.6,0.056,0.2674,0.0043,0.0052,2.5,0.965607986281316,0.266912104462044,1.60807778608826
275,0.2239,nmc,35.3,0.306,1.864e-10,280,123.23951349531039,84.04033555187122,195.95966444812876,0.9365080483233,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,2.0,0.3,0.6,0.05,0.2609,0.0047,0.0058,2.5,0.9365080483233,0.260110919470179,1.80145649674205
276,0.2249,nmc,46.57,0.401,9.883e-11,280,161.37965280391285,110.37836290187252,169.62163709812748,0.88124844212917,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.1,2.4,0.5,0.8,0.045,0.2614,0.0075,0.0071,2.5,0.88124844212917,0.260062814726561,2.86916602907422
277,0.2646,nmc,16.06,0.119,9.405e-10,280,45.51523326681783,32.35361901216303,247.64638098783698,0.991912321816144,sig_r,d,mu,nc,1,0.9,0.0,0.0,0.0,0.8,-0.1,0.0,0.0,0.0,-0.1,0.8,0.0,0.1,0.065,0.2782,0.0232,0.0033,2.5,0.991912321816144,0.278062549891123,8.33932422717469
278,0.274,nmc,19.99,0.143,4.845e-10,280,53.84604837956205,38.88923474390301,241.11076525609698,0.988063959910641,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.6,0.056,0.2346,0.0055,0.0031,2.5,0.988063959910641,0.234451384057362,2.34441602728048
279,0.2739,nmc,26.76,0.191,2.54e-10,280,71.81973447097482,52.07883287365396,227.92116712634603,0.977746176220617,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.1,1.2,0.2,0.5,0.049,0.2292,0.0045,0.0035,2.5,0.977746176220617,0.228961601166437,1.96335078534031
280,0.2745,nmc,35.42,0.251,1.398e-10,280,94.49445237887066,68.78177418916347,211.21822581083654,0.959357101773879,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.2,1.8,0.2,0.6,0.043,0.2328,0.0048,0.0046,2.5,0.959357101773879,0.232409742919734,2.06185567010309
281,0.2744,nmc,46.98,0.332,7.511e-11,280,125.10975653644314,91.26327960364773,188.73672039635227,0.923386501703244,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.0,0.5,0.3,0.0,0.0,0.0,0.3,2.4,0.4,0.7,0.038,0.2354,0.0071,0.006,2.5,0.923386501703244,0.234739495047548,3.0161427357689
282,0.2769,nmc,59.79,0.413,3.105e-11,280,157.01617119393285,115.09932153194715,164.90067846805283,0.872611184371509,sig_r,d,mu,nc,1,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,2.9,0.6,1.3,0.035,0.1698,0.0183,0.0057,2.5,0.872611184371509,0.169068291616794,10.7773851590106
283,0.3289,nmc,20.73,0.124,3.185e-10,280,43.17812007175432,33.597162085156896,246.4028379148431,0.991151150978191,sig_r,d,mu,nc,1,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.8,1.2,0.2,0.5,0.05,0.1981,0.0058,0.0031,2.5,0.991151150978191,0.198016423703971,2.92781423523473
284,0.344,nmc,26.73,0.153,1.567e-10,280,51.853332372093035,41.419769921158334,238.58023007884168,0.986172433785108,sig_r,d,mu,nc,1,0.1,0.0,0.0,0.0,0.2,0.7,0.0,0.0,0.0,0.7,1.4,0.2,0.5,0.042,0.1739,0.0032,0.0029,2.5,0.986172433785108,0.173802970304634,1.84013801035078
285,0.3447,nmc,35.48,0.202,8.717e-11,280,68.32992813112853,54.8667825858894,225.1332174141106,0.97479793035132,sig_r,d,mu,nc,1,0.2,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.7,1.5,0.1,0.5,0.037,0.1778,0.0032,0.0031,2.5,0.97479793035132,0.177639989150752,1.79977502812148
286,0.3455,nmc,46.61,0.262,4.561e-11,280,89.17577742981187,71.91147837410016,208.08852162589983,0.95518372302951,sig_r,d,mu,nc,1,0.3,0.0,0.0,0.0,0.3,0.6,0.0,0.0,0.0,0.6,1.6,0.2,0.5,0.032,0.1694,0.0039,0.0032,2.5,0.95518372302951,0.169164465381356,2.30224321133412
287,0.3491,nmc,61.17,0.338,2.314e-11,280,114.93184342709823,93.40191867116111,186.59808132883887,0.92004622411711,sig_r,d,mu,nc,1,0.3,0.0,0.0,0.0,-2.7,0.6,0.0,0.0,0.0,0.6,2.6,0.4,1.2,0.029,0.1592,0.0106,0.0047,2.5,0.92004622411711,0.158841110247965,6.65829145728643
288,0.4334,nmc,27.7,0.125,8.355e-11,280,37.09308811628979,34.06889345218006,245.93110654781992,0.990951239482268,sig_r,d,mu,nc,1,-2.7,0.0,0.0,0.0,-1.9,3.8,0.0,0.0,0.0,3.8,2.8,0.2,0.5,0.037,0.1246,0.0035,0.0068,2.5,0.990951239482268,0.124559718529462,2.80898876404494
289,0.4657,nmc,35.56,0.15,3.69e-11,280,41.67801449602749,40.70264951813832,239.29735048186168,0.986676023372415,sig_r,d,mu,nc,1,-1.9,0.0,0.0,0.0,-1.3,3.1,0.0,0.0,0.0,3.1,3.3,0.1,0.5,0.031,0.0999,0.0021,0.005,2.5,0.986676023372415,0.0998599211741523,2.1021021021021
290,0.4702,nmc,46.58,0.194,1.972e-11,280,53.364071988090174,52.806091678086446,227.19390832191357,0.976829282694378,sig_r,d,mu,nc,1,-1.3,0.0,0.0,0.0,-0.8,2.5,0.0,0.0,0.0,2.5,3.6,0.1,0.5,0.027,0.096,0.0024,0.0044,2.5,0.976829282694378,0.0959414570503979,2.5
291,0.4772,nmc,62.24,0.254,8.989e-12,280,69.06733771332773,69.52425038023867,210.47574961976133,0.958051682965406,sig_r,d,mu,nc,1,-0.8,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,2.1,3.7,0.2,1.1,0.023,0.0835,0.0054,0.0037,2.5,0.958051682965406,0.0834211849771816,6.46706586826347
