,exp,I,J,Elab,epsilon,y,x,Q2,obs,target,lepton beam,current,units,value,%ptp,%sys,%stat_u,%dSR_u,%dSY_c,%dSE_c,%dRC_c,%dN1_c,%1dN2_c,%2dN2_c,%3dN2_c,%4dN2_c,%5dN2_c,%6dN2_c,%7dN2_c,%8dN2_c,%dFSZ_c,%*norm_c
353,slac,354,3,13.0,0.983,0.158076923076923,0.179,0.692,F2,p,e,NC,1,0.31268,0.019,0.015,0.2,1.9,1.0,-0.4,0.5,0.5,0.0,0,0.4,0.4,0.0,0.0,0,0,0.0,2.1
354,slac,355,3,13.0,0.972,0.202538461538461,0.133,0.655,F2,p,e,NC,1,0.30644,0.018,0.014,0.3,1.8,0.9,-0.4,0.5,0.5,0.0,0,0.4,0.4,0.0,0.0,0,0,0.1,2.1
355,slac,356,3,13.0,0.957,0.249615384615385,0.101,0.617,F2,p,e,NC,1,0.29387,0.018,0.015,0.3,1.8,1.0,-0.5,0.5,0.5,0.0,0,0.4,0.4,0.0,0.0,0,0,0.1,2.1
356,slac,357,3,13.0,0.94,0.293692307692308,0.081,0.581,F2,p,e,NC,1,0.28106,0.018,0.015,0.4,1.7,0.9,-0.5,0.5,0.5,0.0,0,0.4,0.4,0.0,0.0,0,0,0.2,2.1
357,slac,358,4,18.001,0.805,0.466307427365147,0.747,11.769,F2,p,e,NC,1,0.02557,0.038,0.022,3.4,1.7,1.6,0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.7,2.1
358,slac,359,4,18.001,0.792,0.481306594078107,0.703,11.437,F2,p,e,NC,1,0.03615,0.023,0.019,1.9,1.3,1.3,0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.7,2.1
359,slac,360,4,18.001,0.774,0.50213877006833,0.647,10.977,F2,p,e,NC,1,0.05833,0.015,0.017,1.1,1.1,1.0,0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.7,2.1
360,slac,361,4,18.001,0.757,0.519471140492195,0.604,10.594,F2,p,e,NC,1,0.07734,0.013,0.017,0.8,1.0,0.8,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.8,2.1
361,slac,362,4,18.001,0.735,0.54146991833787,0.553,10.106,F2,p,e,NC,1,0.10451,0.019,0.016,1.6,1.0,0.7,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.8,2.1
362,slac,363,4,18.001,0.707,0.567246264096439,0.498,9.537,F2,p,e,NC,1,0.13711,0.02,0.016,1.7,1.0,0.6,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.9,2.1
363,slac,364,4,18.001,0.679,0.592078217876785,0.449,8.989,F2,p,e,NC,1,0.17838,0.02,0.016,1.7,1.0,0.5,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.9,2.1
364,slac,365,4,18.001,0.65,0.616410199433365,0.406,8.453,F2,p,e,NC,1,0.20824,0.021,0.016,1.8,1.0,0.5,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.0,2.1
365,slac,366,4,18.001,0.62,0.639242264318649,0.368,7.95,F2,p,e,NC,1,0.23555,0.021,0.017,1.8,1.0,0.5,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.1,2.1
366,slac,367,4,18.001,0.591,0.661241042164324,0.334,7.465,F2,p,e,NC,1,0.25587,0.017,0.017,1.3,1.0,0.4,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.1,2.1
367,slac,368,4,18.001,0.571,0.676017999000056,0.313,7.144,F2,p,e,NC,1,0.26914,0.025,0.017,2.3,1.0,0.4,0.0,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,1.2,2.1
368,slac,369,4,15.004,0.848,0.409624100239936,0.784,9.045,F2,p,e,NC,1,0.02116,0.022,0.025,1.4,1.7,2.1,0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.5,2.1
369,slac,370,4,15.004,0.837,0.424486803519062,0.738,8.817,F2,p,e,NC,1,0.03081,0.019,0.02,1.3,1.3,1.6,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.4,2.1
370,slac,371,4,15.004,0.824,0.443148493735004,0.684,8.53,F2,p,e,NC,1,0.04856,0.021,0.018,1.7,1.1,1.2,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.5,2.1
371,slac,372,4,15.004,0.807,0.464209544121568,0.628,8.207,F2,p,e,NC,1,0.07092,0.023,0.016,2.1,1.0,0.9,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.5,2.1
372,slac,373,4,15.004,0.787,0.487003465742469,0.573,7.857,F2,p,e,NC,1,0.10116,0.02,0.015,1.7,1.0,0.7,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.6,2.1
373,slac,374,4,15.004,0.769,0.507398027192749,0.528,7.544,F2,p,e,NC,1,0.12412,0.017,0.015,1.4,0.9,0.6,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.6,2.1
374,slac,375,4,15.004,0.743,0.533324446814183,0.476,7.145,F2,p,e,NC,1,0.16197,0.018,0.015,1.6,0.9,0.5,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.7,2.1
375,slac,376,4,15.004,0.715,0.559917355371901,0.427,6.737,F2,p,e,NC,1,0.19193,0.017,0.015,1.5,0.9,0.5,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.7,2.1
376,slac,377,4,15.004,0.685,0.587110103972274,0.382,6.321,F2,p,e,NC,1,0.22,0.017,0.015,1.5,0.9,0.5,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.8,2.1
377,slac,378,4,15.004,0.661,0.607171420954412,0.352,6.017,F2,p,e,NC,1,0.24726,0.026,0.015,2.4,0.9,0.4,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.8,2.1
378,slac,379,4,12.497,0.865,0.383612066896055,0.728,6.551,F2,p,e,NC,1,0.04162,0.023,0.019,1.9,1.3,1.5,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.3,2.1
379,slac,380,4,12.497,0.854,0.400336080659358,0.679,6.373,F2,p,e,NC,1,0.05577,0.02,0.017,1.7,1.1,1.1,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.3,2.1
380,slac,381,4,12.497,0.841,0.420100824197808,0.625,6.162,F2,p,e,NC,1,0.08358,0.022,0.015,1.9,1.0,0.9,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.3,2.1
381,slac,382,4,12.497,0.823,0.443626470352885,0.568,5.911,F2,p,e,NC,1,0.11355,0.022,0.015,2.0,1.0,0.7,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.4,2.1
382,slac,383,4,12.497,0.803,0.468752500600144,0.513,5.643,F2,p,e,NC,1,0.14318,0.021,0.014,1.9,0.9,0.6,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.4,2.1
383,slac,384,4,12.497,0.779,0.496119068576458,0.46,5.352,F2,p,e,NC,1,0.17844,0.021,0.014,1.9,0.9,0.5,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.5,2.1
384,slac,385,4,12.497,0.755,0.521405137232936,0.416,5.084,F2,p,e,NC,1,0.21626,0.025,0.014,2.3,0.9,0.5,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.5,2.1
385,slac,386,4,12.497,0.736,0.541249899975994,0.384,4.877,F2,p,e,NC,1,0.2323,0.1,0.014,10.0,0.9,0.5,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.6,2.1
386,slac,387,4,9.999,0.879,0.36013601360136,0.644,4.354,F2,p,e,NC,1,0.08284,0.016,0.015,1.2,1.0,0.9,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.2,2.1
387,slac,388,4,9.999,0.868,0.378437843784378,0.595,4.228,F2,p,e,NC,1,0.10693,0.014,0.014,1.0,1.0,0.7,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.2,2.1
388,slac,389,4,9.999,0.854,0.4003400340034,0.543,4.079,F2,p,e,NC,1,0.13689,0.013,0.014,0.9,0.9,0.6,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.2,2.1
389,slac,390,4,9.999,0.842,0.418141814181418,0.505,3.959,F2,p,e,NC,1,0.15706,0.026,0.014,2.4,0.9,0.5,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.3,2.1
390,slac,391,4,20.001,0.69,0.572021398930054,0.868,18.643,F2,p,e,NC,1,0.00374,0.034,0.041,2.5,2.3,3.2,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.1,2.1
391,slac,392,4,20.001,0.676,0.585020748962552,0.823,18.075,F2,p,e,NC,1,0.00791,0.026,0.031,2.0,1.7,2.2,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.7,2.1
392,slac,393,4,20.001,0.657,0.6011199440028,0.77,17.373,F2,p,e,NC,1,0.01483,0.025,0.025,2.1,1.3,1.6,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.5,2.1
393,slac,394,4,20.001,0.638,0.617269136543173,0.719,16.668,F2,p,e,NC,1,0.02685,0.023,0.023,2.0,1.2,1.2,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.5,2.1
394,slac,395,4,20.001,0.616,0.634568271586421,0.668,15.914,F2,p,e,NC,1,0.0429,0.022,0.022,1.9,1.0,1.0,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.5,2.1
395,slac,396,4,20.001,0.592,0.653017349132543,0.616,15.106,F2,p,e,NC,1,0.06542,0.021,0.021,1.8,1.0,0.8,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.6,2.1
396,slac,397,4,20.001,0.566,0.672816359182041,0.564,14.243,F2,p,e,NC,1,0.09219,0.021,0.021,1.9,0.9,0.7,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.6,2.1
397,slac,398,4,20.001,0.538,0.692115394230289,0.516,13.401,F2,p,e,NC,1,0.11934,0.021,0.021,1.9,0.9,0.6,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.6,2.1
398,slac,399,4,20.001,0.511,0.711214439278036,0.471,12.571,F2,p,e,NC,1,0.15233,0.022,0.021,2.0,0.9,0.5,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.7,2.1
399,slac,400,4,20.001,0.488,0.726763661816909,0.436,11.896,F2,p,e,NC,1,0.17013,0.027,0.021,2.6,0.9,0.5,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.7,2.1
400,slac,401,4,20.001,0.47,0.738163091845408,0.412,11.407,F2,p,e,NC,1,0.22018,0.098,0.022,9.8,0.9,0.5,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.7,2.1
401,slac,402,4,18.018,0.713,0.55006105006105,0.855,15.906,F2,p,e,NC,1,0.00544,0.03,0.036,2.2,2.1,2.9,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.7,2.1
402,slac,403,4,18.018,0.699,0.563769563769564,0.809,15.42,F2,p,e,NC,1,0.01033,0.025,0.028,1.9,1.6,2.1,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.4,2.1
403,slac,404,4,18.018,0.68,0.581418581418582,0.753,14.796,F2,p,e,NC,1,0.02,0.024,0.023,2.1,1.3,1.5,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.3,2.1
404,slac,405,4,18.018,0.66,0.598346098346098,0.702,14.195,F2,p,e,NC,1,0.03295,0.022,0.021,1.9,1.1,1.1,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.3,2.1
405,slac,406,4,18.018,0.639,0.616494616494617,0.65,13.553,F2,p,e,NC,1,0.05076,0.022,0.02,1.9,1.0,0.9,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.3,2.1
406,slac,407,4,18.018,0.614,0.635864135864136,0.598,12.866,F2,p,e,NC,1,0.07268,0.021,0.02,1.9,1.0,0.8,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.4,2.1
407,slac,408,4,18.018,0.588,0.656399156399157,0.547,12.138,F2,p,e,NC,1,0.10386,0.02,0.02,1.8,0.9,0.6,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.4,2.1
408,slac,409,4,18.018,0.554,0.681041181041181,0.489,11.268,F2,p,e,NC,1,0.14013,0.016,0.02,1.3,0.9,0.5,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.5,2.1
409,slac,410,4,18.018,0.533,0.695915195915196,0.457,10.743,F2,p,e,NC,1,0.16191,0.012,0.02,0.8,0.9,0.5,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.5,2.1
410,slac,411,4,18.018,0.517,0.707514707514708,0.432,10.342,F2,p,e,NC,1,0.18302,0.032,0.02,3.1,0.9,0.5,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.5,2.1
411,slac,412,4,15.004,0.748,0.515195947747267,0.819,11.884,F2,p,e,NC,1,0.01042,0.036,0.028,3.2,1.7,2.2,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.1,2.1
412,slac,413,4,15.004,0.734,0.529392162090109,0.774,11.536,F2,p,e,NC,1,0.01871,0.026,0.022,2.2,1.3,1.7,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.9,2.1
413,slac,414,4,15.004,0.717,0.546320981071714,0.723,11.12,F2,p,e,NC,1,0.03161,0.025,0.02,2.2,1.1,1.3,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.9,2.1
414,slac,415,4,15.004,0.697,0.565315915755798,0.669,10.653,F2,p,e,NC,1,0.04779,0.023,0.018,2.1,1.0,1.0,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.0,2.1
415,slac,416,4,15.004,0.675,0.585377232737937,0.616,10.161,F2,p,e,NC,1,0.07192,0.021,0.018,1.9,1.0,0.8,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.0,2.1
416,slac,417,4,15.004,0.651,0.606105038656358,0.566,9.651,F2,p,e,NC,1,0.09895,0.02,0.017,1.8,0.9,0.7,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.1,2.1
417,slac,418,4,15.004,0.624,0.628299120234604,0.515,9.106,F2,p,e,NC,1,0.13289,0.021,0.017,1.9,0.9,0.6,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.1,2.1
418,slac,419,4,15.004,0.603,0.645294588109837,0.479,8.695,F2,p,e,NC,1,0.14595,0.053,0.017,5.2,0.9,0.5,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.1,2.1
419,slac,420,4,12.498,0.777,0.48231717074732,0.778,8.805,F2,p,e,NC,1,0.02185,0.024,0.022,2.0,1.4,1.7,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.6,2.1
420,slac,421,4,12.498,0.762,0.499599935989758,0.726,8.51,F2,p,e,NC,1,0.03608,0.02,0.019,1.6,1.1,1.3,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.6,2.1
421,slac,422,4,12.498,0.744,0.518562970075212,0.673,8.187,F2,p,e,NC,1,0.05467,0.019,0.017,1.6,1.0,1.0,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.7,2.1
422,slac,423,4,12.498,0.725,0.538806208993439,0.621,7.843,F2,p,e,NC,1,0.07842,0.018,0.016,1.5,1.0,0.8,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.7,2.1
423,slac,424,4,12.498,0.704,0.558889422307569,0.572,7.501,F2,p,e,NC,1,0.10199,0.024,0.016,2.2,0.9,0.7,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.8,2.1
424,slac,425,4,12.498,0.686,0.575852136341815,0.534,7.215,F2,p,e,NC,1,0.13238,0.062,0.016,6.1,0.9,0.6,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.8,2.1
425,slac,426,4,18.018,0.523,0.689144189144189,0.876,20.41,F2,p,e,NC,1,0.00301,0.041,0.048,3.6,1.9,2.9,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,3.6,2.1
426,slac,427,4,18.018,0.508,0.6999111999112,0.832,19.7,F2,p,e,NC,1,0.00623,0.031,0.037,2.7,1.5,2.0,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.8,2.1
427,slac,428,4,18.018,0.489,0.713564213564214,0.779,18.803,F2,p,e,NC,1,0.01332,0.028,0.031,2.5,1.2,1.5,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.4,2.1
428,slac,429,4,18.018,0.471,0.726273726273726,0.732,17.964,F2,p,e,NC,1,0.02241,0.029,0.029,2.7,1.1,1.2,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.3,2.1
429,slac,430,4,18.018,0.448,0.742146742146742,0.674,16.911,F2,p,e,NC,1,0.03776,0.027,0.028,2.5,1.0,0.9,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.3,2.1
430,slac,431,4,18.018,0.423,0.758241758241758,0.618,15.85,F2,p,e,NC,1,0.06205,0.024,0.027,2.2,0.9,0.8,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.3,2.1
431,slac,432,4,18.018,0.399,0.774170274170274,0.566,14.812,F2,p,e,NC,1,0.08884,0.027,0.026,2.5,0.9,0.6,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.3,2.1
432,slac,433,4,18.018,0.377,0.787878787878788,0.522,13.908,F2,p,e,NC,1,0.11082,0.027,0.026,2.5,0.9,0.6,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.3,2.1
433,slac,434,4,18.018,0.355,0.801420801420801,0.48,13.012,F2,p,e,NC,1,0.14545,0.028,0.026,2.7,0.9,0.5,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.3,2.1
434,slac,435,4,18.018,0.344,0.808469308469308,0.46,12.579,F2,p,e,NC,1,0.15203,0.057,0.026,5.6,0.9,0.5,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.3,2.1
435,slac,436,4,15.005,0.567,0.65511496167944,0.851,15.704,F2,p,e,NC,1,0.00568,0.032,0.037,2.8,1.6,2.4,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.6,2.1
436,slac,437,4,15.005,0.55,0.668377207597467,0.802,15.097,F2,p,e,NC,1,0.01154,0.024,0.029,2.0,1.3,1.7,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.0,2.1
437,slac,438,4,15.005,0.532,0.682572475841386,0.752,14.45,F2,p,e,NC,1,0.01977,0.023,0.025,2.0,1.1,1.3,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.8,2.1
438,slac,439,4,15.005,0.509,0.699166944351883,0.696,13.693,F2,p,e,NC,1,0.03592,0.025,0.024,2.3,1.0,1.0,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.8,2.1
439,slac,440,4,15.005,0.486,0.716027990669777,0.641,12.928,F2,p,e,NC,1,0.05507,0.023,0.023,2.1,1.0,0.8,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.8,2.1
440,slac,441,4,15.005,0.461,0.733622125958014,0.587,12.127,F2,p,e,NC,1,0.08112,0.022,0.023,2.0,0.9,0.7,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.9,2.1
441,slac,442,4,15.005,0.436,0.750216594468511,0.538,11.373,F2,p,e,NC,1,0.1103,0.024,0.023,2.2,0.9,0.6,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.9,2.1
442,slac,443,4,15.005,0.413,0.765478173942019,0.496,10.681,F2,p,e,NC,1,0.14175,0.032,0.023,3.1,0.9,0.5,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.9,2.1
443,slac,444,4,11.884,0.619,0.612420060585662,0.81,11.069,F2,p,e,NC,1,0.01245,0.033,0.026,3.0,1.3,1.8,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.5,2.1
444,slac,445,4,11.884,0.604,0.624705486368226,0.769,10.72,F2,p,e,NC,1,0.02065,0.033,0.022,3.1,1.1,1.4,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.3,2.1
445,slac,446,4,11.884,0.583,0.642797038034332,0.712,10.203,F2,p,e,NC,1,0.03661,0.027,0.021,2.5,1.0,1.0,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.3,2.1
446,slac,447,4,11.884,0.556,0.66374957926624,0.649,9.603,F2,p,e,NC,1,0.05763,0.024,0.02,2.2,0.9,0.8,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.3,2.1
447,slac,448,4,11.884,0.529,0.684702120498149,0.59,9.005,F2,p,e,NC,1,0.08576,0.025,0.02,2.3,0.9,0.7,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.4,2.1
448,slac,449,4,11.884,0.501,0.705654661730057,0.534,8.407,F2,p,e,NC,1,0.11887,0.026,0.019,2.4,0.9,0.6,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.4,2.1
449,slac,450,4,8.7,0.674,0.560574712643678,0.735,6.726,F2,p,e,NC,1,0.03783,0.02,0.018,1.7,1.0,1.1,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.7,2.1
450,slac,451,4,8.7,0.657,0.577471264367816,0.686,6.467,F2,p,e,NC,1,0.05471,0.023,0.017,2.1,1.0,0.9,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.7,2.1
451,slac,452,4,8.7,0.637,0.595632183908046,0.636,6.189,F2,p,e,NC,1,0.07437,0.026,0.016,2.4,0.9,0.7,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.8,2.1
452,slac,453,4,8.7,0.621,0.610114942528736,0.599,5.97,F2,p,e,NC,1,0.08462,0.123,0.016,12.3,0.9,0.7,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.8,2.1
453,slac,454,4,15.004,0.39,0.76672887230072,0.831,17.948,F2,p,e,NC,1,0.00682,0.057,0.04,5.5,1.3,1.8,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,3.4,2.1
454,slac,455,4,15.004,0.366,0.783391095707811,0.756,16.666,F2,p,e,NC,1,0.01803,0.036,0.032,3.4,1.1,1.2,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.7,2.1
455,slac,456,4,15.004,0.34,0.800053319114903,0.683,15.384,F2,p,e,NC,1,0.03732,0.032,0.03,3.0,1.0,0.9,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.6,2.1
456,slac,457,4,15.004,0.315,0.816715542521994,0.613,14.102,F2,p,e,NC,1,0.0663,0.03,0.029,2.9,0.9,0.7,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.6,2.1
457,slac,458,4,15.004,0.289,0.833377765929085,0.546,12.82,F2,p,e,NC,1,0.10531,0.03,0.029,2.9,0.9,0.6,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.5,2.1
458,slac,459,4,12.499,0.428,0.739979198335867,0.8,13.883,F2,p,e,NC,1,0.01282,0.036,0.031,3.4,1.2,1.5,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.4,2.1
459,slac,460,4,12.499,0.4,0.759980798463877,0.719,12.815,F2,p,e,NC,1,0.02998,0.029,0.027,2.7,1.0,1.0,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.2,2.1
460,slac,461,4,12.499,0.371,0.779982398591887,0.642,11.747,F2,p,e,NC,1,0.059,0.029,0.026,2.7,0.9,0.8,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.2,2.1
461,slac,462,4,12.499,0.341,0.799983998719897,0.569,10.679,F2,p,e,NC,1,0.09301,0.03,0.025,2.9,0.9,0.6,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,2.1,2.1
462,slac,463,4,9.999,0.481,0.6999699969997,0.781,10.252,F2,p,e,NC,1,0.01888,0.034,0.025,3.2,1.1,1.3,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.7,2.1
463,slac,464,4,9.999,0.448,0.724972497249725,0.691,9.398,F2,p,e,NC,1,0.04192,0.03,0.022,2.8,1.0,0.9,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.6,2.1
464,slac,465,4,9.999,0.414,0.74997499749975,0.607,8.543,F2,p,e,NC,1,0.08635,0.029,0.022,2.8,0.9,0.7,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0,1.7,2.1
465,slac,466,4,9.999,0.378,0.774977497749775,0.529,7.689,F2,p,e,NC,1,0.12065,0.039,0.022,3.8,0.9,0.6,-0.1,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0,0,1.7,2.1
466,slac,467,5,19.505,0.114,0.92017431427839,0.9,30.314,F2,p,e,NC,1,0.00077,0.084,0.094,8.1,2.1,3.4,0.4,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,8.3,2.1
467,slac,468,5,19.505,0.108,0.924634709048962,0.845,28.6,F2,p,e,NC,1,0.00331,0.046,0.075,4.2,1.8,2.8,0.3,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,6.4,2.1
468,slac,469,5,19.505,0.101,0.929556523968213,0.785,26.693,F2,p,e,NC,1,0.00924,0.034,0.065,3.0,1.6,2.8,0.2,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,5.1,2.1
469,slac,470,5,19.505,0.095,0.934478338887465,0.727,24.851,F2,p,e,NC,1,0.01963,0.038,0.064,3.5,1.6,3.3,0.1,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,4.7,2.1
470,slac,471,5,19.505,0.087,0.939451422712125,0.667,22.931,F2,p,e,NC,1,0.03799,0.033,0.066,2.9,1.5,4.0,0.0,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,4.4,2.1
471,slac,472,5,19.505,0.082,0.943655472955652,0.619,21.388,F2,p,e,NC,1,0.05925,0.035,0.07,3.2,1.5,4.9,-0.1,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,4.2,2.1
