,col,spec,ebeam,ep,thetac,X,Q2,W2,target,obs,value,perr,err_u,pnorm,norm_c,systc1,systc2,systc3,systc4,systc5,systc6,systc7,systc8,syst1_c,syst2_c,syst3_c,syst4_c,syst5_c,syst6_c,syst7_c,syst8_c
25,JLab Hall C (E12-10-002),0,10.602,5.2616,21.035,0.73908,7.40674,3.49512,d/p,F2d/F2p,0.74186,0.01,0.0074186,0.0113,0.008383017999999999,0.001,0.00321,0.00125,2e-05,0.003,0.005,0.00028,0.0014,0.00074186,0.0023813706,0.000927325,1.4837200000000001e-05,0.00222558,0.0037093,0.00020772079999999997,0.001038604
26,JLab Hall C (E12-10-002),0,10.602,5.2008,21.035,0.72232,7.32115,3.6948,d/p,F2d/F2p,0.73537,0.00935,0.0068757095,0.0113,0.008309681,0.001,0.00288,0.00125,2e-05,0.003,0.005,0.00028,0.0014,0.00073537,0.0021178656000000002,0.0009192124999999999,1.47074e-05,0.00220611,0.0036768499999999997,0.00020590359999999997,0.0010295179999999999
27,JLab Hall C (E12-10-002),0,10.602,5.13999,21.035,0.70593,7.23556,3.8945,d/p,F2d/F2p,0.7309,0.00894,0.006534246,0.0113,0.00825917,0.001,0.00224,0.00125,3e-05,0.003,0.005,0.00028,0.0014,0.0007309,0.001637216,0.000913625,2.1927000000000002e-05,0.0021927,0.0036545,0.000204652,0.00102326
28,JLab Hall C (E12-10-002),0,10.602,5.07919,21.035,0.6899,7.14996,4.09421,d/p,F2d/F2p,0.73042,0.00865,0.006318132999999999,0.0113,0.008253746,0.001,0.00184,0.00125,3e-05,0.003,0.005,0.00028,0.0014,0.00073042,0.0013439728,0.0009130249999999999,2.19126e-05,0.00219126,0.0036520999999999997,0.00020451759999999997,0.0010225879999999998
29,JLab Hall C (E12-10-002),0,10.602,5.01838,21.035,0.67421,7.06436,4.29392,d/p,F2d/F2p,0.72777,0.00852,0.0062006004,0.0113,0.008223801,0.001,0.00175,0.00125,3e-05,0.003,0.005,0.00028,0.0014,0.0007277700000000001,0.0012735975000000002,0.0009097125000000001,2.1833100000000003e-05,0.00218331,0.0036388500000000003,0.0002037756,0.001018878
30,JLab Hall C (E12-10-002),0,10.602,4.95756,21.035,0.65887,6.97875,4.49364,d/p,F2d/F2p,0.73474,0.00851,0.006252637399999999,0.0113,0.008302562,0.001,0.00105,0.00125,4e-05,0.003,0.005,0.00028,0.0014,0.00073474,0.0007714769999999999,0.000918425,2.93896e-05,0.00220422,0.0036737,0.00020572719999999996,0.0010286359999999999
31,JLab Hall C (E12-10-002),0,10.602,4.89675,21.035,0.64385,6.89314,4.69337,d/p,F2d/F2p,0.72802,0.00849,0.0061808898,0.0113,0.008226625999999999,0.001,0.00087,0.00125,4e-05,0.003,0.005,0.00028,0.0014,0.00072802,0.0006333774,0.0009100250000000001,2.91208e-05,0.0021840600000000003,0.0036401000000000003,0.00020384559999999999,0.001019228
32,JLab Hall C (E12-10-002),0,10.602,5.94544,21.035,0.95779,8.36938,1.24922,d/p,F2d/F2p,4.83622,0.03832,0.1853239504,0.0113,0.054649286,0.001,0.02207,0.00195,0.00011,0.003,0.01613,0.00061,0.0014,0.0048362200000000004,0.1067353754,0.009430629,0.0005319842000000001,0.01450866,0.07800822859999999,0.0029500942,0.006770708
33,JLab Hall C (E12-10-002),0,10.602,5.91505,21.035,0.94671,8.32661,1.34902,d/p,F2d/F2p,1.67407,0.02959,0.049535731300000004,0.0113,0.018916990999999998,0.001,0.01553,0.00195,3e-05,0.003,0.00938,0.00061,0.0014,0.00167407,0.0259983071,0.0032644364999999996,5.02221e-05,0.00502221,0.0157027766,0.0010211826999999998,0.002343698
34,JLab Hall C (E12-10-002),0,10.602,5.88467,21.035,0.93578,8.28383,1.44881,d/p,F2d/F2p,1.01536,0.02407,0.024439715200000003,0.0113,0.011473568,0.001,0.00766,0.00195,2e-05,0.003,0.00688,0.00061,0.0014,0.00101536,0.0077776576000000005,0.001979952,2.03072e-05,0.00304608,0.0069856768,0.0006193696,0.001421504
35,JLab Hall C (E12-10-002),0,10.602,5.85428,21.035,0.92499,8.24105,1.54861,d/p,F2d/F2p,0.98758,0.02101,0.020749055800000003,0.0113,0.011159654,0.001,0.00276,0.00195,2e-05,0.003,0.00613,0.00061,0.0014,0.00098758,0.0027257208,0.0019257809999999999,1.9751600000000002e-05,0.00296274,0.0060538654,0.0006024238,0.001382612
36,JLab Hall C (E12-10-002),0,10.602,5.82389,21.035,0.91434,8.19828,1.64841,d/p,F2d/F2p,0.97115,0.01893,0.018383869499999997,0.0113,0.010973994999999999,0.001,0.0034,0.00195,2e-05,0.003,0.00571,0.00061,0.0014,0.0009711499999999999,0.0033019099999999995,0.0018937424999999999,1.9423e-05,0.0029134499999999997,0.0055452665,0.0005924015,0.00135961
37,JLab Hall C (E12-10-002),0,10.602,5.7935,21.035,0.90382,8.1555,1.74821,d/p,F2d/F2p,0.91556,0.01734,0.015875810400000002,0.0113,0.010345828,0.001,0.00528,0.00195,2e-05,0.003,0.00543,0.00061,0.0014,0.00091556,0.0048341568,0.001785342,1.8311200000000002e-05,0.00274668,0.0049714908000000006,0.0005584916,0.001281784
38,JLab Hall C (E12-10-002),0,10.602,5.76311,21.035,0.89343,8.11272,1.84802,d/p,F2d/F2p,0.88183,0.01622,0.014303282599999998,0.0113,0.009964678999999999,0.001,0.00696,0.00195,2e-05,0.003,0.00526,0.00061,0.0014,0.00088183,0.0061375368,0.0017195684999999998,1.76366e-05,0.00264549,0.0046384258,0.0005379162999999999,0.001234562
39,JLab Hall C (E12-10-002),0,10.602,5.73272,21.035,0.88318,8.06994,1.94783,d/p,F2d/F2p,0.85889,0.01521,0.013063716900000001,0.0113,0.009705457,0.001,0.00918,0.00195,2e-05,0.003,0.00516,0.00061,0.0014,0.0008588900000000001,0.007884610200000001,0.0016748355,1.7177800000000003e-05,0.00257667,0.0044318724,0.0005239229,0.001202446
40,JLab Hall C (E12-10-002),0,10.602,5.70233,21.035,0.87304,8.02716,2.04764,d/p,F2d/F2p,0.82917,0.01425,0.0118156725,0.0113,0.009369620999999998,0.001,0.00904,0.00195,2e-05,0.003,0.00511,0.00061,0.0014,0.00082917,0.007495696799999999,0.0016168814999999999,1.65834e-05,0.00248751,0.0042370587,0.0005057937,0.001160838
41,JLab Hall C (E12-10-002),0,10.602,5.67194,21.035,0.86304,7.98438,2.14745,d/p,F2d/F2p,0.69771,0.01295,0.0090353445,0.0113,0.007884123,0.001,0.0074,0.00195,2e-05,0.003,0.00507,0.00061,0.0014,0.00069771,0.005163054,0.0013605345,1.3954200000000003e-05,0.0020931300000000003,0.0035373897,0.0004256031,0.000976794
42,JLab Hall C (E12-10-002),0,10.602,5.64155,21.035,0.85316,7.9416,2.24726,d/p,F2d/F2p,0.6007,0.01218,0.007316526,0.0113,0.006787909999999999,0.001,0.00155,0.00195,2e-05,0.003,0.00504,0.00061,0.0014,0.0006007,0.000931085,0.001171365,1.2014e-05,0.0018021,0.0030275280000000003,0.000366427,0.00084098
43,JLab Hall C (E12-10-002),0,10.602,5.61116,21.035,0.84339,7.89881,2.34708,d/p,F2d/F2p,0.69012,0.0119,0.008212428,0.0113,0.007798355999999999,0.001,0.0019,0.00195,2e-05,0.003,0.00503,0.00061,0.0014,0.00069012,0.001311228,0.001345734,1.38024e-05,0.00207036,0.0034713035999999996,0.00042097319999999996,0.0009661679999999999
44,JLab Hall C (E12-10-002),0,10.602,5.58077,21.035,0.83375,7.85603,2.4469,d/p,F2d/F2p,0.81345,0.01216,0.009891552000000001,0.0113,0.009191985,0.001,0.00169,0.00195,2e-05,0.003,0.00503,0.00061,0.0014,0.0008134500000000001,0.0013747305000000002,0.0015862275,1.6269000000000003e-05,0.00244035,0.0040916534999999995,0.0004962044999999999,0.00113883
45,JLab Hall C (E12-10-002),0,10.602,5.55037,21.035,0.82422,7.81325,2.54672,d/p,F2d/F2p,0.86834,0.0123,0.010680582000000001,0.0113,0.009812241999999999,0.001,0.00405,0.00195,2e-05,0.003,0.00502,0.00061,0.0014,0.00086834,0.003516777,0.001693263,1.73668e-05,0.00260502,0.0043590668,0.0005296874,0.001215676
46,JLab Hall C (E12-10-002),0,10.602,5.51998,21.035,0.8148,7.77046,2.64654,d/p,F2d/F2p,0.82577,0.01199,0.009900982300000001,0.0113,0.009331200999999999,0.001,0.0066,0.00195,2e-05,0.003,0.00502,0.00061,0.0014,0.00082577,0.005450082,0.0016102515,1.65154e-05,0.00247731,0.0041453654,0.0005037196999999999,0.001156078
47,JLab Hall C (E12-10-002),0,10.602,5.48958,21.035,0.8055,7.72767,2.74636,d/p,F2d/F2p,0.72884,0.01151,0.0083889484,0.0113,0.008235892,0.001,0.00642,0.00195,2e-05,0.003,0.00501,0.00061,0.0014,0.00072884,0.004679152800000001,0.001421238,1.4576800000000002e-05,0.0021865200000000004,0.0036514884,0.00044459240000000003,0.0010203760000000001
48,JLab Hall C (E12-10-002),1,10.602,3.19967,21.035,0.32548,4.52115,10.25,d/p,F2d/F2p,0.83085,0.01505,0.012504292499999998,0.0113,0.009388605,0.001,0.00419,0.00085,0.00011,0.00015,0.00502,0.01011,0.0014,0.00083085,0.0034812615,0.0007062224999999999,9.13935e-05,0.0001246275,0.004170867,0.008399893499999998,0.00116319
49,JLab Hall C (E12-10-002),1,10.602,3.10847,21.035,0.31235,4.39229,10.55,d/p,F2d/F2p,0.83411,0.01249,0.0104180339,0.0113,0.009425443,0.001,0.00473,0.00085,0.00015,0.00014,0.00503,0.01011,0.0014,0.00083411,0.0039453403,0.0007089935,0.0001251165,0.0001167754,0.0041955733,0.008432852099999999,0.001167754
50,JLab Hall C (E12-10-002),1,10.602,3.01728,21.035,0.29954,4.26343,10.85,d/p,F2d/F2p,0.83911,0.01167,0.0097924137,0.0113,0.009481943,0.001,0.00494,0.00085,0.00019,0.00014,0.00503,0.01011,0.0014,0.00083911,0.0041452034,0.0007132435,0.00015943090000000002,0.0001174754,0.0042207233,0.008483402099999999,0.001174754
51,JLab Hall C (E12-10-002),1,10.602,2.92608,21.035,0.28704,4.13457,11.15,d/p,F2d/F2p,0.86182,0.01111,0.0095748202,0.0113,0.009738566,0.001,0.00337,0.00085,0.00026,0.00013,0.00504,0.01011,0.0014,0.00086182,0.0029043334000000004,0.000732547,0.0002240732,0.0001120366,0.004343572800000001,0.0087130002,0.001206548
52,JLab Hall C (E12-10-002),1,10.602,2.83488,21.035,0.27483,4.0057,11.45,d/p,F2d/F2p,0.86882,0.01064,0.0092442448,0.0113,0.009817666,0.001,0.0026,0.00085,0.00034,0.00013,0.00506,0.01011,0.0014,0.0008688200000000001,0.002258932,0.000738497,0.00029539880000000005,0.0001129466,0.004396229200000001,0.008783770199999999,0.0012163480000000001
53,JLab Hall C (E12-10-002),1,10.602,2.74368,21.035,0.2629,3.87684,11.75,d/p,F2d/F2p,0.87363,0.01024,0.008945971200000001,0.0113,0.009872019,0.001,0.00197,0.00085,0.00046,0.00012,0.00507,0.01011,0.0014,0.00087363,0.0017210511,0.0007425855,0.0004018698,0.00010483560000000001,0.0044293041,0.0088323993,0.0012230820000000001
54,JLab Hall C (E12-10-002),1,10.602,2.65248,21.035,0.25124,3.74798,12.05,d/p,F2d/F2p,0.86999,0.00991,0.0086216009,0.0113,0.009830887,0.001,0.00199,0.00085,0.00061,0.00012,0.00509,0.01011,0.0014,0.0008699900000000001,0.0017312801,0.0007394915,0.0005306939,0.00010439880000000001,0.0044282491,0.0087955989,0.0012179860000000001
55,JLab Hall C (E12-10-002),1,10.602,2.56129,21.035,0.23985,3.61911,12.35,d/p,F2d/F2p,0.87499,0.00955,0.0083561545,0.0113,0.009887387,0.001,0.00253,0.00085,0.00081,0.00012,0.00512,0.01011,0.0014,0.0008749900000000001,0.0022137247,0.0007437415,0.0007087419,0.0001049988,0.0044799488,0.0088461489,0.001224986
56,JLab Hall C (E12-10-002),1,10.602,2.47009,21.035,0.22872,3.49025,12.65,d/p,F2d/F2p,0.87178,0.00951,0.008290627799999999,0.0113,0.009851114,0.001,0.00305,0.00085,0.00108,0.00011,0.00516,0.01011,0.0014,0.0008717800000000001,0.002658929,0.000741013,0.0009415224,9.58958e-05,0.0044983848,0.0088136958,0.0012204919999999999
57,JLab Hall C (E12-10-002),1,10.602,3.92925,21.035,0.44339,5.55206,7.85,d/p,F2d/F2p,0.78686,0.01296,0.010197705599999999,0.0113,0.008891518,0.001,0.00251,0.00106,1e-05,0.00021,0.005,0.00386,0.0014,0.00078686,0.0019750186,0.0008340716,7.868600000000001e-06,0.0001652406,0.0039343,0.0030372796,0.001101604
58,JLab Hall C (E12-10-002),1,10.602,3.83806,21.035,0.42726,5.4232,8.15,d/p,F2d/F2p,0.78722,0.01092,0.0085964424,0.0113,0.008895586,0.001,0.00327,0.00106,2e-05,0.0002,0.00501,0.00386,0.0014,0.00078722,0.0025742094,0.0008344532,1.57444e-05,0.00015744400000000002,0.0039439722,0.0030386692000000004,0.001102108
59,JLab Hall C (E12-10-002),1,10.602,3.74686,21.035,0.41156,5.29433,8.45,d/p,F2d/F2p,0.80601,0.00977,0.007874717699999999,0.0113,0.009107912999999999,0.001,0.00317,0.00106,2e-05,0.00019,0.00501,0.00386,0.0014,0.00080601,0.0025550517000000003,0.0008543706,1.6120200000000002e-05,0.0001531419,0.0040381101,0.0031111986,0.001128414
60,JLab Hall C (E12-10-002),1,10.602,3.65566,21.035,0.39627,5.16547,8.75,d/p,F2d/F2p,0.79612,0.00927,0.007380032400000001,0.0113,0.008996156,0.001,0.00322,0.00106,3e-05,0.00018,0.00501,0.00386,0.0014,0.0007961200000000001,0.0025635064000000003,0.0008438872,2.3883600000000003e-05,0.00014330160000000002,0.0039885612,0.0030730232000000003,0.001114568
61,JLab Hall C (E12-10-002),1,10.602,3.56446,21.035,0.38138,5.03661,9.05,d/p,F2d/F2p,0.8183,0.00896,0.0073319679999999995,0.0113,0.00924679,0.001,0.00237,0.00106,4e-05,0.00017,0.00501,0.00386,0.0014,0.0008183,0.0019393710000000003,0.000867398,3.2732000000000004e-05,0.000139111,0.004099683,0.003158638,0.00114562
62,JLab Hall C (E12-10-002),1,10.602,3.47326,21.035,0.36687,4.90774,9.35,d/p,F2d/F2p,0.8301,0.00863,0.007163763,0.0113,0.009380129999999999,0.001,0.00154,0.00106,5e-05,0.00017,0.00501,0.00386,0.0014,0.0008301,0.0012783539999999998,0.000879906,4.1504999999999996e-05,0.000141117,0.004158800999999999,0.003204186,0.0011621399999999999
63,JLab Hall C (E12-10-002),1,10.602,3.38207,21.035,0.35272,4.77888,9.65,d/p,F2d/F2p,0.8226,0.00831,0.006835806,0.0113,0.009295379999999999,0.001,0.00104,0.00106,6e-05,0.00016,0.00501,0.00386,0.0014,0.0008226,0.0008555039999999999,0.000871956,4.9356e-05,0.000131616,0.0041212259999999995,0.003175236,0.00115164
64,JLab Hall C (E12-10-002),1,10.602,3.29087,21.035,0.33893,4.65002,9.95,d/p,F2d/F2p,0.83161,0.00804,0.0066861444,0.0113,0.009397192999999998,0.001,0.00155,0.00106,8e-05,0.00015,0.00502,0.00386,0.0014,0.00083161,0.0012889955,0.0008815065999999999,6.65288e-05,0.00012474149999999997,0.0041746822,0.0032100146,0.001164254
65,JLab Hall C (E12-10-002),1,10.602,3.19967,21.035,0.32548,4.52115,10.25,d/p,F2d/F2p,0.84119,0.00781,0.0065696939000000005,0.0113,0.009505446999999998,0.001,0.00419,0.00106,0.00011,0.00015,0.00502,0.00386,0.0014,0.00084119,0.0035245861,0.0008916614,9.25309e-05,0.0001261785,0.0042227738,0.0032469934000000002,0.001177666
66,JLab Hall C (E12-10-002),1,10.602,3.10847,21.035,0.31235,4.39229,10.55,d/p,F2d/F2p,0.85026,0.00761,0.006470478599999999,0.0113,0.009607938,0.001,0.00473,0.00106,0.00015,0.00014,0.00503,0.00386,0.0014,0.00085026,0.0040217298,0.0009012756,0.000127539,0.00011903639999999999,0.0042768078,0.0032820036,0.001190364
67,JLab Hall C (E12-10-002),1,10.602,3.01728,21.035,0.29954,4.26343,10.85,d/p,F2d/F2p,0.86644,0.00758,0.0065676152,0.0113,0.009790772,0.001,0.00494,0.00106,0.00019,0.00014,0.00503,0.00386,0.0014,0.00086644,0.0042802136,0.0009184264,0.00016462360000000001,0.00012130159999999998,0.0043581932,0.0033444584,0.001213016
68,JLab Hall C (E12-10-002),1,10.602,4.76523,21.035,0.61475,6.73331,5.1,d/p,F2d/F2p,0.75829,0.01579,0.011973399099999999,0.0113,0.008568677,0.001,0.00217,0.00068,0.0,0.00038,0.005,0.00287,0.0014,0.00075829,0.0016454893,0.0005156372000000001,0.0,0.0002881502,0.00379145,0.0021762923000000003,0.001061606
69,JLab Hall C (E12-10-002),1,10.602,4.70444,21.035,0.60065,6.6474,5.3,d/p,F2d/F2p,0.74333,0.01389,0.0103248537,0.0113,0.008399629,0.001,0.00172,0.00068,0.0,0.00036,0.005,0.00287,0.0014,0.00074333,0.0012785276,0.0005054644000000001,0.0,0.0002675988,0.00371665,0.0021333571000000003,0.0010406620000000001
70,JLab Hall C (E12-10-002),1,10.602,4.64364,21.035,0.58684,6.56149,5.5,d/p,F2d/F2p,0.74604,0.01238,0.009235975200000001,0.0113,0.008430252,0.001,0.00158,0.00068,0.0,0.00034,0.005,0.00287,0.0014,0.00074604,0.0011787432000000002,0.0005073072000000001,0.0,0.00025365360000000005,0.0037302000000000004,0.0021411348,0.001044456
71,JLab Hall C (E12-10-002),1,10.602,4.58284,21.035,0.5733,6.47558,5.7,d/p,F2d/F2p,0.7469,0.01126,0.008410094,0.0113,0.00843997,0.001,0.00161,0.00068,0.0,0.00032,0.005,0.00287,0.0014,0.0007469,0.001202509,0.000507892,0.0,0.00023900800000000003,0.0037345,0.002143603,0.00104566
72,JLab Hall C (E12-10-002),1,10.602,4.52204,21.035,0.56004,6.38967,5.9,d/p,F2d/F2p,0.74795,0.01063,0.0079507085,0.0113,0.008451835,0.001,0.00215,0.00068,0.0,0.00031,0.005,0.00287,0.0014,0.00074795,0.0016080925,0.000508606,0.0,0.0002318645,0.00373975,0.0021466165000000002,0.00104713
